"Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal"
1.9453,2.6739,0.6596,1.3238,1.3133,3.2959,2.0388,1.6481,2.593,2.0847,2.1963,0.2139,3.2902,0.8994,1.087,1.6778,2.9508,-0.0208,1.7467,0.8515,3.1552,2.5404,2.9193,2.3946,2.5126,0.9179,2.3686,0.176,1.0611,1.0326,0.3309,0.2678
2.0751,2.8451,0.6757,1.3837,1.377,3.4606,2.1606,1.7235,2.7388,2.2056,2.3508,0.2162,3.4992,0.9285,1.1355,1.7572,3.1101,-0.0344,1.8504,0.8801,3.3603,2.6656,3.0866,2.5064,2.6557,0.9393,2.5053,0.1644,1.1341,1.0867,0.3315,0.2738
2.2232,3.0357,0.7161,1.4531,1.4655,3.6784,2.2837,1.8153,2.9491,2.3786,2.5418,0.2163,3.7499,0.9271,1.2037,1.8273,3.2852,-0.077,1.9864,0.8698,3.6343,2.8205,3.3067,2.6519,2.8439,0.9945,2.686,0.1656,1.2094,1.1537,0.3146,0.2822
2.3819,3.2679,0.7516,1.5535,1.5795,3.9186,2.4672,1.9211,3.1887,2.5501,2.7137,0.2445,4.0216,0.9668,1.2767,1.9356,3.5173,-0.1131,2.1166,0.9081,3.9329,3.032,3.5583,2.8476,3.0736,1.0577,2.9173,0.2039,1.3043,1.2326,0.3317,0.2969
2.5016,3.546,0.7205,1.681,1.5779,4.0476,2.7994,2.0457,3.1816,2.4973,2.708,0.3389,4.1804,1.1842,1.2385,2.1406,3.8119,-0.0423,2.1173,1.1935,3.9479,3.222,3.6391,3.013,3.1643,1.0043,3.0284,0.1708,1.4691,1.3414,0.4583,0.3452
1.5243,3.2266,-0.288,0.864,0.0171,1.465,2.1937,1.1266,1.5503,0.7045,1.9918,0.1298,2.1989,1.4592,0.6539,1.7648,2.6492,-0.0504,0.6582,1.3013,1.882,2.0155,2.2315,1.6078,1.8205,-0.3905,1.7287,-0.7473,1.0152,0.4224,0.281,0.0704
1.405,4.6976,0.1528,0.5174,-1.2797,1.3488,2.1772,1.4845,-0.6133,-1.1351,1.5521,-0.0492,0.9265,1.1096,-0.8311,0.8084,1.8765,1.0534,0.118,1.6731,-0.5662,0.9613,1.0301,0.4493,0.9531,-1.1395,-0.0061,-1.3958,1.7508,0.9511,0.6547,0.5689
1.7149,4.3564,-0.2571,-0.0613,-1.7885,0.2687,-0.0751,1.3218,-0.8569,-0.7958,2.285,-0.5549,0.9021,0.6676,-0.0795,0.5865,1.2967,1.5996,0.4511,1.3113,-0.6621,0.1547,0.62,-0.9436,0.4834,-1.0586,-0.708,-1.7809,1.9094,1.0273,0.6879,0.7238
1.5457,2.475,-1.5901,-0.7195,-1.9795,-1.9792,-1.8249,-0.0663,-0.7344,-0.3768,1.5861,-0.677,-0.1934,-0.7479,0.9748,0.0535,-0.6032,0.6022,0.1479,0.3961,-0.2029,0.0485,-0.4591,-2.8094,0.0872,-1.3307,-0.9113,-1.224,1.2118,0.4418,-0.4106,0.3833
0.1531,1.7521,-0.9519,-1.446,-2.2175,-3.8839,-3.0822,-0.9113,-1.4461,-0.7579,-0.4629,0.7883,-1.6146,-2.8883,-0.1153,-2.1523,-2.372,-0.8937,-0.7934,-1.2116,-1.0537,-1.1485,-1.6766,-3.1834,-0.266,-0.6578,-0.8321,-0.5028,1.2078,1.303,-0.8195,0.9039
-1.6765,0.1386,-1.3801,-2.2209,-2.2181,-5.8719,-4.2585,-2.3994,-1.8884,-1.5842,-2.0852,1.3572,-3.4587,-3.2573,-1.9721,-4.3883,-3.88,-1.8608,-2.0753,-2.5377,-1.9486,-2.7669,-2.479,-2.6435,-1.372,-0.3567,-1.0338,-0.7391,0.7265,0.4877,-0.8226,0.8518
-2.5631,-2.0049,-1.5683,-2.4696,-1.7273,-5.8436,-4.6879,-3.0688,-1.3881,-1.7758,-2.3237,0.7812,-4.4866,-3.0229,-2.2585,-4.1138,-4.21,-2.0694,-2.4305,-3.2513,-1.6465,-2.5699,-1.9367,-1.8994,-2.362,-0.5383,-1.2895,-0.4307,0.0072,0.1074,-0.2219,0.479
-1.795,-4.7875,-2.1043,-3.2579,-1.2549,-6.1308,-4.4854,-3.8701,-1.2094,-1.4198,-2.1657,-0.429,-5.7098,-2.2002,-1.5618,-2.179,-3.6482,-1.7006,-2.6416,-2.3461,-0.9522,-2.1903,-0.6618,-2.153,-2.6504,-0.7937,-1.7255,0.1078,-1.5318,-1.2591,0.0553,-0.1523
-1.8323,-6.665,-1.6471,-3.1103,-0.4145,-4.985,-3.304,-3.2228,-1.9207,-1.699,-1.2223,-0.2035,-3.8716,-0.0739,0.066,-1.255,-2.8578,-0.6917,-2.539,-1.394,-1.3398,-2.1517,-0.8865,-1.8694,-2.3386,-0.9979,-1.3748,1.4936,-1.163,-0.1235,1.2243,-0.0278
-0.2087,-4.3515,-1.1983,-2.53,-0.5817,-2.2803,-2.2979,-0.8913,-1.1623,-0.641,-1.8888,0.0204,-2.0237,1.826,1.0399,1.3261,0.6701,0.2042,-1.1187,0.8696,-0.3035,0.4521,0.1333,0.5799,-0.5236,0.7502,-0.9008,2.143,-0.5691,1.0743,2.2668,0.7264
-1.5635,-4.2176,-3.1313,-2.5521,-2.0291,-2.5571,-1.3931,-3.122,-2.9762,-2.4098,-2.8787,-0.7217,-4.252,0.0368,-0.6328,-2.2559,-2.9738,-1.3115,-1.9567,-1.0465,-2.458,-1.4321,-1.692,-1.0462,-2.1301,-1.2915,-1.8698,0.0484,-2.1333,-1.2978,-0.7903,-0.5041
-1.4377,-1.4629,-0.0039,-0.715,-0.3967,1.0286,-0.0675,-1.3627,-2.5107,-1.1673,-1.5463,0.3832,-1.2444,-0.2714,-0.644,-1.1906,-0.9156,-0.1192,-0.374,-0.7923,-1.613,-1.1501,-1.7544,-0.427,-0.948,0.2463,-0.9903,0.9587,-1.8628,0.7452,-0.5497,-0.3523
