"Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal"
1.6134,2.3019,-0.4168,1.7264,0.8204,-4.2812,-3.3286,0.5917,-0.7963,0.4369,-0.4845,-1.2414,-2.2626,-1.4176,0.7423,-0.3426,-0.6845,-1.1414,-4.2109,-1.2455,-1.4386,-0.1169,-0.5567,-0.5721,0.8724,1.0949,-0.2816,-1.4775,-0.7733,-0.8053,-1.5627,-0.3673
1.7386,2.5204,-0.4451,1.849,0.8716,-4.6958,-3.6877,0.6454,-0.8875,0.4497,-0.5581,-1.3399,-2.4967,-1.5254,0.7719,-0.4007,-0.7913,-1.2571,-4.5872,-1.38,-1.5738,-0.1393,-0.6114,-0.6234,0.9554,1.1675,-0.3248,-1.6115,-0.8202,-0.8207,-1.7082,-0.3829
1.9474,2.8097,-0.513,2.0078,0.9528,-5.2648,-4.1452,0.7614,-0.9573,0.5141,-0.6005,-1.4792,-2.7906,-1.6585,0.8668,-0.4523,-0.8797,-1.392,-5.0733,-1.4504,-1.7815,-0.1131,-0.6436,-0.6474,1.0931,1.271,-0.3696,-1.7653,-0.8889,-0.8274,-1.8566,-0.3822
1.9121,2.6473,-0.7201,2.0547,0.9755,-5.5098,-4.1241,0.7758,-0.8598,0.5799,-0.669,-1.5899,-2.836,-1.7626,1.0202,-0.5127,-0.8609,-1.4696,-5.4838,-1.14,-1.9609,-0.0711,-0.6135,-0.5509,1.1193,1.2988,-0.3692,-1.7716,-1.0999,-1.0772,-1.9429,-0.5726
-0.4687,-1.4823,-0.6572,1.2868,0.8782,-2.2515,-0.9485,-0.3143,-0.4385,0.52,-0.8813,-0.9872,-0.7162,-0.9411,0.5555,0.1748,0.1439,-0.1241,-0.9774,-0.2469,-0.0818,0.0752,-0.7135,0.2851,0.1146,0.3904,0.1399,-0.0194,-0.3942,-1.6394,-1.4658,-0.6936
0.8701,-2.2764,0.3506,1.2693,1.1334,1.4403,1.7707,-0.3088,1.4961,1.2149,-0.9433,-0.469,0.9975,0.1307,1.1533,1.1679,1.3399,0.1934,0.0989,-0.8661,0.8599,0.4074,0.4193,0.9953,0.5497,1.666,2.5073,0.8155,0.3928,-1.2785,0.2151,-1.6645
-0.0484,-2.9152,0.9087,0.354,1.2552,4.7301,4.2951,-1.2047,1.7276,-0.3164,-1.3504,-0.1459,1.4765,-0.0335,-0.0928,-0.1339,0.2952,-0.2062,0.9623,-2.0259,1.2862,-1.1662,-0.0771,1.1354,-0.6058,1.2695,2.9299,1.1029,1.1817,-1.0415,0.7185,-2.7336
-0.8682,-2.1443,-0.1097,-1.1587,0.2945,3.0525,2.7826,-1.7464,0.1808,-1.6514,-1.4227,-0.4646,-0.8098,-1.8964,-1.3138,-2.8512,-2.7797,-1.3174,-0.4762,0.0176,-0.4954,-2.2395,-1.6172,0.9489,-1.8583,-0.6672,0.6553,1.0002,0.6174,-0.4618,-0.3156,-2.8671
-0.5231,-0.7515,-1.2754,-2.0233,-1.7837,-1.3091,-0.3243,-1.0674,-0.252,-1.4721,-0.8724,-0.4469,-1.7424,-1.2758,-1.116,-2.2224,-2.6649,-1.9276,-1.3321,2.6509,-2.3659,-0.4964,-0.678,1.0408,-1.239,-2.7763,-1.7821,0.6931,-0.081,0.699,0.6511,-0.8409
-0.7148,0.4448,-1.4141,-1.971,-2.2002,-1.8855,-0.1942,-0.459,0.9938,-0.8028,-0.287,-0.1058,-0.3246,0.5318,-0.2326,0.3875,0.3178,-1.4639,0.7805,2.4776,-2.2802,0.7837,0.7203,1.1074,-0.461,-3.1753,-2.9388,0.5893,-0.4537,1.2002,1.6879,1.5564
-0.5537,0.1044,-0.6015,-0.919,-1.1716,0.4481,0.8272,-0.9067,1.3399,-0.0125,0.2015,0.7489,0.4845,1.328,0.3756,0.4189,1.6858,-1.1799,2.9371,1.7104,-0.9282,0.316,1.0151,0.8506,-6e-04,-1.2971,-1.7437,0.5012,-0.0724,0.614,0.403,1.4003
0.7702,-0.9147,1.901,0.548,-0.1481,1.7717,1.6639,-0.3115,0.3785,0.8453,0.5664,1.7157,1.1992,2.2921,1.266,0.528,1.1767,-1.34,3.4026,-0.5056,0.3726,0.2777,0.9416,0.7954,0.5853,0.5228,0.7732,0.339,1.0827,0.4846,-0.1979,-0.3243
0.7054,-1.3614,2.1412,-0.5037,-0.1496,0.6251,1.7086,0.582,0.2878,0.8324,0.3726,1.365,1.7146,3.0205,1.9881,0.7437,-0.6694,-1.4889,3.5361,0.2132,1.1763,0.5668,0.1907,0.7821,0.6145,0.465,1.2758,-0.0158,0.066,0.2747,0.4304,-1.8084
0.3915,-1.9806,0.3064,-1.2342,-0.9761,-0.1308,0.2374,0.9937,0.6532,-0.0316,0.5417,0.0047,1.9982,2.5897,0.5147,0.5857,-0.685,-0.4438,1.265,1.3339,1.1697,1.2224,-0.51,0.4592,0.289,-0.2599,0.4447,-0.1098,-0.5422,0.1297,2.5459,-1.3283
1.2825,-0.3234,1.0986,-0.1649,-0.6939,3.1187,0.934,0.8691,1.0896,-0.208,0.2634,0.2342,2.3032,1.8558,-0.5933,1.5718,1.2583,1.093,-1.2984,-0.0943,0.9198,0.5987,-0.6011,0.4055,0.298,0.3907,0.8964,0.1694,-0.0138,0.177,3.5903,-0.1587
0.9687,1.6396,1.4982,-0.05,-0.0344,2.9284,1.2413,-0.1328,0.3968,0.0637,-0.1439,1.1235,0.4529,1.1901,0.3108,1.6479,1.8767,1.5302,0.5649,1.28,0.4879,-0.3187,-0.1723,0.052,0.3798,0.2823,0.4364,0.2275,-0.4812,-0.1184,1.8908,0.108
-0.2037,2.0551,1.2763,-0.6336,-0.2143,0.0557,-0.0711,-0.0182,-0.0275,0.2713,0.2554,1.6834,-0.1185,-0.2474,1.2205,0.85,0.6661,2.356,1.7663,3.1573,-0.0567,-0.551,-0.0321,-0.4968,0.4493,-1.2408,-0.9368,-0.2321,-1.1068,-0.3558,0.0208,0.3905
0.494,1.7355,1.724,-0.5044,-0.5433,0.5353,-0.0941,0.9291,0.5326,-0.4377,0.8513,1.3387,0.9413,-1.3179,1.529,-0.0109,-0.2816,2.4115,1.7451,0.295,1.0655,-0.0998,0.1128,-0.949,0.192,-1.2846,-0.986,-1.0412,-0.3115,-0.3654,-0.2424,0.3837
2.1079,1.8314,1.8895,-0.0915,-0.1334,1.0045,-0.8546,1.326,0.6355,-0.2644,1.298,-0.0409,1.0915,-1.3122,1.7224,-0.143,-0.0602,1.6156,2.4233,-1.1996,2.0965,0.5565,0.7104,0.3492,0.0418,-0.3808,0.0213,-0.4049,0.0869,-0.0507,0.031,0.4783
2.7379,1.8024,2.6509,0.7761,1.1763,0.5957,-2.0173,1.5493,0.7845,1.6129,1.0721,-0.3594,1.7459,-0.3095,2.4722,0.7684,0.2696,0.9787,0.2951,-1.1106,1.6582,2.0287,1.5151,1.4466,0.7404,-0.1516,1.1333,0.2593,0.608,0.7078,0.9736,0.2835
1.8061,0.8692,1.9816,1.4885,2.2912,1.0221,-0.6475,1.4978,1.0465,1.5658,0.5862,0.3609,1.4021,1.2882,2.2918,1.4224,0.2365,0.7691,0.1792,-1.0233,2.0043,2.5167,1.804,0.6097,0.4654,-0.1887,1.4775,-0.4201,1.0643,1.3874,1.4557,-0.9247
-0.85,0.0233,0.4474,1.3531,1.7422,0.6471,-0.0691,0.4981,0.2422,-0.4842,0.3238,0.4445,0.2009,1.0024,-0.0178,-0.6857,-0.9704,0.7263,1.0234,1.1404,1.6353,0.4422,0.8242,-0.8645,-0.4309,-0.9758,0.1047,-0.9137,0.9222,1.6745,-0.5273,-0.8686
-1.2034,0.2541,0.2142,0.8378,0.0504,0.9326,-0.2218,0.0326,-0.02,-1.0715,0.1268,-0.4381,0.4521,1.26,-1.2419,-0.351,0.2028,0.7918,1.7233,1.8752,0.8377,-0.4385,0.7656,-1.1139,-0.3215,-1.5398,-1.1254,0.1243,0.6496,1.6951,-1.023,-0.3044
