"Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal"
0.5563,-0.9638,-4.4341,-2.2522,-2.0807,-1.9043,2.8815,-3.5886,-7.4197,-4.1322,4.1001,-2.5732,-2.0982,-2.8936,-0.1833,-2.7599,-5.6955,0.5737,6.247,-2.1647,-0.415,-5.0206,1.4192,0.9485,-2.8756,0.0896,0.3346,-3.0759,-1.1092,-0.3664,-1.5621,-0.1033
0.5453,-1.0292,-4.7061,-2.3733,-2.1999,-2.2287,3.0239,-3.887,-8.2646,-4.4335,4.2659,-2.6288,-2.3161,-3.0648,-0.1962,-3.0424,-6.1765,0.6006,6.4466,-2.4253,-0.6234,-5.4019,1.3404,0.9739,-3.1357,0.0823,0.2594,-3.3183,-1.1909,-0.3823,-1.6562,-0.1735
0.5767,-1.0944,-4.9908,-2.5306,-2.3447,-2.5755,3.215,-4.2287,-9.1779,-4.8095,4.4947,-2.721,-2.559,-3.2723,-0.2194,-3.3506,-6.7544,0.7103,6.754,-2.7106,-0.8295,-5.8661,1.2618,0.9962,-3.4748,0.0947,0.2027,-3.5609,-1.295,-0.3701,-1.7756,-0.2722
0.6082,-1.1751,-5.3297,-2.7472,-2.5224,-2.951,3.4179,-4.6235,-10.089,-5.2812,4.8421,-2.9125,-2.7482,-3.5387,-0.3006,-3.7382,-7.464,0.7891,7.2312,-3.003,-1.0227,-6.4217,1.2218,1.1352,-3.9207,0.0682,0.1353,-3.8034,-1.4179,-0.3823,-1.9453,-0.3625
0.3791,-1.2357,-5.7844,-2.8902,-2.6645,-3.3604,3.3869,-4.9024,-10.6783,-5.4979,5.1686,-3.075,-2.7318,-3.7322,-0.3724,-4.1241,-7.8695,0.4651,7.4611,-3.3325,-1.1474,-6.7058,1.2159,1.5872,-4.2075,-0.0917,-0.0061,-4.0241,-1.4334,-0.6529,-2.0664,-0.346
0.5802,0.0329,-1.6696,-0.1932,-0.0148,-0.7671,1.7164,-0.5617,-5.1243,-2.5056,3.4109,-1.1487,-1.1813,-1.1961,2.0512,-1.3049,-3.3323,-0.8123,3.5572,-0.0152,1.1431,-3.5921,0.8528,2.1257,-1.0068,1.921,2.0897,-0.3598,3.1294,3.8028,-2.1725,0.9849
0.4221,-0.6095,0.8426,2.1987,0.4282,-0.4724,1.4995,1.3964,-0.5644,-0.6322,3.5558,-1.7572,1.4479,0.8537,2.2013,-0.3479,0.1204,-0.222,2.7486,0.2242,1.9045,-2.6118,1.2908,4.0775,0.2432,1.2722,1.7686,1.0128,4.7709,5.5107,-1.0946,1.728
0.2957,0.5194,1.9556,3.1386,0.5373,-0.7977,1.2286,0.8817,-2.4733,1.0493,-1.3137,0.2753,1.155,2.3781,3.9096,1.5166,3.6498,1.4942,-0.0571,-0.3886,1.4151,-1.1193,0.0048,-1.0757,2.068,0.2039,0.2622,0.1734,3.1101,4.9263,1.2625,1.1982
0.0733,1.8552,3.1035,3.2021,1.3808,0.4972,1.7074,-2.1268,-8.5831,0.1186,-4.8312,1.9638,0.8153,1.7098,3.8113,1.461,3.6774,2.5814,-2.7532,-0.2386,2.0993,-1.4294,-1.3133,-6.136,0.9401,0.6153,-1.4213,-0.7665,1.1667,4.612,2.0922,-0.9622
0.0378,2.1595,3.8505,3.2057,2.3265,1.9418,1.5203,-3.1636,-8.1316,-1.2404,-1.5942,0.2741,1.6496,-0.4821,1.4351,0.3904,1.8823,1.211,-3.3597,0.5038,4.9774,-0.9349,-2.1561,-2.8155,-1.5938,0.8613,-0.8037,0.3282,1.737,2.5499,0.4139,-2.677
