"Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal"
-3.0618,-6.5608,-5.1233,-4.8985,-4.418,-3.9522,-2.4792,-3.0332,-1.45,-1.0156,-1.5053,-1.3431,-1.6106,-0.5292,-0.9579,-5.0654,-4.0426,-2.3172,-4.9168,-3.4849,-3.7557,-1.9996,-1.7034,-0.6565,-3.4757,-2.0527,-2.7785,-2.84,-4.7399,-1.9732,0.4895,-2.5753
-3.2603,-7.0541,-5.4807,-5.2537,-4.7343,-4.2807,-2.7192,-3.2351,-1.5599,-1.0905,-1.6119,-1.4416,-1.7065,-0.5871,-1.075,-5.436,-4.3127,-2.4779,-5.4004,-3.7507,-4.0896,-2.1388,-1.8126,-0.7027,-3.7156,-2.2034,-2.9756,-3.0408,-5.0801,-2.1286,0.5463,-2.7548
-3.4892,-7.6033,-5.8415,-5.6315,-5.0659,-4.6125,-2.915,-3.4419,-1.6747,-1.1667,-1.7098,-1.5643,-1.8236,-0.6394,-1.1714,-5.8538,-4.588,-2.6545,-5.9297,-4.0476,-4.4672,-2.3014,-1.911,-0.7363,-3.9926,-2.3413,-3.1765,-3.2309,-5.4535,-2.2786,0.6092,-2.9644
-3.7257,-8.1312,-6.2332,-6.0019,-5.4245,-4.8112,-2.9164,-3.6942,-1.842,-1.3832,-1.7846,-1.6678,-1.9798,-0.6794,-1.1806,-6.3347,-4.9515,-2.8683,-6.3757,-4.3403,-4.8325,-2.5454,-2.0302,-0.8506,-4.2846,-2.4787,-3.4229,-3.345,-5.8057,-2.432,0.5432,-3.1809
-1.0495,-1.4695,-1.0738,-1.154,0.257,-0.7276,1.6929,-0.4188,0.1405,0.614,-0.3083,-1.1553,-1.3755,1.6718,0.0758,-1.2125,-0.5088,-1.4438,-0.8743,-1.4123,-0.43,-0.5485,0.585,1.308,-0.4732,0.9155,0.491,0.6943,0.389,1.9836,0.7285,-0.438
-1.8586,-0.6163,-2.344,-1.8398,-0.5037,-0.9613,1.1668,-1.1541,-0.5623,-0.095,-0.9018,0.0376,-1.3727,0.5924,-0.6878,-3.0541,-2.4265,-1.2459,1.2497,-1.6087,-1.0669,-0.7186,-0.3537,0.1156,-0.3367,-0.0189,-0.8098,0.4781,0.8766,1.1156,-0.2766,0.1045
-0.8823,-0.2008,-3.435,-2.0409,-1.0424,-1.7431,-0.8923,-1.5552,-0.9535,-0.9803,-1.4706,0.6541,-0.0732,-0.8202,-1.437,-3.0249,-4.1851,-0.8214,3.4579,-1.0355,-0.8542,-0.8062,-1.1473,-0.7986,0.1579,-1.8149,-1.8903,-0.2955,1.2986,-0.1044,-0.5835,0.162
2.2707,0.4321,-2.254,-0.796,0.8444,-1.3966,-1.4352,0.0905,-0.1721,-0.5423,-0.2667,0.9131,1.538,-0.9697,-0.7903,-0.6328,-3.3424,-0.0724,4.9234,0.2095,-0.2253,-0.3596,0.2952,-0.4356,1.3535,-2.0167,-0.9533,-0.1289,0.9437,-0.6156,0.1832,-0.8548
3.8048,1.578,-0.1385,0.4737,3.0676,-0.1475,0.3426,1.2313,0.0083,-0.3595,0.8903,1.3968,1.5991,0.1058,-0.7575,-0.193,-0.3619,0.4704,4.245,0.9272,-0.1737,0.4043,1.5974,-0.1913,2.1218,-1.0292,0.1361,0.1867,1.0968,-0.9601,1.2413,-0.9737
2.0117,2.5865,0.8303,0.6383,2.6726,-0.0481,0.1104,0.772,-1.2594,-1.1685,0.6078,1.5337,0.8655,-0.9472,-2.5578,-3.3531,0.2697,1.3344,1.8014,0.1123,-1.9932,1.159,1.4756,0.0219,1.9474,-0.7527,-0.2517,0.5616,1.2982,-1.435,1.8701,0.227
0.9012,1.7194,-0.199,0.3524,-0.8589,-0.3665,-1.9608,0.0385,-1.5209,-2.0218,0.8635,2.0754,1.0088,-3.1166,-3.1947,-6.0456,-0.784,1.7325,0.7967,-0.7914,-3.2199,1.0081,1.0082,0.0958,1.0383,-1.487,-1.6668,0.3595,0.8674,-2.0278,1.6508,1.4392
