"Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal"
3.2199,-2.0601,-0.008,-0.0833,-1.0271,-2.1752,-1.3462,-0.3665,0.449,1.5805,2.4285,-1.6257,0.9095,-1.009,2.6376,-1.425,-0.9315,0.5809,3.5361,0.1502,2.4312,1.7967,0.4578,0.6384,-0.5467,1.6592,0.8276,0.18,-0.9803,-0.7397,0.5099,1.2848
3.5064,-2.0955,0.0954,-0.0195,-1.0504,-2.2906,-1.421,-0.3109,0.5259,1.7549,2.7362,-1.6817,1.0806,-1.0683,2.8731,-1.4818,-0.9379,0.7097,3.8753,0.1569,2.6211,2.0059,0.5747,0.7187,-0.5222,1.7772,0.9349,0.22,-0.9346,-0.729,0.6273,1.4494
3.8665,-2.2158,0.1922,0.0663,-1.0737,-2.3366,-1.4288,-0.2716,0.606,1.9619,3.1016,-1.7914,1.2554,-1.1656,3.2086,-1.594,-1.0121,0.8011,4.3006,0.2021,2.8552,2.236,0.6983,0.8397,-0.506,1.9471,1.0602,0.2493,-0.8792,-0.6971,0.7498,1.6328
4.2374,-2.4901,0.231,0.1626,-1.1064,-2.3636,-1.3646,-0.2861,0.6791,2.1309,3.533,-1.9749,1.4264,-1.2633,3.4677,-1.7294,-1.2457,0.7022,4.6034,0.3845,3.2677,2.327,0.8564,0.9181,-0.5622,2.164,1.0451,0.3013,-0.786,-0.6754,0.8032,1.8307
1.8563,-1.7742,0.2771,1.0241,1.7858,-0.311,-2.4503,1.8768,-0.6028,0.747,0.5848,-1.4983,0.8776,-0.6403,1.3466,-1.4435,-1.093,-1.078,2.1561,-0.0183,-0.2024,0.8786,1.1891,0.5491,1.7582,0.103,0.1251,-0.6991,0.7439,-0.4343,2.6632,1.5359
1.1217,-1.8898,-0.2439,0.0153,1.0226,-2.3399,-3.2026,0.6345,-1.024,0.1926,1.3541,-1.2,-0.2431,-0.6691,-0.1002,-0.6738,-1.2999,-0.8659,1.5953,-0.1123,0.6462,-0.2634,1.0287,-0.5664,0.7858,-0.0842,-1.2912,-0.93,0.2004,-1.021,1.5718,1.1614
0.9613,-0.4072,-1.2487,-1.7016,-0.7302,-6.3721,-5.1199,-1.4586,-2.1675,-0.6075,1.7731,-0.2158,-1.9042,-0.306,-1.2052,1.4117,0.0732,0.2113,2.2057,-1.6102,1.3613,-1.3095,-0.3871,-2.2498,-1.2158,-0.5504,-2.0424,-0.258,-1.756,-2.3355,0.0873,0.2002
1.8794,2.3189,-1.4761,-1.382,-1.2188,-6.9294,-3.2649,-1.6039,-3.3839,-0.7207,2.2316,0.4886,-0.1418,1.9417,-0.2509,5.0688,2.7646,1.1994,3.5224,-0.762,2.381,-1.7331,-1.5377,-0.4005,-1.6365,0.299,-0.9433,1.2856,-2.5436,-1.894,-1.1367,0.1402
1.8582,2.9273,0.0305,0.5198,-0.7982,-3.4518,1.054,-0.5526,-3.3585,-1.4105,2.7322,0.7299,3.1068,3.266,1.0562,6.1358,1.589,1.0612,1.5537,1.9605,2.2668,-1.8198,-1.4156,1.8202,-0.7589,0.8225,0.1983,1.7182,-0.28,-0.0163,-1.782,1.5149
0.8113,-0.4921,1.9519,1.3634,-1.1904,-0.3438,2.6959,-2.1611,-3.1862,-2.3696,2.8133,0.7272,1.4038,0.486,-0.2729,2.6953,-3.6931,0.6764,-1.3444,1.7112,1.5572,-2.2341,-0.9732,0.41,-0.972,0.6281,-0.3923,0.573,2.314,1.4299,-1.9837,2.4534
2.977,4.8794,8.221,5.9183,5.7526,8.8272,8.5233,2.3964,-0.8586,0.8721,7.3904,5.0086,3.063,1.1376,0.5377,3.9734,0.2026,2.4355,6.1545,-0.0431,1.3083,-0.0553,-0.7174,5.6699,3.9402,2.8382,4.6495,7.3731,9.2615,7.8027,2.1441,4.8305
-2.1573,-1.6627,3.1931,0.3184,-1.1273,-0.7123,-0.0041,0.6506,-2.1029,-1.8266,-0.976,0.33,-0.0742,-0.7258,-6.9959,-0.6325,-2.3641,0.9005,-1.9055,-0.7816,0.3332,-2.8531,-0.8765,-3.9871,0.513,0.032,-1.5762,0.7526,2.8129,2.4583,-0.5156,-0.4597
-1.0673,1.5082,2.0916,0.6992,-0.6081,1.327,2.1459,1.2737,1.9997,-0.5061,0.3765,0.2186,-1.455,1.2004,-4.7994,1.4114,0.1402,1.5729,-0.6567,-0.3173,-1.0323,-1.379,0.5169,-1.457,-0.7292,0.2745,-0.8286,0.9609,2.3729,1.0762,-1.1683,-1.8639
3.7468,10.6356,5.6704,4.5957,1.723,16.3358,17.093,4.5052,6.2229,2.154,7.6202,0.7384,9.584,4.3609,4.7533,4.9613,6.6943,3.7699,4.9496,4.3569,7.7841,1.3123,6.1571,10.7408,0.3513,1.0525,1.6883,6.2761,7.0094,4.0728,1.5819,0.7661
1.2994,9.6922,4.5618,3.6156,0.16,12.6863,13.2206,2.6278,4.5772,1.0104,4.485,1.8859,8.0605,3.5178,2.2881,4.031,5.5972,3.0422,1.4035,3.4575,6.6292,0.2149,4.1954,7.3163,-0.3361,0.5995,0.2805,3.2086,4.2257,2.0592,0.9012,0.3753
-1.0449,8.7333,3.72,2.5749,-1.3288,8.7263,8.8068,0.7517,2.4584,-0.0834,1.1603,3.3349,6.8049,2.5688,-0.2529,3.055,4.3818,2.0895,-2.4341,2.6008,5.7331,-0.9939,1.9144,3.7277,-0.915,0.3413,-1.1949,0.2712,1.3627,0.283,0.6139,0.2572
-3.0629,7.4089,2.6631,1.5501,-2.3109,4.38,3.9561,-0.4312,0.5536,-0.6987,-1.6612,4.6941,5.5587,1.8657,-2.8387,2.2906,3.0878,1.2445,-5.5868,1.8305,4.0621,-1.8223,0.1101,0.4205,-1.3432,-0.3274,-2.6774,-2.4314,-0.9878,-1.4477,0.6839,0.0971
-3.2975,0.6463,0.1114,0.1218,-3.4015,1.9405,1.7422,-3.3783,0.7324,0.0767,-0.374,1.8288,-1.4161,-0.8038,-2.5297,-2.7131,-2.2922,-1.6064,-3.9364,-2.078,-0.0866,-1.5258,-1.6021,-2.522,-2.1016,-1.3834,-2.6534,-4.6707,-2.7433,-3.2282,-2.5746,-1.5159
-2.6147,-2.5895,-1.1164,-0.6253,-1.6738,-0.8401,-1.2497,-0.3264,0.5111,-0.0081,1.3689,0.2638,-0.2932,-0.7047,-2.7404,-2.6326,-2.6327,-0.0899,-2.1802,-1.6335,-2.8761,0.0755,1.1911,-2.2142,0.0151,-2.1454,-2.5053,-3.2026,-1.2465,-2.3086,-0.5511,-1.4613
-3.0354,-3.3701,-1.7578,-2.1811,-1.4043,-4.9763,-6.0212,1.5899,0.6865,-2.2936,-1.5071,-0.1714,1.0558,-0.307,-4.309,-1.3323,-0.8023,1.6759,0.0592,-1.1911,-2.4119,0.2223,2.7474,-6.5656,1.9876,-2.569,-3.1566,-4.3771,-1.047,-1.2132,0.0476,-1.3464
-5.615,0.8947,-0.2824,-1.453,3.2672,-4.9151,-7.9329,4.3319,1.7504,-0.1438,-4.6856,5.1963,-4.9858,1.5881,-8.9647,4.8894,3.0697,1.6007,4.5785,-2.6136,-8.7846,1.4519,0.5646,-4.0271,3.5595,-0.3515,-0.0608,-6.1171,0.8543,0.043,-0.255,-3.0203
-4.9675,0.7676,-2.226,-2.4764,-1.7194,-5.8246,-6.125,0.9877,0.3624,-1.0399,-0.4479,0.7383,-2.9921,0.3591,-5.5256,1.6771,0.9205,-2.0521,4.6479,-2.2667,-1.8167,-0.2681,1.7522,-2.5084,0.6049,-1.0571,-1.7344,-3.9925,-1.7282,-1.9607,-2.7931,-0.6269
-3.3144,3.2826,-2.5533,-1.5272,-1.9415,-5.3818,-3.634,1.3455,-0.293,1.5658,-2.2839,1.2514,-1.1406,1.1752,-2.4069,3.0233,2.4604,-3.5128,3.2062,0.1017,-2.3799,1.6877,1.2233,1.6642,1.0557,-0.0738,0.7143,-1.3529,-2.8851,-1.9239,-1.8893,-1.1021
-0.2048,5.2707,-2.4141,-2.1692,0.85,-7.7331,-3.4773,-1.8468,-1.2772,2.4147,-9.565,2.7877,2.1738,3.613,0.2951,4.072,4.0842,-2.2034,-0.6753,4.4711,-2.3403,2.339,-0.9071,0.7459,-0.3767,1.3468,1.6133,1.9632,-4.6154,-1.4378,-0.348,-1.2918
0.9515,5.0874,-0.0428,-0.6735,3.6513,-6.1662,-1.8062,-2.1182,1.2795,5.6014,-5.899,3.3156,0.0852,3.4449,-1.5577,2.8415,3.6252,0.6414,-3.5658,1.9646,-0.5272,4.2454,-2.2387,1.6754,-0.3974,3.3966,3.0774,4.1746,-2.1979,0.3298,-1.7009,-0.1559
-6.5657,-3.0114,-4.856,-3.5137,5.4684,-13.5354,-15.0625,-2.2437,-0.7739,0.9344,-10.5867,2.4793,-8.3512,2.1703,-8.6945,0.3587,-3.2666,-0.9503,-12.0188,-2.3237,-9.6927,-0.3186,-5.082,-4.6852,-1.9089,-1.6822,-0.1275,-5.5006,-2.7123,-2.0665,0.3221,-2.1855
-0.9582,0.1375,0.6001,-0.14,2.8707,3.3308,1.5248,-3.3612,2.6162,1.5309,3.1708,-2.4123,-0.2014,2.8377,-0.9455,1.8106,0.6593,0.9798,-4.6969,0.9619,2.1668,0.6812,-1.3273,3.0697,-3.0716,0.956,0.4056,0.507,-0.4989,0.7943,-0.229,2.1931
1.4709,-1.5461,2.1136,1.5137,2.2707,5.9067,2.5282,-1.6771,2.8649,-0.1385,4.0814,-2.8045,1.7126,-0.0624,0.122,0.3477,0.4537,0.2822,-4.0722,0.9323,2.6019,-0.271,0.9523,1.6925,-2.4529,-1.3314,-1.0228,0.1735,0.629,1.7286,4.1451,2.9426
2.5896,-2.7041,2.7536,3.3151,3.0378,4.011,2.0189,0.9871,3.0066,-0.4454,1.9842,-2.188,3.1641,-2.42,1.3783,-0.3276,-0.5388,0.0138,-2.4825,0.9651,0.613,0.4327,2.3963,-1.152,0.176,-1.8113,-1,1.2846,2.1652,2.0089,6.1235,2.1469
0.7439,-3.7453,1.0926,2.7115,2.2417,-0.3759,-0.8663,1.85,1.596,-0.5882,1.0533,-1.824,2.1377,-2.565,2.6752,-1.6844,-2.0681,-0.817,-0.8707,1.0414,-0.3875,0.8344,1.7108,-3.8297,2.5847,-2.1375,-0.858,0.0399,2.665,1.5267,4.4278,1.0114
-1.8979,-3.0988,-0.2378,1.6223,1.1018,-0.1092,-0.1433,1.7979,-0.8398,-1.7382,1.0796,-1.7456,1.835,-1.3326,2.7156,-1.9222,-1.6657,-0.602,1.1606,0.9511,0.039,-0.5643,0.286,-2.5178,3.5741,-1.902,0.1702,-0.3986,2.6975,2.628,2.5651,0.7996
-3.481,-0.2663,-0.3484,1.2345,-0.6288,3.9638,3.9684,1.167,-2.5235,-2.2982,0.9051,-0.9797,2.3714,0.0645,1.624,-1.8187,0.4445,1.2346,2.7567,1.2517,-0.4565,-2.0837,-0.5148,-0.8141,1.2315,-2.1781,-0.1826,-0.399,3.0853,3.02,1.1762,1.6056
