"Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal"
-0.9597,6.2195,2.0066,0.382,0.537,-2.154,-0.4857,-1.4849,-2.0888,1.3372,-0.2693,1.0464,2.1229,0.4551,1.6781,1.1172,2.4203,-0.5681,0.9893,1.5412,2.5067,0.4481,-1.269,2.5328,-0.4678,3.0514,5.6767,0.7065,1.1524,0.8614,-1.1115,0.7882
-1.0632,6.6678,2.1519,0.4088,0.5723,-2.3614,-0.5661,-1.574,-2.231,1.4301,-0.3618,1.1505,2.1889,0.4711,1.7884,1.0944,2.5561,-0.63,1.0588,1.5947,2.6614,0.4901,-1.353,2.7003,-0.4815,3.2691,6.0511,0.7294,1.278,0.9276,-1.1626,0.8568
-1.1517,7.1955,2.2974,0.44,0.6493,-2.5607,-0.6159,-1.6844,-2.3966,1.545,-0.4282,1.2453,2.3289,0.5079,1.9397,1.0734,2.7352,-0.6846,1.1692,1.6855,2.8514,0.5319,-1.4686,2.8896,-0.5054,3.5138,6.4742,0.7702,1.4252,1.0019,-1.2694,0.9428
-1.1903,7.148,2.3822,0.4916,0.8183,-2.63,-0.5234,-1.7739,-2.4627,1.7084,-0.3015,1.1843,2.6932,0.5271,2.1357,1.0406,2.8523,-0.6847,1.135,1.9125,3.0757,0.5969,-1.5003,3.1006,-0.5438,3.6808,6.8297,0.8545,1.3399,0.9768,-1.4259,1.0106
-3.7762,0.1942,-0.9855,-1.2703,-0.2573,-2.1852,-1.0851,-1.6217,-2.2881,-0.2516,-0.4994,-0.6894,-0.6829,-1.7572,-0.1948,-3.2532,-0.9663,-1.2774,-3.3838,-1.3059,-0.6714,-1.4892,-2.7642,1.8801,-1.4892,0.5222,2.8687,0.3729,-0.0352,-0.9495,-1.1123,0.5544
-3.253,-0.8901,-0.1952,-0.524,0.9472,-2.3532,-1.3404,-0.6668,-0.6823,0.8606,-0.4804,-0.9186,0.0496,-1.8994,0.2783,-0.4481,-0.2643,-0.6026,-4.0199,-0.4232,-0.833,-0.5099,-1.632,2.2784,-1.4863,1.5178,3.7323,0.9165,-1.1319,-1.1523,-0.8449,0.2616
-4.0516,0.0969,0.045,0.0257,0.0978,-1.4841,-0.5078,-0.4089,0.2149,0.92,-0.3736,-0.5728,-0.3004,-1.5784,-0.591,0.9447,0.3591,-0.0243,-4.2111,0.2153,-0.9011,-0.5376,-0.785,1.3183,-1.6748,0.6634,2.0532,0.494,-1.4633,-1.6398,-0.3996,-0.8449
-3.2333,1.0984,0.142,-0.7292,-1.0614,-0.3885,-0.391,-0.5454,-1.2792,-0.0752,-0.3007,-0.016,-0.9743,-0.3721,-2.5268,1.3028,0.5818,0.4238,-4.0772,-0.2322,-0.8557,-1.1848,-1.4651,0.426,-1.8621,-0.446,0.6594,-0.2845,-1.4082,-1.0128,-0.1009,-1.8416
-0.599,-0.8052,-1.1178,-1.8939,-1.1405,-1.1153,-1.5006,-1.0508,-2.1864,-0.1895,-0.1811,-0.406,0.3445,1.7803,-1.2487,3.1059,0.3648,-0.0812,-3.3156,0.1938,1.0641,-0.6472,-2.7617,0.2642,-1.5496,-0.1129,0.9217,-0.9525,-2.7014,-1.1477,0.0636,-2.5826
0.6413,-3.3375,-2.5541,-0.6813,-0.9743,-0.1757,-0.7091,-0.8568,0.2369,0.4252,-0.1746,-1.0855,2.1467,4.5699,0.6557,5.771,0.7557,-0.3921,-2.929,1.7298,1.7398,-0.4047,-3.3386,0.2969,-1.6673,-0.6297,-1.1805,-1.6055,-2.5993,-1.679,0.4371,-2.4389
1.1214,-3.2118,-2.1131,1.3033,-0.3542,3.1739,0.8051,0.275,2.4991,0.8741,0.0118,-1.195,2.1778,5.989,-0.3475,5.8231,2.065,0.3582,-2.2807,2.4717,0.7745,-0.2061,-2.2729,-0.5218,-0.9441,-2.6225,-4.9778,-1.1525,-1.2811,-1.4915,2.1485,-1.4032
3.3643,0.4463,0.9154,2.7818,-1.0492,5.4117,1.657,1.4138,1.7525,0.5254,0.7473,0.045,2.3527,4.7258,-1.0554,5.1086,2.7983,1.7073,0.7109,2.6715,1.1229,-0.494,-0.2764,-3.0257,0.1512,-3.0872,-5.9991,0.2653,0.3443,0.1273,2.3634,-0.6709
