"Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal"
-0.0128,-5.4308,-2.8636,-0.5288,-1.4636,-0.5525,-0.6705,-0.3686,-0.4445,1.0842,1.0615,-3.8961,-0.7789,-3.9983,-1.229,-4.4845,-3.4349,-2.5409,1.8451,-3.7353,-3.5638,1.9196,1.3087,-2.7452,-0.6941,-0.9624,0.6504,-0.8079,3.912,-3.9795,-4.7098,-0.6193
-0.0473,-5.8652,-3.0486,-0.5736,-1.5735,-0.5612,-0.6863,-0.4171,-0.4819,1.1123,1.2232,-4.2024,-0.8329,-4.262,-1.2276,-4.8125,-3.7137,-2.7893,1.9675,-3.9677,-3.7282,2.0485,1.4604,-2.8838,-0.7374,-1.0503,0.7087,-0.7862,4.1178,-4.2871,-5.0698,-0.7065
-0.0763,-6.2286,-3.2432,-0.5882,-1.6779,-0.6291,-0.724,-0.4563,-0.5458,1.1867,1.3709,-4.4988,-0.9328,-4.6936,-1.3028,-5.2006,-4.0939,-3.0103,2.0423,-4.3172,-4.0043,2.2996,1.6233,-3.1172,-0.7613,-1.0937,0.8079,-0.7535,4.4327,-4.6198,-5.5205,-0.7432
-0.123,-6.6119,-3.4876,-0.6198,-1.855,-0.72,-0.7752,-0.5032,-0.586,1.2962,1.5588,-4.8703,-1.0453,-5.191,-1.3655,-5.673,-4.5211,-3.2587,2.1457,-4.7141,-4.3688,2.5702,1.7951,-3.3593,-0.8142,-1.1544,0.918,-0.7194,4.8552,-5.0279,-6.0198,-0.7966
-0.2417,-7.34,-3.8206,-0.8165,-2.1949,-0.6033,-0.7997,-0.5868,-0.512,1.31,1.8182,-5.3985,-0.9983,-5.0763,-1.1016,-6.0338,-4.5492,-3.6446,2.4852,-4.6724,-4.4309,2.3209,1.9048,-3.2079,-0.9669,-1.4624,0.8814,-0.8035,5.0194,-5.4456,-6.1977,-1.1227
1.8653,-0.4172,-0.9667,-1.7034,-0.5701,1.2717,0.6048,0.0752,1.9932,0.4052,-0.108,0.1673,-0.1471,-0.3308,-2.0145,1.6291,3.2034,1.7379,4.026,-0.8185,3.2202,1.3365,0.3565,0.3286,0.6841,-0.5798,-0.7358,-1.251,0.2994,-1.8825,-0.7294,-0.8322
-0.563,-0.4973,-0.3015,-2.5341,-0.3663,1.6009,-0.0453,-1.2175,-1.2683,-1.1891,-0.855,2.2709,-0.2245,2.3365,-2.133,0.8169,4.3032,0.8946,1.2347,1.1542,1.8864,-2.4872,-0.6517,1.0826,0.0402,-1.9297,-1.8387,-2.5415,-1.9129,-0.0967,0.9129,-1.2539
0.4451,-12.9612,-1.2564,-1.8431,0.8998,4.5519,1.4313,-0.8769,-0.0723,-3.2665,2.0882,-4.0063,2.6974,7.8401,4.0303,1.096,3.2975,-5.3705,5.5602,4.354,7.289,-5.242,2.1882,3.2641,-0.3333,-3.2564,-1.2545,-0.7529,-6.0808,-1.3313,0.2641,-3.8674
-2.1849,-2.6634,1.887,-1.066,1.6415,-0.0234,-1.7093,-2.0915,-7.274,-3.7632,-1.1189,0.6259,-0.1248,3.0242,-1.5036,-0.9888,0.2999,-2.2264,-4.9839,1.663,-0.2134,-3.8968,-0.1796,-1.688,0.137,-0.4539,0.0495,0.4781,-5.2642,0.6228,0.5744,0.6921
-2.2425,-1.7651,1.4481,0.1245,1.9382,-0.5659,-2.0663,-2.0408,-8.2709,-3.5418,-2.1526,0.6437,-0.983,0.5327,-2.0367,-0.5648,-0.4641,-1.5905,-6.0915,1.167,-0.0984,-2.3387,-1.0603,-0.9479,-0.0766,1.4617,1.4342,0.888,-5.3999,0.4807,1.3237,0.8023
