"Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal"
-1.0803,-0.1158,-0.6864,0.1971,-0.146,-1.0062,-0.0291,0.1123,-0.6516,-0.2056,-0.5127,1.5546,0.5717,0.4342,-1.1755,-0.9932,-0.1736,-0.6333,-1.1201,1.0563,0.1618,-0.3861,-0.1379,-0.5134,-0.3288,0.6119,0.705,-0.2416,0.3186,-1.0016,-0.2089,-1.2646
-1.0993,-0.0807,-0.6924,0.2474,-0.1123,-1.0423,0.0083,0.1444,-0.6337,-0.1782,-0.5333,1.6824,0.6412,0.4927,-1.2133,-0.9653,-0.131,-0.632,-1.1125,1.1592,0.2056,-0.395,-0.1314,-0.4507,-0.3383,0.6816,0.7999,-0.2289,0.3899,-1.0246,-0.2154,-1.3348
-1.1201,0.0383,-0.6893,0.3362,-0.0528,-1.1159,0.0652,0.2091,-0.5961,-0.1531,-0.5356,1.8733,0.7153,0.5635,-1.2308,-0.9153,-0.0142,-0.5925,-1.0931,1.2741,0.2686,-0.3961,-0.1094,-0.3408,-0.3339,0.798,0.9398,-0.209,0.5092,-1.0291,-0.2148,-1.4173
-1.1608,0.1523,-0.6926,0.458,0.0218,-1.1545,0.1534,0.3255,-0.5456,-0.1263,-0.5297,2.0753,0.799,0.6482,-1.2402,-0.8584,0.1028,-0.5592,-1.0974,1.4341,0.3546,-0.3735,-0.075,-0.2063,-0.299,0.9234,1.0961,-0.2034,0.6179,-1.0184,-0.2053,-1.5329
-1.1611,-0.1843,-0.7647,0.4231,0.0226,-0.9475,0.0975,0.3247,-0.5224,-0.0666,-0.6052,2.0679,0.8955,0.7104,-1.3229,-0.7953,-0.1914,-0.7474,-1.1972,1.6068,0.3901,-0.3507,-0.0901,-0.2249,-0.2958,0.832,1.0779,-0.2217,0.4981,-1.0611,-0.1809,-1.5577
-0.2217,2.1071,0.8387,1.6394,2.2232,3.1989,2.993,1.0071,2.6789,1.3546,-0.4382,1.1567,1.7373,1.6933,-0.6234,2.2578,2.0953,-0.0337,-0.1677,1.9541,0.5219,-0.3914,0.6409,4.3117,0.206,0.3621,2.018,1.2453,1.2441,1.2032,0.3318,-0.3329
2.3013,0.4321,0.7222,-0.0409,1.2749,4.7956,1.2037,-0.1894,3.3413,2.2025,0.192,0.7744,1.6051,2.0627,0.6509,3.3119,1.3689,0.2753,2.7059,1.1241,0.556,0.9297,1.7553,3.9105,1.051,0.0456,0.9441,1.7082,0.7592,0.0431,0.8436,0.9685
2.9793,-0.4197,0.7656,-1.5257,0.1252,4.0574,-0.3338,-2.0436,2.1746,1.3173,-0.1039,0.4219,0.9724,1.3562,0.0788,0.5861,0.1095,0.5663,3.0351,-0.8582,-0.7029,0.7654,1.4083,1.9042,0.5199,-0.0255,0.0735,2.0993,0.9628,-1.7604,0.2289,1.3681
1.475,-0.4176,0.3534,-1.4273,-0.6668,1.4987,-1.3632,-1.0728,1.9203,0.8304,-0.0925,0.1241,-0.3516,0.42,-0.8359,0.5589,-0.9866,1.1952,2.4227,-2.4444,-1.4164,0.8073,0.766,0.933,0.685,0.3673,0.2196,1.105,1.3048,-2.2477,0.0152,0.8717
-0.303,-1.5917,-0.4501,-0.4161,-0.1136,-0.3736,-1.904,0.9089,1.9823,1.376,-0.0504,-0.6009,-1.3736,-0.5627,-1.0574,3.3389,-1.7413,0.9009,1.0776,-2.8525,-1.0849,0.689,0.6381,0.2785,1.0171,0.345,0.7092,-0.5277,1.5464,-1.1528,0.3527,1.1551
