"Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal"
-1.3502,0.7472,-1.9724,-0.217,-0.2535,-0.9083,1.3051,0.5813,-0.2589,0.0153,-0.312,-0.3429,0.5305,-0.8314,0.851,0.2521,0.3768,0.071,1.7827,0.8306,-1.4251,1.7027,0.0633,0.7759,1.3182,0.7949,-0.7793,0.6398,-1.1721,-1.753,1.0212,-1.3136
-1.4498,0.8249,-2.0964,-0.2199,-0.2651,-1.0158,1.3611,0.6013,-0.3136,0.0032,-0.3828,-0.3399,0.5766,-0.8577,0.8762,0.3043,0.4289,0.1226,1.8958,0.9018,-1.5377,1.8103,0.0603,0.7902,1.3764,0.8847,-0.8085,0.6862,-1.2176,-1.85,1.1024,-1.3932
-1.5974,0.9428,-2.2847,-0.2332,-0.2376,-1.1953,1.4334,0.6244,-0.3791,0.0019,-0.4773,-0.3293,0.6462,-0.8784,0.8797,0.3747,0.4973,0.2228,2.0867,0.995,-1.7366,1.9908,0.0534,0.7735,1.4573,1.0176,-0.8473,0.759,-1.2926,-1.9699,1.2036,-1.4741
-1.7786,1.0764,-2.4912,-0.248,-0.2558,-1.3168,1.5927,0.6874,-0.4276,0.0011,-0.5144,-0.2964,0.7067,-0.9437,0.9058,0.4206,0.5374,0.3205,2.3229,1.1222,-1.8945,2.1185,0.0692,0.8389,1.61,1.1256,-0.8941,0.9003,-1.3931,-2.1245,1.3061,-1.5529
-1.7251,1.1006,-2.4364,-0.1718,-0.4701,-1.1192,1.6587,0.7959,-0.4292,-0.048,-0.424,-0.2646,0.6686,-1.0811,1.0385,0.4201,0.5077,0.2114,2.1493,1.1785,-1.6096,1.8566,0.1536,1.1621,1.7527,1.0198,-0.8941,0.9112,-1.3187,-2.1389,1.3316,-1.6659
-0.2054,-0.0421,-0.3785,0.964,-0.4498,-0.7358,-0.3838,1.2702,-1.3984,-0.4582,-1.2449,-0.1785,0.0136,-0.7345,0.4461,1.3584,0.3663,-0.6982,-0.3702,0.7175,-0.8905,0.4246,0.2908,0.7593,1.6852,0.6073,0.0599,-0.5162,0.2761,-0.4449,0.8846,-1.5464
1.6603,-0.5138,2.0155,1.1035,-1.8479,1.3278,-1.3345,1.6057,-0.3365,-0.4655,-1.2511,-0.2217,0.3403,-0.8866,0.014,2.4353,1.4122,-1.4866,-1.9384,0.6557,2.4857,-0.3232,0.9771,1.9758,1.408,0.2861,1.0885,-2.1523,2.2221,0.4302,0.8723,-1.3475
2.8215,-0.4807,2.6178,0.747,-1.6532,-0.1696,-3.3011,0.5704,0.7386,-0.1519,-0.7062,-0.2537,-0.17,0.1549,1.2546,3.3379,2.4211,-1.7245,-2.1506,0.05,2.1759,1.5381,1.0354,0.548,-0.472,0.5011,1.0471,-3.7966,2.7041,0.2959,0.9535,-0.7974
2.7691,-0.4089,2.2248,0.4783,-1.9692,-1.6295,-2.6274,-0.3592,1.1164,-0.3564,0.3445,1.2625,-0.7909,0.8117,2.6773,2.0911,1.3585,-1.1192,-2.7256,0.5107,0.3047,1.7669,1.0685,-0.9742,-1.8015,0.1879,-0.0659,-3.5509,2.2869,-0.4975,-0.0879,0.6332
1.9875,-0.1222,2.205,0.6072,-1.0899,0.4401,0.4147,0.2437,1.9532,-0.5148,1.9384,2.4249,0.5578,1.3922,2.7748,1.0475,0.4117,-0.0522,-2.9267,1.6955,-0.4134,0.6664,1.1596,1.0964,-1.3931,0.2199,0.1166,-1.9978,2.5487,0.3493,-0.6348,0.9283
0.9592,0.92,2.7041,0.7513,1.999,0.4996,0.1836,1.793,2.7351,-0.1364,1.37,2.6252,0.7351,1.4558,0.8442,2.3167,0.42,0.0957,-0.89,1.1415,-0.5869,0.1522,1.0758,0.2585,0.312,0.5073,1.172,-0.423,2.3368,1.3942,0.1275,0.7827
0.163,2.8361,2.3443,1.2743,3.6585,-3.3614,-3.5985,2.872,2.9589,-0.2281,-0.2408,3.3221,-1.2106,0.1921,-1.501,4.2933,0.0555,0.5304,1.1996,-0.4942,-0.7026,-0.7112,1.5984,-3.0261,1.5461,0.1621,1.262,0.0792,2.3688,1.7376,-0.0807,1.9919
-2.8528,1.6568,1.8696,0.3936,0.1573,4.4568,2.0747,2.0492,2.6566,-1.8394,0.546,2.1406,0.429,-0.8278,-0.4677,1.0617,-1.8374,1.2708,3.5122,0.1333,3.7783,-3.9623,-0.8888,0.6191,0.7941,-1.9864,0.7085,4.1562,-0.6953,0.1993,-1.5181,0.8427
-3.5073,-0.8572,0.9595,0.0784,-1.5223,-0.22,0.0329,-0.9303,-0.7361,-1.4644,0.1614,2.6834,-0.5574,-1.1112,-1.8438,-1.1346,-1.7127,0.9542,1.947,-2.4204,-0.1147,-3.6695,-1.958,0.3548,-0.6585,-1.9703,-0.2843,3.0823,0.2436,-0.1283,-0.4349,2.3957
-3.5473,-2.2739,-0.1076,-0.8297,-2.5335,-0.975,-0.6825,-3.4188,-2.7923,-2.1759,-0.0459,1.1925,-1.5831,-1.2237,-1.3795,-2.2853,-1.8802,0.629,1.8709,-3.3575,-2.4915,-4.2122,-2.4897,2.3859,-1.7998,-2.3816,-1.4326,1.8422,0.5617,1.2135,0.7165,1.9745
-2.6617,-2.5925,-1.0052,-1.4106,-2.6993,-1.2394,-1.4439,-2.4856,-1.9257,-1.4995,-0.503,-0.4901,-3.5835,-1.6782,-1.6088,-2.1487,-2.511,-1.4616,1.8446,-4.2679,-2.6895,-3.7462,-1.5858,1.4584,0.1675,-2.8761,-2.8445,-0.2375,-1.0899,0.5688,1.1091,1.7115
-1.613,-2.6835,-0.4772,-0.4955,-1.2857,-2.7131,-2.1442,0.714,0.4367,0.4921,-0.5986,0.1301,-4.3578,-0.884,-2.8459,-0.2272,-2.7461,-3.5221,0.8923,-3.2845,-1.5811,-2.3588,0.9734,-1.1548,3.1139,-2.8578,-2.9509,-1.6417,-1.0837,-0.253,0.4595,1.4187
2.17,3.6701,4.0656,3.3191,4.1122,9.871,7.7501,10.1449,12.8551,5.1274,8.4463,2.2429,-1.3282,2.2312,12.0504,7.9314,2.7328,0.8698,15.6254,4.3774,9.577,2.2039,5.385,8.4834,9.8013,1.9445,3.5019,5.9104,3.4661,2.0575,2.4539,1.3405
0.7676,-0.8396,1.6086,0.3254,2.648,0.7125,1.5172,4.2894,4.9594,3.0933,1.9095,3.7582,1.5245,1.9776,1.0714,4.1802,2.4468,-0.865,5.6781,4.718,3.5833,1.3542,2.65,-0.2723,3.8424,-0.4835,-0.3608,0.3923,-0.0372,0.1736,1.2159,-0.3685
2.3725,0.776,1.227,-0.3871,2.208,0.7507,0.9968,3.0638,6.6828,3.5664,2.8696,4.4919,3.1875,2.6622,2.2005,5.6326,4.2478,0.9366,4.2325,5.4388,5.1059,3.8455,2.6731,1.8337,2.9823,2.7747,1.0259,1.5758,0.0324,0.4904,0.1213,-0.0517
3.0713,2.6878,1.796,0.3961,3.859,1.549,0.4058,1.4739,5.9857,3.7726,1.2853,3.7828,2.9045,4.3101,1.244,7.2022,6.9109,3.4997,0.9698,3.9604,4.3479,5.5584,2.1611,0.8294,2.2177,6.2991,3.2145,1.9285,-0.0102,1.8918,-0.469,0.8158
3.3846,-1.1393,3.7168,2.2388,1.7715,4.8743,0.3496,5.0028,8.8445,3.1215,5.2875,2.9214,0.8823,4.118,2.0042,7.3038,3.6971,0.5919,2.3444,3.1126,2.464,5.3888,2.405,0.0268,3.9222,0.8978,1.3246,-1.4111,0.7924,0.5414,-1.6135,3.2657
1.8194,-1.4243,3.3861,1.3974,-0.8404,7.1592,1.8994,4.9909,8.1282,1.5605,6.9828,2.2438,-0.1051,2.9264,3.3058,4.4332,1.5459,-0.5639,4.1287,2.5009,2.9828,3.1436,1.3311,1.7575,3.5888,-2.4811,-0.5016,-1.9572,-1.5384,-1.2017,-2.066,3.1724
-0.3552,-1.5569,0.9913,0.5463,-3.1457,5.3413,0.6566,1.8883,2.2056,-1.0583,3.1036,0.4841,-1.0119,0.8959,2.0071,-0.3427,-0.7321,-0.7069,1.3699,0.9437,1.3395,-0.9838,-0.6783,3.4062,1.0486,-4.1155,-0.8228,-1.8334,-2.2362,-0.3114,-2.4372,0.6828
0.634,-2.5454,0.4166,0.1907,-4.7972,2.2519,-0.096,1.2631,0.6122,-2.3796,3.3741,-0.6348,0.8372,-0.8256,2.7978,-2.7972,-2.6392,-2.0394,2.607,1.4082,0.7219,-2.4904,-0.8623,2.4673,-0.6334,-4.55,-0.9073,-2.4227,1.3675,-0.148,-1.998,0.932
1.9254,-1.671,-1.5641,-1.7676,-4.7948,-0.5366,-0.6415,-1.1307,-4.1854,-2.9859,0.0301,-2.9014,3.1978,-0.0037,0.856,-2.8744,-2.1345,-0.7787,0.9919,1.797,-0.5676,-1.7621,-0.5637,-2.5966,-0.6935,-2.8972,-0.8621,-3.3594,1.6062,-0.1325,-1.1747,1.5978
0.3363,-4.1477,0.9115,-0.129,-1.2167,-5.9834,-3.0768,0.7562,-6.3507,0.5658,-0.3215,-2.6711,2.0706,1.8085,-3.4833,-1.4679,-0.6401,-1.8222,-4.9809,-1.8957,-8.4169,1.993,0.9766,-5.6564,5.8665,-1.352,-0.1403,-4.6709,3.651,1.1402,0.1196,1.5571
1.4101,-1.2309,2.5556,1.5557,2.0676,-2.9592,-1.7889,3.8522,-1.237,3.3545,2.5007,-0.9749,1.539,2.1676,-0.8027,0.8865,0.7032,-0.6064,-5.0657,-1.2881,-5.6666,4.9604,2.8284,-2.4759,7.452,0.4698,2.5144,-0.7123,4.4486,1.4796,1.0911,1.0742
1.3038,-0.817,-1.8202,-1.9153,-0.8692,2.3095,-0.9491,-0.1137,-1.1029,1.3129,0.3648,-3.34,0.2729,-1.0432,1.1138,-5.1868,-2.9664,-2.7593,-3.9064,-1.1224,0.567,3.3634,0.0095,-1.358,0.143,-3.0761,-0.5655,-0.3122,-1.2251,-2.1392,-1.3055,-1.2111
5.2676,3.4078,4.6337,3.4758,5.8403,-1.9545,-2.7062,5.8207,6.0756,6.3592,2.7993,0.2149,0.7571,1.141,3.5001,4.4947,2.0923,-1.3747,0.7825,0.2262,-1.4867,7.5132,3.7601,-0.6102,4.6682,3.3651,5.3398,1.6983,5.5296,3.3971,0.9193,0.7538
1.1903,0.0666,0.43,0.0813,0.0657,-3.9692,-3.4915,-1.2086,0.1449,3.0123,-1.2303,-2.9362,-0.5676,-1.8977,-1.5649,-3.4668,-2.4121,-6.1691,-4.5563,-3.4662,-4.6619,2.0504,0.0242,-3.6497,-2.8842,-0.6437,0.1268,-1.9075,0.1943,0.8987,-1.0918,-0.6318
-0.3674,0.4234,-1.7151,-0.3894,-2.1498,-0.2001,-0.5915,-1.5589,0.8596,1.6363,0.8951,-2.5938,-1.5315,-2.7121,0.3632,-4.3643,-3.7883,-4.75,-3.1882,-4.1706,-3.9244,-1.2666,-0.7681,-1.2664,-3.9441,-1.3138,-0.8248,-1.0016,-1.1081,-0.1959,-2.0037,-0.7822
-0.8912,0.3735,-2.1788,-1.5208,-2.4179,-0.0652,0.2528,-3.7733,0.2726,0.2538,1.44,-2.5524,-1.5884,-2.4469,1.7005,-4.2716,-3.8073,-1.0338,-3.987,-3.403,-2.0684,-2.2172,-2.3154,0.1151,-4.2365,-2.2494,-1.1111,-0.7478,-1.8758,-1.7486,-1.527,0.5486
-1.549,-0.2954,-0.4208,-1.726,0.0255,0.548,1.731,-4.6855,-1.7263,-0.8348,-0.9063,-2.0476,-0.4009,-1.4551,0.7249,-2.8497,-2.562,1.2726,-3.4049,-1.4769,-0.5572,-1.4624,-3.3618,0.4699,-3.6484,-1.2915,0.3206,0.6555,-1.7862,-1.6237,-0.2207,1.0145
-3.4447,-0.4035,-0.2958,-0.4004,1.2582,0.1948,2.3342,-3.6366,-3.6564,-1.585,-2.9086,-0.7776,-1.3558,-1.7382,-1.5608,-3.3425,-3.4169,0.1219,-0.4266,-0.9357,-1.323,-1.6794,-2.9063,0.7765,-2.5287,-0.0497,0.1367,2.0756,-1.7461,-0.772,0.1993,0.3122
-3.5753,-0.7803,-1.3363,0.7093,1.0333,1.6279,3.2961,-3.6841,-4.2316,-1.9944,-2.6975,-0.7319,-2.849,-2.6337,-1.6,-5.1187,-4.1745,-1.2206,1.8722,-1.4353,-0.3119,-2.3926,-2.7824,1.6231,-2.2868,0.0996,-0.1291,2.6053,-1.4671,0.2348,-0.6244,-0.5571
-1.6819,-1.2054,-1.8295,0.1206,1.5615,4.5804,4.0697,-2.8198,-2.0495,-1.5554,-0.0405,-1.7256,-2.7948,-1.9651,1.0304,-4.6117,-2.2747,-1.0765,3.1329,-1.5596,1.8254,-1.2399,-3.1336,1.6753,-1.9731,0.4785,0.8851,2.2991,-1.3141,-0.1565,-1.1505,-0.8297
-0.7083,-1.1295,-2.488,-0.4313,1.0281,3.4976,3.1458,-1.6449,0.0976,-0.7295,1.2824,-2.3691,-1.3289,-0.98,2.1659,-2.9538,-0.7289,-0.8226,3.1158,-1.3892,1.58,-1.1758,-2.7501,1.4924,-1.834,0.6544,0.7427,1.7278,-2.2369,-0.6936,-0.8175,-0.3924
