"Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal"
0.9671,-0.8437,-0.3331,-0.3581,-1.3812,-2.8728,-3.0282,0.2294,-0.5112,-0.8458,-1.2648,-1.5755,1.708,-0.0433,-0.2324,0.1612,0.3025,2.7707,0.341,0.2968,-4.0778,0.6251,-0.369,1.3862,0.047,1.0204,1.1358,0.1673,0.6953,0.613,0.7567,0.7976
1.1176,-0.8334,-0.355,-0.3746,-1.501,-3.0791,-3.2626,0.2595,-0.5239,-0.8885,-1.3267,-1.7201,1.8362,-0.0488,-0.2138,0.1988,0.353,3.0181,0.4018,0.3753,-4.3949,0.6999,-0.3877,1.5384,0.0449,1.1122,1.2668,0.2224,0.7942,0.6904,0.8251,0.8888
1.3148,-0.7996,-0.3095,-0.3652,-1.6199,-3.3321,-3.5474,0.3196,-0.5666,-0.9458,-1.3828,-1.94,1.9841,-0.067,-0.2096,0.2553,0.4235,3.3194,0.4416,0.3802,-4.742,0.7978,-0.3924,1.6927,0.0727,1.2231,1.4122,0.276,0.9561,0.7865,0.9433,1.0081
1.2926,-0.953,-0.1793,-0.3217,-1.6182,-3.349,-3.4921,0.3333,-0.7127,-1.0104,-1.4603,-2.0254,2.228,-0.0814,-0.3111,0.2433,0.4754,3.4392,0.4634,0.1332,-4.9375,0.7961,-0.3586,1.7111,0.1522,1.3033,1.3807,0.2239,0.9795,0.7703,1.1321,1.0222
1.1263,-0.1747,0.5892,-0.5644,-1.7351,0.3859,0.9367,0.4129,-0.589,0.1913,0.5343,0.0542,3.5539,0.2899,0.2376,0.4434,1.0375,2.3389,0.7845,0.4939,-1.605,0.7248,-0.2498,0.394,0.1269,1.5807,1.0083,0.5652,-0.0536,0.0913,1.7323,-0.5664
1.1144,-0.1535,1.6202,0.1163,0.3749,1.563,1.7105,0.9799,0.7316,0.8846,1.1431,1.8438,3.8488,1.0839,1.001,1.2324,2.0121,2.0026,3.5478,0.2669,-1.9895,-0.0135,0.3334,0.4419,0.836,2.2644,1.0588,-0.1944,-0.381,0.1539,1.9243,0.4956
0.2316,-0.9038,0.7923,0.2723,1.3798,1.6321,1.8016,0.9549,1.2711,1.2638,0.2428,2.5586,2.7121,1.108,0.8888,0.6623,1.3115,0.6855,3.7343,1.2468,-3.7925,-0.8288,-0.1043,0.5333,0.1812,1.9152,1.8301,0.4632,-1.3913,0.2024,0.4384,0.7304
-0.2952,0.231,0.6295,0.7428,2.004,0.8433,-0.1338,0.5809,1.7033,1.1779,-0.7025,1.3513,-0.1281,0.3114,0.5504,0.8589,0.6131,0.1653,0.2822,2.684,-4.7231,-0.225,-0.0484,0.5109,-0.0596,0.6085,1.5686,0.9295,-1.021,-0.0658,-1.0545,-0.2627
-0.5334,2.1951,0.6014,0.6937,2.9355,1.3881,-0.6662,0.4019,2.5668,1.8595,-0.0357,0.8078,-1.5619,-0.2984,0.0447,2.3484,1.3946,0.0116,-0.4495,3.8182,-1.5303,1.2142,1.2025,0.3739,0.6299,0.5329,0.5979,0.2522,0.3008,-0.1369,-1.3599,-0.47
-0.1457,1.9968,1.5439,0.6241,2.6563,2.388,0.0165,1.274,2.9912,2.739,1.8929,-0.3668,-1.1684,0.2752,-0.2992,3.0874,2.3522,-0.9065,1.6915,2.1787,3.0811,1.8512,2.7381,0.1977,1.2914,1.5013,0.1876,-0.4413,0.5117,0.5637,-1.1097,0.0437
-0.2497,0.4303,1.7038,0.9347,0.6964,1.9754,-0.5443,1.3829,1.529,1.2854,2.5265,-0.9102,-1.0654,1.238,-0.5847,0.9234,1.5681,-1.5445,2.5746,-0.3185,4.6261,0.7219,2.3861,-0.1057,0.5136,0.2397,-0.4135,-0.685,-0.0439,0.5446,-0.4177,0.0579
-0.4536,-0.9474,1.2856,1.6743,-0.3237,1e-04,-2.1488,3e-04,-0.8294,-0.7877,1.8638,-0.2345,-2.3673,0.8687,-0.0817,-1.8562,-0.5893,-1.812,0.8405,-3.501,4.0399,-1.6728,0.6903,-0.0909,-0.6974,-1.6942,-0.8679,-0.5251,0.3828,0.7396,0.0972,0.255
