"Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal"
-3.5029,-1.4279,-4.0513,-2.7764,-5.0473,-4.708,-1.3552,-6.9731,-6.6157,-3.2895,-2.8246,0.0024,-5.6038,-2.2108,-2.783,-2.2345,-2.363,-2.079,-2.9596,-1.1672,-1.2481,-4.5925,-2.8896,-7.7859,-4.9728,-2.2812,-2.1882,-5.3605,-4.3787,-2.9245,-2.0053,-2.0511
-3.7366,-1.5073,-4.2454,-2.9365,-5.3643,-4.9265,-1.4545,-7.3452,-6.9734,-3.5313,-2.994,0.0096,-5.9436,-2.3684,-2.95,-2.3809,-2.5065,-2.1661,-3.0772,-1.2148,-1.2885,-4.9157,-3.0651,-8.1847,-5.3086,-2.4478,-2.2946,-5.6782,-4.6091,-3.0754,-2.1321,-2.1478
-4.0008,-1.6247,-4.4964,-3.1258,-5.7931,-5.2155,-1.5664,-7.7875,-7.3754,-3.8358,-3.1919,0.0422,-6.3595,-2.597,-3.1731,-2.5949,-2.7273,-2.3026,-3.2078,-1.2564,-1.3867,-5.3186,-3.275,-8.6479,-5.7403,-2.6698,-2.473,-6.0725,-4.9268,-3.2629,-2.326,-2.2853
-4.3263,-1.8761,-4.772,-3.2664,-6.1965,-5.6199,-1.6375,-8.2924,-7.8428,-4.1039,-3.4357,0.0221,-6.7744,-2.85,-3.4221,-2.7935,-3.0698,-2.623,-3.4245,-1.3173,-1.5212,-5.6923,-3.5051,-9.0994,-6.1565,-2.8454,-2.7538,-6.3496,-5.3143,-3.4849,-2.5869,-2.5507
-0.5479,-0.4376,0.5675,0.9306,0.7098,0.4185,-0.344,0.0259,0.6427,-1.1658,-0.7854,1.0769,0.4356,-0.9289,-0.3834,0.1406,0.3063,-0.061,1.2701,2.4144,0.8911,-0.6006,-0.0051,1.4823,-1.1401,0.0109,1.2832,0.5358,1.0423,1.5808,-0.4283,0.3299
-0.6088,-1.0467,0.0821,0.5679,1.1075,-1.0308,0.1757,-0.7167,-0.8553,-0.4179,-0.8221,0.6036,-0.23,-0.2381,-0.2048,0.8216,-0.2083,-1.6634,0.2467,1.2704,0.9741,-0.4083,0.0639,-1.2257,-0.1073,0.4065,0.5306,0.2796,0.5067,0.1635,-0.2645,-0.5742
-0.5479,-0.8915,0.0254,-0.3815,2.11,-1.2723,0.6521,-1.2855,-1.9152,0.6293,-0.6781,-1.0926,-0.5051,1.0357,0.524,1.9225,0.374,-1.7561,-1.237,-0.6644,1.1657,0.1861,-0.1901,-3.1329,1.4094,1.278,1.298,0.2318,1.0258,-0.7721,1.1019,-0.7743
0.3921,0.2392,-0.0409,-0.7752,3.1986,-0.1057,1.2817,-0.6399,-0.9855,1.6212,-0.0889,-1.5046,0.5514,1.6679,1.2748,2.2759,1.3367,-0.4634,-1.0374,-0.1846,0.571,1.1299,-0.2884,-0.6474,2.5079,2.0617,2.5805,1.6808,1.6035,-0.2262,1.6093,-0.3299
1.2457,1.4975,-0.1363,-0.6317,3.6613,0.8063,0.8275,0.8084,1.3924,2.2741,0.5976,-0.5549,2.3678,1.3702,1.788,3.67,2.9136,0.8115,0.786,2.3751,1.2836,2.3328,0.1394,3.9912,3.2331,1.8223,2.4439,4.1804,1.4691,-0.1353,0.6873,0.1403
1.3371,1.133,0.2031,-1.1958,3.228,0.433,-0.3025,1.3786,3.0169,2.394,0.4971,0.4981,2.6795,1.4776,2.3433,4.9349,3.7237,-0.0062,1.7297,4.3398,1.6905,3.2273,0.3173,5.656,3.1522,2.021,1.9922,5.7129,0.914,-0.4847,0.2745,0.1366
