"Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal"
-3.0671,-4.9935,-1.2309,-1.4338,-3.6932,-7.2828,-3.6944,-4.3289,-8.8158,-5.7122,-3.028,-0.2624,-6.0561,-2.1295,-14.956,-3.8234,-3.672,-1.3196,-6.2515,-7.8595,-3.6727,-3.2832,-2.9476,-6.2729,-0.9861,-2.9354,-3.9049,-1.429,-1.2462,-3.2492,-1.5639,-1.6365
-3.2548,-5.2971,-1.2831,-1.5143,-3.9356,-7.797,-3.934,-4.5949,-9.4177,-6.0923,-3.2255,-0.2489,-6.4308,-2.2512,-15.9593,-4.0489,-3.8934,-1.3965,-6.6647,-8.3821,-3.9244,-3.5049,-3.1429,-6.694,-1.0304,-3.1182,-4.1637,-1.5246,-1.3105,-3.4551,-1.6578,-1.7177
-3.4806,-5.6767,-1.3108,-1.5901,-4.2492,-8.3853,-4.188,-4.919,-10.1816,-6.5375,-3.4509,-0.2224,-6.8707,-2.3959,-17.0788,-4.3439,-4.16,-1.4961,-7.1004,-9.0356,-4.2742,-3.7754,-3.3785,-7.1598,-1.064,-3.3604,-4.5027,-1.644,-1.3699,-3.711,-1.7705,-1.8007
-3.7693,-6.1251,-1.3846,-1.6798,-4.6428,-9.0952,-4.5251,-5.2635,-10.9949,-7.0435,-3.7146,-0.2298,-7.3712,-2.5427,-18.368,-4.6681,-4.4607,-1.5712,-7.6109,-9.7843,-4.6169,-4.0643,-3.6352,-7.7268,-1.0801,-3.6613,-4.9305,-1.8193,-1.4577,-4.0143,-1.9115,-1.9338
-4.0309,-6.3462,-1.6808,-1.8393,-4.8374,-9.7194,-4.9546,-5.4143,-11.1973,-7.3915,-3.9835,-0.3553,-7.7468,-2.6565,-19.5644,-4.7867,-4.6557,-1.514,-8.2359,-10.1323,-4.5013,-4.196,-3.7824,-8.3217,-1.1799,-3.7721,-5.1201,-1.9761,-1.6531,-4.199,-2.0389,-2.1514
0.4681,-0.2514,-0.7902,-0.1083,-0.7159,-3.0958,-1.175,-0.6908,-1.9871,-0.8559,0.7305,-0.3426,-0.8964,1.1145,-6.3943,1.6451,0.9436,1.008,-1.5758,-1.0734,0.7811,0.4204,0.4981,-0.7051,0.8857,-0.9447,-1.671,-0.2443,-0.8392,-0.781,-0.7458,0.587
0.0648,1.1124,-1.9257,-1.0468,-0.0803,-2.5856,-1.8551,-0.3338,-0.4274,-1.2859,-0.4428,-0.9971,-0.7021,1.034,-3.8571,2.0229,0.8025,0.6086,-1.7267,0.8719,1.6157,0.4093,0.1349,-1.5142,-0.1844,0.1303,0.0296,-0.6848,-0.9999,0.4751,-1.099,1.616
-1.353,1.7248,-1.7696,-1.4607,0.663,-1.0231,-1.3101,-0.7078,-0.9186,-1.8758,-1.5032,-1.1936,-1.014,0.2807,-1.2005,0.6923,-0.2681,-0.3797,-0.768,0.9051,-0.0682,-0.6065,-0.8425,-1.666,-1.6797,0.8235,1.3502,-0.3082,-0.437,1.0582,-1.3057,3.0294
2.9113,3.978,0.9613,0.0196,3.4551,1.3088,1.464,-0.3296,-0.1823,0.2188,0.8035,2.2321,0.7733,-0.1674,-1.1466,2.6847,1.8007,0.1354,-1.504,2.2881,0.9311,-0.1445,-0.0862,-0.0049,-1.9877,2.8169,4.6107,2.8813,0.1634,2.1195,0.9542,3.2722
4.6905,7.4803,2.7146,2.1444,3.5981,4.2745,3.6534,1.9687,2.1372,2.9738,3.1515,3.3958,4.1868,1.9822,7.5378,5.5403,5.1769,2.8349,2.7384,3.863,2.5541,1.6182,1.3745,2.3505,-0.2763,2.7348,5.0188,3.193,0.9526,3.7299,1.5723,5.946
