"Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal","Somatomotor_Dorsal"
-1.1925,-5.4241,-1.1944,-1.4682,-0.2842,0.3655,0.7315,-0.3749,-0.2912,-1.6697,0.9623,3.1989,0.7746,-1.619,0.8808,0.1225,-2.7935,1.602,3.355,2.1843,2.4872,-0.6613,0.3441,0.0862,-1.3107,0.398,-1.8067,2.4529,-0.3406,-1.3827,0.3916,-0.5855
-1.4505,-5.9363,-1.3307,-1.6555,-0.361,0.2288,0.6056,-0.4822,-0.4347,-1.8949,0.8808,3.3412,0.7049,-1.8643,0.8458,-0.0165,-3.2161,1.6457,3.4418,2.0787,2.5835,-0.8127,0.0243,-0.1032,-1.5904,0.355,-2.041,2.5353,-0.5006,-1.5841,0.3864,-0.757
-1.7777,-6.5475,-1.5315,-1.9172,-0.457,0.1126,0.5288,-0.6219,-0.588,-2.1872,0.7706,3.523,0.6195,-2.177,0.8155,-0.166,-3.778,1.6954,3.5612,1.9806,2.6974,-1.0001,-0.3279,-0.2803,-1.898,0.3157,-2.3223,2.6553,-0.6585,-1.8191,0.3744,-0.9896
-2.154,-7.2621,-1.7531,-2.207,-0.5517,-0.0465,0.4031,-0.7581,-0.7789,-2.5006,0.6488,3.7493,0.5324,-2.5374,0.7699,-0.347,-4.3896,1.805,3.6825,1.9131,2.839,-1.2233,-0.6966,-0.4897,-2.2825,0.2432,-2.6391,2.7877,-0.8606,-2.1355,0.363,-1.235
-2.2152,-7.861,-1.7038,-2.2081,-0.5158,-0.3675,-0.1309,-0.6734,-0.9002,-2.5551,0.7254,3.9091,0.5594,-2.5781,0.7065,-0.5579,-4.3691,1.9302,3.7117,1.8254,2.9198,-1.2883,-0.9524,-0.8383,-2.6137,0.1072,-2.8112,2.8552,-1.1638,-2.4796,0.3934,-1.2695
-0.8783,-3.2979,0.0856,-1.2025,-1.4764,-1.9388,-3.3967,1.3111,0.1668,-1.2385,1.4568,0.6025,1.935,0.1267,0.2634,1.2545,-0.0732,-1.1095,2.909,0.8442,1.5011,0.809,0.7973,-2.7017,-0.1154,-1.025,-2.0324,-0.7515,-2.2557,-1.599,0.0312,-1.6852
1.0596,-1.3745,2.1285,0.7824,-0.1073,-1.7758,-4.7631,2.2643,0.7551,-0.0143,3.1895,-0.4349,1.4652,1.6622,0.3832,0.8943,3.5592,-2.2138,2.5257,-0.8442,0.9899,2.1357,1.9608,-2.6693,1.9927,-0.3843,-0.5718,-1.1912,-1.8541,-0.5796,0.2725,-0.6072
0.8555,1.2049,2.3828,1.448,0.2149,-1.1636,-3.3976,1.1518,0.262,0.2824,2.9781,-1.1061,-1.1658,0.6621,0.3069,-0.4171,2.5828,-2.8519,1.2808,-3.2154,0.3298,1.9503,1.7774,-1.5296,3.2602,0.6456,0.1043,-1.8705,-0.6655,1.2401,-0.2665,0.0773
-0.9135,4.089,1.1272,0.896,-0.3239,-1.4998,-2.023,-0.4764,-1.1979,0.8124,0.9192,-0.3233,-5.1776,-1.7147,0.625,-1.435,-1.0266,-1.4776,-0.6928,-5.0119,0.4858,0.7239,0.7428,-1.0221,2.2635,1.0747,0.6755,-2.0913,0.2014,1.4726,-1.2002,0.8341
-1.6647,2.2378,0.4081,0.4328,-0.552,-0.8692,-0.6466,-1.1575,-1.9372,0.8456,-1.5373,0.4851,-5.0004,-2.5621,-0.2654,-2.3641,-2.2006,0.6239,-1.7791,-3.55,0.7784,-0.4096,0.0979,-0.5487,0.5766,0.6358,1.6454,-0.6229,1.1344,1.5409,-1.7735,1.4023
-0.6461,-2.0562,0.9308,0.7686,-0.2607,0.1882,-0.2155,-1.1894,-2.1543,0.6871,-2.0388,0.5927,-1.837,-1.7649,-1.3562,-1.3623,-0.5175,1.6891,-1.1289,-0.211,0.4223,-1.5858,0.1366,-0.3587,-0.7517,0.2493,2.1844,0.1687,1.7552,2.028,-1.1207,1.6745
0.6641,-2.7092,1.1648,1.4106,-0.3004,0.3756,-1.4548,-0.6012,-0.7778,1.1759,0.4005,-0.4714,0.1494,0.4651,-0.9166,1.8649,2.235,1.2618,0.002,1.0327,-0.3705,-1.8243,0.411,0.0058,-0.7288,0.4088,2.0061,-0.4902,0.7135,1.5913,-0.1494,1.2736
2.23,0.1693,0.0313,1.5458,0.1016,-0.8319,-2.597,-0.1718,0.711,1.4421,1.9556,-1.2521,1.0301,2.0288,0.048,2.9624,3.8055,0.9534,-0.0921,0.9674,-1.1152,-0.9123,0.7226,0.3236,0.0672,0.4725,1.7032,-0.7983,-0.5089,0.7931,0.7185,1.0801
3.0774,1.1145,-1.1225,1.3035,0.5756,-1.0888,-1.8349,0.1388,0.206,1.3718,1.1261,-1.1175,1.531,2.1096,1.5369,2.2617,2.9179,0.3207,0.367,1.2458,-0.7396,1.2457,0.9808,0.9002,0.7464,0.2178,1.7405,-0.0413,-1.156,-0.1257,0.4316,0.8261
2.7897,2.4478,-1.7319,1.4258,0.5067,-1.3665,-1.8538,-0.0418,-1.68,1.5706,-0.4878,0.3049,1.3684,0.7252,1.1416,0.9062,1.8306,-0.2919,0.0398,0.5366,0.4116,3.2365,0.3539,0.7937,1.1268,0.599,1.2302,-0.1476,-1.2995,-1.0457,-0.2758,-0.3431
2.2128,5.3735,-1.6117,1.3291,0.6944,-3.0186,-3.7085,0.8691,-0.9246,2.5776,0.429,1.3681,1.1469,0.8557,0.2447,0.541,3.1499,-0.507,-0.7122,0.1068,0.1818,3.1515,0.9892,0.0921,2.0267,1.0334,0.0084,-1.719,-1.1974,-2.4391,-0.3329,-2.6788
5.5504,2.2454,-1.3167,2.959,3.4662,-3.7172,-3.837,4.4721,2.3916,2.2005,2.8357,6.4552,1.081,2.5702,2.4072,0.8506,6.7278,1.8123,-2.5261,4.5155,-1.1656,1.7755,8.5431,1.6514,5.7211,1.0658,2.6809,0.2075,3.656,-0.721,-0.0019,-1.5975
2.5389,1.7341,-2.5108,-0.308,-0.2777,-2.6998,-3.8777,1.4596,0.4782,-0.2156,0.3306,1.4931,1.763,2.4327,0.4116,-1.9668,1.8158,-0.3912,-2.4301,0.7925,-2.0961,0.7203,-0.2281,-1.343,0.9856,-0.477,0.7911,-1.0989,0.4307,-2.7179,1.4272,-2.9732
3.3838,-2.1549,-1.7884,-0.23,-0.7039,0.8362,0.192,-0.4046,-0.5587,-0.3351,-1.8526,0.4822,1.0396,2.0979,0.0151,-1.8914,-0.6974,1.5875,-1.6131,0.4045,-1.6341,0.3974,-1.4643,-0.0237,-1.1364,-1.2867,1.2983,0.6812,1.4611,-1.4072,1.0138,-1.4281
3.5707,-1.0662,0.3027,0.8349,-0.0933,0.7874,0.1074,0.0182,-0.3363,1.6142,-1.7291,0.174,0.5687,1.094,-0.1302,0.2223,-0.4362,1.8528,-1.2436,0.7864,-1.1103,1.0319,-0.0826,0.4397,-0.6076,-0.241,1.526,0.8165,1.4922,0.0417,0.202,0.1187
-0.2455,2.0503,1.3311,0.8736,0.6779,1.1519,1.4061,0.2717,-0.5861,1.8256,-0.1022,-0.7192,-0.9817,-1.6182,0.125,0.7653,-0.4076,1.6792,-0.2551,1.0507,-0.9655,0.6897,0.3436,2.1606,0.2422,1.1012,0.3894,0.8115,0.4214,0.7397,-0.7395,-0.0665
-5.0009,4.108,0.169,-2.0118,-1.3637,1.2747,0.0656,-0.1562,-0.7251,0.9934,0.834,-2.0889,-0.948,-3.1454,-0.0102,1.2381,0.0353,0.9167,-0.2942,-0.1781,-0.4996,0.0052,-2.2603,1.8108,-1.2856,2.7973,-1.1551,-0.6797,-2.3662,-2.2608,0.048,-0.7962
0.3815,10.1798,-0.1115,-0.5945,-3.7757,-2.0805,-1.6993,2.6678,1.0737,4.9179,0.533,-3.7356,1.4662,2.5752,0.1446,9.5285,9.5768,-2.9942,-1.9139,2.6081,-2.8944,1.99,2.9469,-1.0631,2.0633,1.1405,-0.3998,-6.453,-2.5733,-4.1256,-0.917,-0.9879
-1.2877,0.6778,-1.0809,-2.2312,-2.8038,0.5456,-2.0515,-0.7052,1.0043,1.1131,1.4061,-0.6998,-1.5816,-1.4141,0.0972,3.8823,1.4234,0.0797,-0.7063,-1.3563,0.073,-1.1925,-2.3738,-0.2167,-2.206,2.0294,-2.0352,-3.2957,-2.2718,-4.3368,0.3742,-0.8101
