,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal
148,-2.4037,-1.9598,1.4498,0.3346,1.134,0.9596,4.2028,1.3334,0.2427,-0.9786,0.1364,0.1916,1.4588,0.4243,-0.0746,0.2369,-1.1923,-2.2323,-1.7389,-0.4126,-0.9594,-0.7955,-2.4096,2.4605,-0.3508,1.6422,-0.5542,1.2275,3.0973,1.0645,-1.0263,-0.5806
149,-0.2353,-0.3331,1.2023,0.2787,1.2627,0.9594,6.4153,-0.0845,0.1761,-0.5386,0.0494,0.8206,1.7913,0.621,0.3398,1.4814,-0.7087,-1.1356,-1.0033,-1.1574,0.7239,0.5754,-1.142,1.8042,-0.3513,2.6118,-0.141,1.0255,2.7571,0.9024,-2.1281,-1.5241
150,0.6168,-0.6245,0.9073,-0.0244,-0.3456,-0.9201,4.2716,-2.0288,0.2298,0.7033,-0.3747,0.5702,0.6925,-0.1544,0.4383,2.3477,-0.0416,-0.0997,0.7724,-1.5667,2.6437,1.328,-0.0837,1.219,0.1274,2.4027,0.4937,0.6744,1.5935,1.1802,-1.797,-2.1548
151,0.5938,-1.8257,1.3397,0.2553,-2.2879,-2.0581,-0.4535,-1.3809,0.3342,1.4972,-0.6091,-0.2554,-1.2787,-1.2215,0.3606,2.2837,0.1406,-0.3973,2.5158,-2.0626,3.0999,1.4733,0.0505,0.7494,0.7941,1.0627,0.6121,0.1678,0.2453,1.5436,-0.4211,-1.0731
152,0.9063,-1.4337,1.0662,0.2129,-2.8528,-2.0671,-1.8995,0.2993,0.6098,1.301,-1.2978,-0.6938,-1.1962,-0.585,0.18,0.9654,-0.0515,-1.1039,1.9619,-1.9061,1.9287,0.6406,0.0449,-0.9496,0.5583,-0.8249,-0.8041,-0.5965,-1.7259,0.673,0.0926,0.4871
153,0.2925,-1.5407,0.7094,-0.2153,-3.5703,-2.9071,-2.6784,-0.2258,-0.7249,-1.1518,-2.0002,-0.2772,0.1613,0.5142,-0.5306,-2.1681,-1.6704,-1.6794,-0.7566,-4.009,-1.1172,-2.1862,-0.7616,-1.1653,-0.9517,-1.2445,-1.4521,-1.1474,-1.4865,-0.387,-0.4013,1.0846
154,-0.1438,-0.5007,0.385,-0.9135,-4.0911,-1.3359,0.9535,-1.1361,-1.562,-2.9539,-2.3303,-1.9262,-0.6628,-0.2776,-0.6318,-2.8726,-1.705,0.3293,-1.326,-2.8522,-1.8539,-2.3978,-1.091,0.609,-1.3634,-0.8019,-0.9682,-0.7607,-1.678,-1.6985,0.321,-0.4471
155,0.4718,1.5176,0.0684,-0.1121,0.9228,0.4032,-1.1584,-1.8045,-0.5102,-1.634,-1.4207,-0.0479,-0.2082,0.2555,-0.4176,-1.0211,-0.4222,0.0716,-1.3316,-0.6049,-1.1993,-0.9469,-1.7841,1.939,-1.2298,0.5287,0.7572,0.4484,1.3318,-0.3674,1.3321,1.2756
156,0.8269,1.8581,-0.8768,-0.3979,3.7916,3.5682,2.5867,-1.1334,1.509,0.0591,-0.8886,0.2184,1.2899,-0.1599,-0.0689,0.3186,0.7621,-0.0107,-1.2531,2.138,0.4415,1.1506,-2.0316,2.6836,-0.6239,1.2408,1.7793,2.3541,1.2455,-0.1938,2.1571,1.2201
157,1.3648,3.3167,-0.4541,-0.3901,5.8065,5.3062,4.7274,-0.05,2.5305,1.8501,0.4045,0.8526,1.9663,1.0859,0.7445,2.8598,2.9481,-0.2928,0.8832,5.4311,2.4834,2.5019,-1.269,1.9525,0.5009,1.8772,1.6551,2.3435,0.7035,0.5281,2.6179,1.4228
158,0.6716,3.9833,-0.1653,-0.4419,5.0734,4.2177,4.6249,0.2304,1.35,2.3758,0.9097,0.7724,1.4072,1.6715,0.9262,3.2302,2.3973,-0.0489,2.064,4.4355,2.5132,2.3313,-0.5016,0.6061,1.0928,1.1587,1.3474,0.8792,-0.3704,0.5338,1.2911,0.9934
159,-0.1552,2.6504,-1.605,-0.9298,2.3473,2.592,3.0386,0.0282,0.635,2.2311,0.237,0.4841,1.3101,1.3698,0.1533,1.5264,0.9586,0.4277,1.0091,0.9163,1.321,0.7701,-0.3934,-0.7697,0.4797,-1.8684,-0.3215,-1.0616,-2.1843,-0.6646,-1.0045,0.386
160,0.1721,0.6074,-2.8381,-1.1023,0.2846,1.2455,0.7431,0.1426,0.4095,0.9877,-0.5355,-0.5935,1.332,0.5057,0.292,0.787,1.2357,0.1998,-1.1314,-1.795,0.3321,-0.7019,-0.1224,-1.5035,-0.9173,-3.1048,-2.003,-1.3428,-2.817,-0.9868,-1.7729,0.6085
161,0.7557,0.1463,-2.1571,0.379,-0.005,-0.1141,-1.9446,1.2196,-0.2755,0.9145,-0.6496,-1.3648,0.9223,0.8155,0.6255,0.2496,1.8324,-0.6295,-2.2878,-2.0297,-0.5211,-1.4079,0.1771,-0.9172,-1.5061,-1.4976,-1.9557,-0.1947,-1.7786,-0.1985,-1.7498,1.5387
162,0.9192,0.0339,-0.9057,1.5203,-0.4171,-1.8457,-3.339,1.8708,-0.268,2.0214,-0.0171,0.1007,-0.4054,0.6346,0.757,-0.2207,1.4674,0.1644,-1.711,0.2447,-0.6547,-0.1463,0.5781,-0.6384,-0.7982,-0.2636,-1.6763,-0.0419,-0.7197,-0.5428,-1.1975,1.5211
163,1.4413,0.2374,-0.6768,0.7093,-0.6045,-1.5539,-3.189,0.9818,0.0068,1.9935,0.4162,0.3608,-1.1712,0.2065,0.6549,-0.0886,1.2565,0.9507,-1.2828,2.2832,-0.7269,1.5886,0.9793,-1.4616,0.3526,-0.4614,-2.1284,-0.5178,-0.9024,-1.4239,-0.3748,0.3015
164,0.7363,0.7708,-1.0206,-0.441,-1.2199,0.374,-2.5771,-0.7935,0.1106,0.6417,-0.0447,-0.8382,0.0968,0.0191,-0.1414,-0.2543,0.6892,1.1786,-0.9279,0.9167,-0.6403,1.3202,0.5848,-1.8114,0.2671,-1.0934,-2.3368,-1.1904,-1.5566,-1.8483,-0.3501,-1.0959
165,-0.119,-0.802,-1.0249,-0.8497,-1.4898,1.4447,-1.8002,-0.9242,0.7936,-0.8535,-0.8276,-0.3545,1.364,-0.0715,-0.7169,-1.3769,-0.6193,0.3542,-0.9911,-0.9875,-0.3347,0.3732,-0.001,-1.2335,-0.0788,-1.4412,-1.6597,-1.3488,-1.9313,-2.0554,-0.0731,-0.5343
166,0.2776,-2.7499,-0.6695,-0.8175,0.2685,1.5891,-0.4516,-0.1243,1.2237,-0.4203,-0.5024,0.6152,0.59,0.2243,-0.4816,-1.1573,-0.8266,-0.4384,0.354,-1.3648,0.2317,1.4062,0.4825,-0.6799,0.4548,-0.7707,-0.7197,-1.2319,-1.4648,-2.1052,1.1752,0.2426
167,0.056,-4.3785,-1.1848,-0.8996,1.2691,0.2087,-2.5612,-1.0906,0.0729,-0.4756,0.9367,-0.7955,-2.289,-0.2514,-0.4127,-0.8481,-1.2794,-1.0663,1.2532,-2.7226,-0.2302,1.0535,0.1373,-1.0113,0.3644,0.286,0.2359,-0.8314,-0.8371,-2.2239,1.4353,-0.503
168,0.462,-5.583,-1.0857,-0.8613,0.1942,-0.7684,-4.3569,-1.9204,-1.2874,-2.0369,1.8304,-2.1617,-3.8279,-1.0251,-1.5433,-1.0813,-1.2846,-1.196,1.1534,-4.9727,-0.8778,-1.3619,-0.3607,-1.1434,-0.5741,-0.3525,0.0127,-0.9784,-1.2887,-2.1294,0.2976,-0.9896
169,1.5051,-4.2501,-0.0312,0.2028,-0.1969,-0.0084,-3.1194,-0.1769,-0.9793,-1.409,1.3517,-1.5099,-3.0052,-0.9828,-1.7255,-0.3228,0.1325,-0.9824,1.5691,-4.2756,-0.7394,-2.2031,0.4501,-0.0476,-0.3176,-0.3027,0.191,-1.2865,-2.1322,-0.7373,0.0828,0.1029
170,1.0746,-1.7794,0.5683,1.2498,-1.0583,-0.4433,-3.0172,1.4324,-0.5568,0.0575,0.3511,-0.4619,-1.8492,-1.013,-1.3689,-1.1172,0.3469,-1.2549,1.4398,-1.5213,-1.1431,-1.4759,1.105,0.3352,0.842,0.3261,0.6143,-1.7818,-2.0099,0.5654,0.7644,0.494
171,-0.1259,0.0485,0.0756,1.0098,-1.6762,-1.3393,-3.3008,1.1213,-1.1694,0.7409,-0.4383,-0.2294,-0.5363,-1.1969,-0.6998,-2.5487,-0.9361,-0.78,-0.0763,0.8297,-1.3003,-0.2985,0.8949,-0.8417,1.2662,-0.1748,0.3345,-1.6699,-1.1777,0.5834,1.2929,0.1663
172,-0.0011,0.1877,-0.7943,-0.3046,-1.294,-1.3761,-0.1281,0.174,-1.05,0.1517,-0.6883,-0.5259,0.8754,-0.2965,0.6947,-2.4611,-2.0248,-0.1717,-1.0272,1.5492,-0.8513,-0.017,0.3301,-0.8871,0.6331,-0.3738,0.2537,-0.1841,-0.3123,0.6646,0.7533,-0.556
173,-0.2723,-1.319,0.3566,-0.9246,-1.017,-2.3452,0.6968,-0.6331,-0.8967,-1.3734,-0.1942,-0.2862,0.7957,0.1651,1.0092,-2.1819,-2.0985,-0.154,-0.5622,-0.1633,-1.8508,-1.0275,-0.8229,1.1865,-0.3443,0.9667,1.4266,1.7953,2.1347,1.8047,0.8163,-0.8386
174,-1.594,-2.783,3.5303,0.8301,0.7551,-2.4813,1.0408,0.6212,-0.5858,-1.7466,0.2809,0.8192,-0.1361,-0.14,0.4887,-1.5154,-1.948,-0.5277,0.3006,-2.2047,-2.0333,-0.9442,-1.8758,3.8497,-0.1121,2.1647,2.8249,2.9721,4.7292,2.9643,1.4937,-0.2258
175,-1.8297,-2.2255,4.7446,1.7291,1.8995,-1.9922,2.2242,2.1454,-0.6978,-0.8361,-0.3376,1.3628,0.3064,-0.8663,-0.0206,-1.346,-2.0725,-0.8002,-0.4785,-1.4149,-0.9111,0.2494,-2.5738,4.2881,0.3694,2.1421,3.1894,2.4227,5.522,2.5241,0.8659,0.734
176,-0.8992,0.4743,3.3148,1.1168,2.1925,-0.3204,2.8372,2.5675,-1.0584,0.0933,-1.4688,1.3142,1.4706,-0.2425,-0.1206,-0.2011,-0.8316,0.3447,-1.0033,0.5022,0.1409,1.9006,-2.1933,2.7643,0.7502,0.9023,2.0246,0.9465,4.4766,1.3011,-0.4473,0.4895
177,-0.3933,2.8539,2.0594,0.7404,2.8748,2.2554,3.6492,2.4243,-0.127,0.8192,-1.145,0.5638,2.0734,1.3245,0.0618,1.8649,1.1342,1.0055,-0.6497,1.9961,1.0642,2.365,-1.2302,1.6514,1.2072,-0.037,1.2081,1.2102,2.7966,0.2245,-0.6531,-0.6339
178,-0.1625,2.1637,1.7914,1.0681,2.3557,3.3902,4.1504,2.3838,1.0224,0.7357,0.6004,0.0317,1.5892,0.992,0.4297,2.1138,1.4978,0.6378,0.2812,3.232,1.6761,1.479,-0.3039,2.1648,1.4828,0.2841,0.2781,1.9869,2.4616,0.1604,0.2066,-1.0424
179,0.1152,-0.4491,1.2494,1.1629,1.0337,2.7109,5.255,2.6018,0.8636,0.5839,1.5816,-1.2595,1.4839,-0.3629,0.8522,0.9003,0.8829,-0.2523,0.317,2.926,1.0934,0.4739,0.2545,2.7217,1.392,1.4305,-0.0112,2.1965,1.7552,0.5369,1.056,-0.5729
180,-0.9216,-2.5518,0.988,0.7106,-0.074,0.2679,4.4951,2.7911,-0.4069,-0.2154,0.5522,-1.5318,2.212,-0.7221,0.3458,-1.367,-0.2525,-0.76,-1.498,0.8854,-0.9299,-1.4177,0.1236,3.0962,0.7014,1.989,0.8716,2.785,1.4352,0.7263,1.6568,1.0365
181,-1.2669,-3.0693,2.0385,1.4043,0.8679,0.6435,3.6664,2.2835,-0.3919,-0.9572,0.0673,-0.574,2.4082,-1.1851,0.3751,-1.5659,-1.385,-0.7366,-1.5024,0.9144,-1.6868,-1.2089,-0.1095,3.8967,0.2844,2.1502,1.5265,2.2859,2.9114,0.8203,2.5228,1.864
182,-0.2507,-2.2858,2.5365,1.712,2.1617,1.4369,2.4215,1.6258,-0.0636,-1.1468,-0.231,-0.455,2.3076,-1.8337,0.3956,-1.2341,-2.5656,-0.3764,-1.7332,1.1734,-2.2481,-0.9034,-0.8256,2.7937,-0.3317,1.0801,0.285,-0.0867,2.7831,0.9339,1.7235,1.2729
183,0.7262,-2.3964,1.7446,1.0824,1.5249,-0.0613,-2.2536,1.8361,-0.1551,-1.2602,-0.8041,-0.3223,1.9791,-1.4157,0.172,-2.9116,-3.3274,0.0935,-1.9736,-1.1029,-2.7692,-1.5579,-1.5645,-0.206,-0.8885,-2.2639,-2.0602,-2.206,1.1491,0.8697,-0.7779,1.0018
184,1.1907,-2.0855,-0.0114,0.0855,0.0692,0.0316,-4.2453,2.337,0.2509,0.0095,-0.5466,-0.3912,0.6815,0.0839,-0.0952,-3.604,-0.8194,0.1459,-1.0075,-2.1822,-2.0932,-2.4076,-1.3603,-1.6661,-0.8631,-4.412,-3.3979,-2.4242,-1.1758,0.323,-2.187,0.8284
185,0.95,-1.1546,-1.0113,-0.139,1.1812,1.4799,0.4629,2.398,0.9538,1.9254,-0.0229,-0.0695,-1.1143,-0.2608,-0.8341,-2.7253,1.3035,-0.0547,0.7006,0.5299,-0.3125,-1.0271,0.0619,-1.7648,0.0276,-2.8864,-2.2965,-1.6691,-4.0776,-0.3432,-0.9261,1.006
186,0.6069,-0.6478,-1.5534,-0.001,2.5737,0.6393,3.715,1.3909,0.3472,2.1748,0.2005,0.3805,-1.2089,-1.3082,-1.3424,-1.5859,0.5562,0.1296,1.5714,2.9988,0.3595,1.4984,0.8258,-1.5657,0.9244,0.129,-0.419,-1.0725,-4.4444,-0.662,0.3894,0.8708
187,0.6611,0.6481,-2.3397,-0.4655,2.2047,-0.4658,3.8034,-0.1142,0.0115,1.3367,-0.1954,1.324,-0.6151,-0.8909,-1.0467,-0.2556,0.3765,0.6973,1.3628,3.4108,0.5798,2.4514,0.2115,-1.1425,0.8564,0.7316,-0.2141,-0.6626,-2.2905,-1.2721,-0.1365,0.1583
188,1.3416,3.3545,-2.2785,-1.0813,2.1753,0.6482,4.3202,-0.1956,1.3462,1.433,-1.0487,1.2731,0.8096,0.8409,0.108,0.7323,1.4425,0.3674,0.789,3.9444,2.3362,2.1079,0.1933,-0.3701,-0.0069,-0.1348,-1.172,-0.3013,-0.7186,-1.3858,-0.9966,-0.4992
189,0.4433,4.3196,-1.2306,-0.8715,2.3638,2.7587,3.3245,-0.355,1.9322,0.7957,-1.0869,0.5003,1.6642,1.6195,0.8744,1.2212,1.3649,-0.3403,0.365,3.1228,3.0514,0.9608,-0.1446,0.7479,-0.9655,-0.1534,-1.323,0.1843,0.7236,-1.0064,-1.3562,-0.9417
190,-0.8791,1.7209,-0.8329,-0.5183,1.6181,3.6334,0.2542,-0.133,1.8409,-0.0143,-0.3567,0.6859,0.3743,-0.4333,1.2176,2.6398,-0.2926,-1.0575,1.2299,1.2005,2.7507,0.2679,-1.0269,0.9022,-0.515,-0.3162,-0.9924,0.0061,1.2592,-1.0361,-0.4019,-0.6855
191,-0.7032,-2.1047,-0.5935,-0.7483,0.6294,3.2764,-1.5693,-0.0724,1.7741,-0.9524,0.1525,0.7603,-0.6326,-2.9472,1.2938,3.3041,-1.3657,-1.2254,1.3457,-0.5971,2.3041,0.7472,-0.5499,-0.0402,0.2152,-0.5177,-0.7739,-0.4515,0.4768,-1.5868,0.0095,-0.9672
192,-0.4872,-3.425,0.1332,-0.8573,0.3122,2.0542,-1.4769,0.1602,1.69,-1.6401,0.2658,-0.4535,-0.1312,-1.9235,1.0001,2.0127,-0.1348,-0.7526,-0.0704,-1.1422,1.0266,0.7663,0.1974,0.9625,-0.1444,-0.0119,-0.1404,-0.2377,-0.0967,-1.504,-0.426,-1.0249
193,-0.6271,-2.325,0.6463,-0.2662,-0.7323,0.2673,-1.245,-0.0836,0.7291,-1.0298,0.4834,-1.4341,-0.9613,0.9173,0.0962,1.5014,1.1388,-0.4375,0.3178,-0.6473,-0.1825,0.4153,0.5546,1.44,-0.0912,0.7806,0.7696,-0.5166,-0.3695,-0.6295,-0.2562,0.2147
194,0.331,-1.4513,0.1165,-0.1108,-1.7919,-1.0346,-0.4972,-1.7203,-0.9676,-1.7057,0.3685,-1.3137,-1.1243,2.4728,-0.7463,-0.501,0.1624,-0.1578,0.1433,-1.6696,-0.5326,0.1733,0.2911,-0.3904,-0.1309,1.1327,0.8234,-1.2293,-0.5271,0.2586,-0.1696,0.9008
195,1.5846,-0.6788,1.0633,0.8651,-0.7776,0.5229,1.5173,-1.7767,-0.4727,-2.4568,0.6852,-1.4095,0.2256,3.1874,-0.9731,-1.6418,-0.4123,-0.1077,-0.5417,-1.8777,-0.1084,0.4931,0.0995,-0.4908,-0.1293,3.0444,1.9911,-0.4887,-0.3716,1.3067,0.0671,1.3124
196,1.8266,0.004,4.6281,3.3944,1.3868,1.7562,2.3472,-0.2571,0.8464,-1.6654,1.663,-0.8394,1.8083,3.263,-0.8157,0.2109,-0.2736,-0.4295,1.0819,1.8675,1.0143,1.9529,0.211,1.538,0.4299,5.1675,3.8574,1.6525,0.4344,2.4064,0.9498,1.8254
197,1.8459,1.6546,5.4561,3.7228,2.2334,2.0181,3.115,0.4656,1.0232,0.2874,1.98,-0.003,2.9439,3.0828,0.3064,2.6612,0.0988,0.3133,2.6373,5.8956,2.8628,3.6591,0.196,3.1692,0.8551,4.7102,3.5915,2.641,0.0687,1.8659,1.664,1.0638
198,1.5737,2.95,1.7975,1.8986,1.006,1.8115,2.7314,-0.2739,0.254,1.1858,1.0913,1.3129,3.4317,2.4798,1.0826,2.339,-0.4877,1.3834,2.1369,5.7049,3.0582,2.4386,-0.1357,0.9966,-0.2701,1.2493,0.6037,1.2128,-1.2092,-0.1589,0.5842,-1.1556
199,0.5776,1.8615,-2.0428,-0.427,-0.4609,0.5853,-0.1326,-1.3905,-0.5201,0.2343,-0.1422,2.077,2.5965,1.1202,0.5958,0.28,-1.467,1.5326,0.5195,1.0834,0.8217,-0.5543,-0.1618,-2.083,-1.485,-1.9614,-1.712,-0.2304,-1.1503,-1.1443,-1.1492,-2.2681
200,-0.3603,1.1295,-2.4379,-1.3314,-1.1033,-0.4534,-1.6626,-1.726,-0.7548,-0.2388,-0.3969,0.9739,-0.4542,-0.0495,-0.0104,-1.0608,-1.0883,0.9248,-0.8329,-2.9423,-1.1746,-2.0995,0.848,-2.2883,-1.2218,-2.4777,-1.3395,-0.6152,-0.687,-0.9775,-1.1237,-1.3695
201,-1.2044,-0.1552,-0.6592,0.4753,0.3493,-1.6683,-3.2772,-0.2183,-0.9575,0.5062,0.0214,-0.9192,-2.2567,-0.8006,0.3265,0.6595,-0.0266,-1.4633,0.5878,-0.2885,-1.2086,-1.484,-1.1637,-1.4131,0.4617,-0.8383,-0.865,-1.6691,-2.0081,0.1526,0.5018,0.9506
202,-1.3113,-0.1589,-0.7003,0.5291,0.3701,-1.7847,-3.5318,-0.2371,-1.0346,0.5354,0.0364,-0.9814,-2.4368,-0.8563,0.3589,0.6973,-0.0268,-1.5616,0.6408,-0.2866,-1.2981,-1.5982,-1.2349,-1.5118,0.4961,-0.8986,-0.9283,-1.7922,-2.1554,0.1698,0.5466,1.0164
203,-1.4773,-0.1165,-0.7521,0.5733,0.3941,-1.9436,-3.8563,-0.2276,-1.131,0.6007,0.047,-1.0651,-2.6129,-0.9302,0.3928,0.7619,0.0081,-1.6729,0.708,-0.2488,-1.3711,-1.7178,-1.3329,-1.6154,0.5397,-0.9382,-0.9844,-1.9509,-2.3588,0.2124,0.6191,1.1115
204,-1.641,-0.0885,-0.7618,0.6645,0.4765,-2.1014,-4.2857,-0.2309,-1.23,0.6867,0.0609,-1.1272,-2.8356,-1.0314,0.389,0.8682,0.0653,-1.825,0.8288,-0.1804,-1.4919,-1.8661,-1.4682,-1.7126,0.6015,-0.9915,-1.0272,-2.1025,-2.5123,0.2859,0.7268,1.2491
205,-1.5612,-0.3034,-0.7112,0.8465,0.5705,-2.1047,-4.5062,-0.4284,-1.2606,0.5847,0.105,-1.1351,-3.1765,-1.0767,0.3434,0.8876,-0.0666,-1.9717,0.928,-0.2711,-1.7787,-2.0663,-1.5476,-1.7884,0.6428,-1.1794,-1.1127,-2.0968,-2.4276,0.2426,0.7097,1.2471
206,0.3263,0.4873,1.0218,1.007,2.004,0.2913,-0.0376,0.4226,0.0746,0.8774,0.753,0.2423,-1.8404,0.0889,0.2708,1.1749,0.5972,-0.2857,1.4934,2.057,-0.6519,-0.6378,-0.2124,0.2886,1.1335,-1.2089,-0.4764,-0.0904,-0.3979,0.6529,0.9069,0.8818
207,2.7135,1.6026,0.4024,1.4368,3.3721,1.7197,2.7942,0.6022,1.4804,1.3914,1.0797,0.877,-0.7561,2.0973,1.385,1.2954,0.8133,0.5092,1.3561,3.4321,0.4937,0.6382,1.422,0.4755,1.0315,-2.0458,-1.3139,0.2015,-0.5184,-0.2765,0.0323,0.6781
208,2.9311,0.7694,0.1847,1.2218,1.9662,1.5831,2.5195,0.6166,1.3461,0.691,1.0043,1.184,0.8649,2.7537,2.1425,0.253,-0.2826,1.7285,-3.00E-04,2.7543,0.8465,0.7698,2.5617,0.3792,0.2835,-1.6505,-1.4373,-0.0728,-0.2054,-0.1975,-1.1094,0.5825
209,0.2168,-0.8004,-2.7994,-0.2037,-0.1145,-0.9752,-0.5534,-0.4678,-0.3652,-0.164,-0.9764,0.4082,-1.5258,0.2954,1.5693,-1.4529,-0.5483,0.6409,-2.2115,-0.7868,-0.4656,-0.1876,1.8207,-2.523,-0.6573,-2.0185,-2.4635,-1.298,-2.6791,-1.6724,-1.3096,-1.6041
210,0.6878,1.7774,-0.4475,0.3658,2.701,1.0666,-0.7227,1.5715,1.0738,2.7979,-0.9294,2.6927,0.8811,0.343,0.8438,1.1415,2.0594,1.0857,-0.4589,2.0389,0.7293,1.3924,1.4045,-0.5744,0.3505,-0.8876,-1.5351,-0.2846,0.2272,0.3362,-0.1038,0.3538
211,1.137,3.7106,-0.9686,-0.5156,4.2152,2.8326,2.8803,1.9525,1.282,2.8799,-0.4531,2.5167,1.4177,0.951,1.1906,1.1279,2.077,0.4425,0.4375,3.3005,1.3111,2.4849,0.5333,0.6521,0.842,-0.2817,-1.4195,0.4889,-0.1125,0.0806,0.5458,0.675
212,0.7266,3.7492,-0.3566,-0.1764,3.7899,3.876,5.7577,1.403,0.7897,0.8298,0.1983,1.4842,2.1124,1.1894,1.6672,-0.0523,0.2904,-0.0553,0.6193,2.3382,1.2411,2.021,0.4936,1.6531,0.7359,0.3915,-0.4507,0.5614,-0.4046,-0.1537,0.7409,-0.0755
213,0.4375,4.3847,0.2253,0.9657,2.7148,3.501,4.8143,0.5476,0.2115,-0.2441,0.5147,1.2983,1.61,0.9239,1.6683,-0.4442,-0.3322,-0.6716,0.547,1.9941,1.2913,1.1303,0.6311,0.4262,-0.0323,-0.3632,-0.0443,-0.3055,-0.6907,-0.0641,0.5129,-0.3061
214,-0.0519,4.0238,-0.0366,1.0963,0.7746,1.2704,-0.4513,-0.3982,-0.606,-0.2501,0.3913,0.5598,0.3577,-0.132,0.9164,0.2199,-0.5372,-0.4299,0.5723,2.4749,0.9129,0.5674,-0.023,-1.0774,-0.7304,-0.6655,-0.1107,-0.8498,-1.2156,0.2985,-0.1068,-0.4385
215,0.3924,2.2075,-0.5472,0.4467,-0.5528,-0.5929,-3.1677,-0.7358,-0.4758,0.1946,0.3196,-0.2777,-0.8448,-0.6485,0.0196,0.8636,-0.25,0.2147,1.8885,2.1683,0.7739,1.1193,0.6782,-1.175,-0.3812,0.5102,0.0465,-0.4124,-0.6124,-0.2081,-0.227,-0.235
216,0.082,-1.5056,-0.3829,-0.7206,-1.6904,-1.344,-2.4205,-0.7952,-0.0461,0.0171,-0.1365,-0.3535,-0.914,-0.8993,-0.5218,-0.3706,-0.8363,0.1492,1.113,-0.2939,-0.4416,0.5098,0.1367,-0.2567,-0.4429,0.4759,0.021,0.7582,0.2376,-0.6359,-1.5546,-0.3825
217,-0.8554,-3.8868,-0.1254,-1.2112,-2.1262,-2.0401,-1.2665,-0.882,0.2164,-0.9868,-0.899,0.5916,0.6116,-0.9992,0.1756,-0.835,-1.6137,-0.5484,-0.2426,-2.6081,-1.1385,-0.3832,-0.6644,-0.4321,-0.9694,0.3218,0.1448,1.2205,-0.2092,-0.5476,-2.7045,-1.1115
218,-2.0986,-3.9913,0.485,-1.3752,-2.2194,-1.6327,-1.0984,-0.9371,0.0743,-2.0383,-0.256,0.7695,0.337,-1.7152,0.6268,-1.1583,-2.3864,-0.2574,-0.0897,-3.7924,-0.1114,-1.2955,-0.7253,-0.1111,-0.9337,0.5885,1.0607,0.4311,-0.7329,0.4755,-2.4009,-2.2982
219,-2.2852,-2.2145,1.8363,-0.5584,-1.3549,-1.1022,-1.8535,-0.0086,0.1758,-0.848,1.1879,0.5496,-0.5618,-1.0525,0.5148,-1.1401,-1.8299,0.5255,1.4636,0.4104,1.3645,-0.7322,0.6277,0.0012,0.2763,1.1499,1.4507,-0.6772,0.0715,1.2304,-0.2582,-2.2015
220,-2.3744,-0.4028,2.2099,-0.3573,-1.9818,-1.2108,-1.2971,-0.6033,0.314,0.1499,1.7676,-0.7087,-0.2284,1.1115,0.126,0.0466,-0.3142,1.2203,1.5276,4.739,0.7735,-0.2332,1.7531,0.7641,0.4415,1.3009,0.8578,-0.7579,1.1489,0.5581,1.8163,-1.2845
221,-0.1941,1.6797,-0.2804,-1.3181,-2.938,-1.2153,0.367,-1.7844,0.5218,-0.125,1.4726,-2.0385,0.9566,2.8254,0.2286,1.1675,1.5242,1.9911,0.8208,6.9552,0.9415,0.3869,2.5286,0.3894,-0.2776,0.0779,0.1155,-0.6498,0.6637,-1.1186,2.6749,-0.2666
222,1.5552,1.8315,-1.8509,-1.3673,-2.7651,-1.1317,1.5976,-2.4077,0.1759,-1.3343,0.9664,-1.8037,1.4923,2.1503,-0.2416,0.3674,1.1317,2.255,1.5105,6.4768,1.8959,0.3765,2.753,-0.0785,-0.4248,0.4506,0.8079,0.5229,1.5503,-1.6633,2.1691,0.4807
223,2.0216,3.516,-1.7303,-0.4844,-1.3852,-1.0125,1.8393,-2.1224,-0.0182,-0.8742,-0.0228,-0.6476,1.992,1.1245,-0.0643,-0.3117,1.2272,2.2182,1.9393,6.2776,2.4506,0.4093,1.7819,-0.2515,-0.6844,0.6721,0.8296,0.9255,2.3122,-1.1998,1.0766,0.2283
224,1.7949,3.1675,-1.0953,0.6223,0.1426,-0.4621,-1.0741,-0.8212,0.1319,-0.2534,-0.787,-0.1293,1.3885,0.0879,0.5512,-0.3306,1.9639,1.5182,0.6117,3.8155,0.9769,0.5995,0.4209,-0.9221,-0.4488,0.2516,0.261,0.2789,2.251,-0.4332,-0.8774,-0.5191
