,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal
71,2.1892,0.2251,1.5003,0.147,2.687,-0.4884,4.3831,0.9121,3.2156,1.6678,-0.0599,1.3886,4.1049,2.139,-0.1532,-1.2293,-1.7224,0.2738,2.2326,3.5856,-0.1861,0.9984,0.7975,1.4059,-0.0896,-0.2443,0.2089,-1.0453,1.1615,-1.2821,2.9659,1.2987
72,2.1059,-0.2485,1.4521,0.151,2.6597,-0.1997,3.8411,0.7549,3.0127,1.4186,0.0055,1.2382,3.6649,1.8268,-0.1003,-1.0406,-1.4126,0.2177,1.9299,3.0992,-0.2369,0.8727,0.722,1.6333,0.0526,-0.2136,0.2976,-0.6264,1.0123,-1.0756,2.5468,1.4534
73,2.0376,-0.7633,1.4432,0.1506,2.6537,0.0859,3.3805,0.6246,2.8738,1.1902,0.0809,1.0825,3.3116,1.5648,-0.0671,-0.947,-1.1905,0.1181,1.6916,2.5838,-0.3063,0.7375,0.6451,1.8836,0.1799,-0.1695,0.3977,-0.2505,0.8692,-0.9158,2.16,1.6018
74,1.9783,-1.2905,1.4518,0.1526,2.6547,0.3819,2.9512,0.4981,2.7514,0.9636,0.1604,0.933,2.9781,1.3203,-0.0361,-0.8739,-0.9907,0.0124,1.4695,2.0615,-0.3793,0.5971,0.5658,2.1391,0.3012,-0.1215,0.5011,0.1175,0.7261,-0.7711,1.7806,1.7546
75,1.9146,-1.8283,1.4663,0.1545,2.6654,0.6824,2.5313,0.3776,2.6385,0.7384,0.2394,0.7798,2.6571,1.0785,-0.007,-0.8138,-0.7981,-0.1016,1.2526,1.5362,-0.4545,0.4571,0.4849,2.4016,0.4211,-0.0715,0.6064,0.4812,0.5855,-0.6281,1.4047,1.9065
76,1.8601,-2.3667,1.4828,0.1612,2.6833,0.9905,2.1145,0.254,2.5228,0.5119,0.3192,0.6338,2.3312,0.8342,0.0238,-0.745,-0.6006,-0.208,1.0309,1.0169,-0.5298,0.3174,0.4037,2.6631,0.5432,-0.0217,0.7139,0.8515,0.4486,-0.4837,1.0292,2.0658
77,1.8,-2.9058,1.4994,0.1641,2.7037,1.297,1.6973,0.133,2.4102,0.2854,0.3967,0.4847,2.0067,0.589,0.0534,-0.6798,-0.4077,-0.3203,0.8142,0.5001,-0.606,0.1808,0.3196,2.9262,0.662,0.026,0.8183,1.2141,0.3091,-0.3393,0.6586,2.2241
78,1.7566,-3.4513,1.5202,0.1732,2.7366,1.6165,1.295,0.0097,2.301,0.0597,0.4775,0.3427,1.6855,0.3453,0.0834,-0.6136,-0.212,-0.4243,0.5924,-0.0163,-0.6833,0.0432,0.2382,3.1903,0.7863,0.0768,0.929,1.5874,0.1785,-0.1969,0.2877,2.3904
79,1.7112,-4.0115,1.5491,0.1775,2.7775,1.9523,0.9072,-0.1168,2.2143,-0.162,0.5596,0.1951,1.3763,0.111,0.1179,-0.5487,-0.0099,-0.526,0.3695,-0.531,-0.7565,-0.0869,0.1669,3.48,0.918,0.1259,1.0427,1.9774,0.0358,-0.0555,-0.0884,2.5675
80,1.6983,-4.6397,1.6141,0.2036,2.8651,2.3493,0.5663,-0.2554,2.1822,-0.3693,0.6579,0.0573,1.1102,-0.104,0.1659,-0.48,0.2216,-0.6043,0.125,-1.0475,-0.8277,-0.2137,0.1306,3.846,1.091,0.1865,1.1928,2.4511,-0.1065,0.0899,-0.4918,2.7942
81,1.632,-5.3104,1.7076,0.2329,2.9557,2.7268,0.1549,-0.3877,2.1611,-0.5796,0.7471,-0.0831,0.8482,-0.3346,0.2186,-0.3934,0.4395,-0.7175,-0.0927,-1.5396,-0.9128,-0.3383,0.0858,4.2738,1.2553,0.2332,1.341,2.9217,-0.2914,0.2562,-0.8963,3.0524
82,1.4446,-5.7973,1.7078,0.2555,2.9289,2.8148,-0.5638,-0.438,1.8487,-0.8669,0.7684,-0.1953,0.3974,-0.7291,0.1866,-0.3109,0.4684,-0.9942,-0.1809,-2.007,-1.0874,-0.5293,-0.1721,4.3849,1.23,0.2473,1.374,3.0047,-0.4129,0.4461,-1.1576,3.1675
83,-0.5059,-4.435,-0.5429,0.4269,1.682,3.1218,1.6967,-1.5191,0.2215,-2.1528,-0.616,-1.5,-1.5464,-2.247,0.6268,-0.8523,-1.2641,-1.7129,-1.5582,-2.6784,-1.7612,-0.9949,-2.0592,1.5992,-0.1317,-0.3286,-0.0236,1.0475,-1.886,-1.2479,-1.7939,0.1406
84,-0.0922,-3.1623,0.5055,0.6569,0.49,0.7414,-1.839,-0.9008,-1.2734,-2.3094,-0.0558,-0.7723,-2.4618,-2.421,0.0243,-0.3624,-1.1009,-1.6647,-0.3164,-2.5062,-1.4756,-1.3752,-1.9912,-0.0101,-0.7957,-0.114,0.1381,-1.3522,0.7077,0.2,-0.5281,0.6898
85,1.1915,0.3,-0.1731,0.2476,0.795,0.53,-1.5125,-0.0532,-0.8008,-1.1958,0.3726,0.3602,-2.0593,-0.8528,-0.2853,0.0714,0.7404,-0.0222,-0.391,-1.2782,0.2518,-0.9983,-1.2816,-1.3307,-0.6041,-0.5088,-0.7187,-1.4545,1.621,0.347,0.1425,0.8509
86,1.1169,2.3125,-0.3867,-0.2426,1.4316,0.7366,-0.7215,0.2464,0.5225,-0.2895,0.0814,0.6949,-0.9583,0.2253,-0.1233,0.0611,1.7868,1.3171,-0.2571,0.0859,1.3499,-0.4966,0.1285,-0.498,-0.8309,-0.6826,-1.2232,-0.1588,1.3237,0.3395,0.1813,0.3733
87,0.5941,2.2821,0.8237,0.2044,2.4927,1.6677,1.5245,0.0476,0.9601,-0.204,0.1405,0.5645,0.3906,0.3286,-0.2778,0.6808,1.5073,0.614,0.5922,1.4904,0.6769,0.7446,0.6748,0.8904,-0.701,1.1282,-0.0302,1.1833,1.2293,0.7881,0.1782,0.3825
88,-0.3763,1.9416,1.6127,-0.1862,2.0333,1.8062,1.331,-0.3807,0.1612,-0.0249,0.8049,0.0627,0.097,-0.6501,-0.7581,1.083,1.0236,-0.2355,2.3772,1.41,-0.1667,2.1629,0.9937,0.1109,0.4211,1.6699,0.8275,0.0956,0.4353,0.7419,0.3501,0.5655
89,-0.5266,2.3032,0.8164,-0.1752,1.2358,2.2128,0.8074,0.0522,-0.9841,1.0078,0.0291,0.0724,-1.3132,-0.8593,-1.5953,0.8247,2.2907,0.7592,2.8548,1.0857,-0.1765,2.2694,1.9784,-2.2547,1.3731,0.3853,0.3599,-1.8702,-0.6169,0.0745,-0.068,-0.188
90,-0.8987,3.2817,-0.8813,-0.4245,-0.8112,2.1253,-0.5129,-0.4557,-1.4041,1.0305,-1.2416,-1.0368,-1.7521,0.3012,-1.7275,-0.2321,2.4653,1.7701,0.9793,-0.5879,-1.1245,0.2843,1.4571,-4.0153,0.6346,-1.4527,-1.8784,-2.9935,-1.9873,0.1183,-2.0644,-1.2762
91,-0.4547,2.5028,-0.8911,-0.5608,-0.2497,2.3952,-0.6695,-0.2071,-0.2206,0.509,0.1863,-1.4224,-1.0063,0.7257,-0.1711,-0.435,0.9586,1.3546,-0.5553,-1.5977,-1.006,-1.155,-0.245,-4.5639,-0.2829,-1.7592,-2.5729,-1.7357,-1.3867,0.8982,-2.6317,-1.1921
92,0.3595,0.0184,0.1951,-0.9643,1.2522,2.6459,0.1346,0.5958,1.3082,0.2722,1.4353,-1.3248,-0.7064,0.2966,0.8863,-0.2803,0.2652,-0.3778,-0.1384,-0.6206,0.2987,-0.9218,-0.3717,-2.5885,-0.8868,-1.7295,-1.9459,-0.4627,-1.0474,0.4016,-1.3507,0.6571
93,0.1293,-0.3986,-0.959,-1.3311,0.3611,-0.2394,-1.6103,-0.1464,0.4027,-0.5099,0.5465,-1.3565,-1.1246,-0.4898,0.4521,0.5498,-0.3372,-0.3681,0.4866,1.4589,0.4164,-1.4087,0.5325,-1.8301,-1.644,-2.866,-2.3307,-1.5835,-2.0884,-1.7499,-0.1833,1.1357
94,0.0098,2.1287,-2.8026,-1.58,-2.0707,-3.8033,-3.2107,-1.972,-1.2887,-0.762,-0.4488,-1.1292,-1.3081,-0.9885,-0.1549,0.6263,-1.1905,0.6966,0.0235,2.3147,0.2176,-2.1196,0.7787,-3.8886,-2.0418,-3.4725,-2.7048,-2.4924,-2.5186,-2.7359,-0.3264,-0.2042
95,-0.2653,3.6781,-2.5306,-1.2644,-2.7032,-3.642,-2.1806,-1.7388,-1.2747,0.1327,-1.1219,-0.3852,-0.4265,-0.7406,-0.2835,0.9188,-1.0278,-0.1443,-1.9071,-0.1852,-0.4384,-1.863,-0.3465,-4.0029,-2.2335,-2.115,-2.1432,-1.1784,-2.0973,-1.6712,-1.3794,-0.9673
96,-0.5812,0.8907,-0.5484,-0.322,-1.8888,-1.6489,0.3127,-0.1626,-0.8515,0.3485,-1.9178,0.963,-0.2809,-0.3275,0.2669,1.1718,-0.1755,-1.8517,-3.2224,-3.0424,-1.0363,-1.2992,-1.3314,-2.2583,-2.0112,-0.6176,-0.9532,1.2527,-0.864,0.1587,-3.1433,0.1672
97,-0.8765,-2.2631,1.0074,-0.1234,-2.0516,-1.3123,1.6624,0.7557,-1.9591,-0.3966,-1.3287,0.4898,-1.3953,-0.7097,-0.1862,1.0468,0.2263,-2.5276,-2.5531,-4.241,-1.1426,-1.6327,-1.0325,-0.2275,-1.1726,0.2852,-0.0583,2.6213,0.4961,1.2016,-2.9366,0.7276
98,-0.0635,-2.2635,0.1385,-0.8406,-3.4727,-2.7715,1.1878,0.9787,-2.2618,-0.5272,-0.8852,-0.8521,-2.1512,-1.5427,-0.9657,0.3809,0.9801,-1.6116,-1.174,-3.4083,-0.8656,-1.816,0.7349,0.6374,-0.2722,-0.5875,-0.5407,1.1443,0.2324,0.7746,-0.6104,0.0203
99,0.5653,-0.2066,0.6123,-0.7843,-5.7023,-5.0714,-2.7487,0.4569,-0.9784,-1.0414,-1.4898,-1.6891,-0.1539,-1.2394,-0.7568,-1.1129,0.8354,-0.1952,-1.3165,-2.1012,-1.2598,-1.8752,0.951,0.7873,-0.5644,-1.5858,-1.2787,-0.9851,-0.2407,-0.1317,0.2899,0.2099
100,0.2498,0.2631,1.8888,0.0813,-7.1909,-5.3282,-4.7189,0.3278,0.0586,-2.0691,-1.216,-1.0404,0.9351,-0.9038,0.2776,-1.437,-0.5746,0.5882,-1.6766,-1.1784,-0.9877,-1.8222,0.0553,0.6031,-0.7786,-1.9344,-1.7219,-1.0597,-0.5813,-0.0015,-0.3375,0.6569
101,-0.4871,-1.4554,1.5885,-0.4999,-7.1461,-4.8755,-5.208,-0.6332,-0.7481,-2.1287,0.0438,-0.9402,0.0509,-0.8706,0.7965,-1.6937,-1.91,-0.0489,-0.5478,-1.3365,-0.4599,-1.5268,-0.4825,-0.1092,-0.2675,-1.6849,-0.9123,-0.5051,-1.3824,0.2373,-1.129,-0.4486
102,-1.6319,-1.5627,-0.3387,-1.9268,-6.202,-4.7435,-4.6435,-0.966,-1.6807,-0.5057,0.4096,-0.6393,-2.0098,-0.9914,0.5553,0.412,-1.6054,-0.1614,-0.1984,-0.9963,0.3302,-0.3179,-0.7334,-0.8348,0.4187,-1.4722,0.0217,-0.2324,-0.0989,0.3283,-0.1806,-1.1377
103,-1.0309,0.2395,-1.581,-2.2359,-3.4478,-3.72,-4.0029,0.1536,-1.7388,1.4681,-0.0481,0.7314,-2.8068,-1.4973,-0.4299,2.4966,0.2091,0.4168,0.7719,-0.4176,0.6927,1.7968,-0.247,-0.9867,1.2403,-0.4047,-0.2211,-0.5665,1.1024,0.7722,1.2498,-0.8402
104,-0.3046,1.7141,-2.3574,-1.9011,-1.1169,-1.5168,-1.4951,1.1954,-0.4067,2.6228,-0.4152,0.8511,-1.5914,-0.2531,-1.2456,2.505,1.1489,0.3555,1.064,0.0244,0.5307,1.7309,-0.0112,-0.0369,0.471,0.3306,-0.9,0.0798,-0.2524,0.7008,0.861,-0.476
105,-1.4974,2.1468,-2.2488,-1.4236,0.5234,-0.0587,0.949,1.5863,0.4749,2.3197,-0.9858,0.4428,-0.316,0.6472,-1.3467,0.8515,0.1828,0.3082,-0.2962,-0.6917,0.455,-0.7013,-0.8559,0.596,-1.1979,-0.0554,-1.1179,1.074,-1.0223,0.2959,-0.4927,-0.3323
106,-2.3307,2.1228,-1.251,-0.3907,2.6399,2.1798,2.1803,1.5552,0.5781,1.7507,-0.9375,1.0847,0.5433,0.4326,-0.6714,-0.2747,-0.0501,1.0703,-0.6819,-0.1732,1.466,-1.0725,-0.4377,0.8284,-0.3365,-0.2611,-0.2798,1.1924,0.6384,0.4176,-0.4015,-0.6975
107,-1.9497,0.5895,-1.3369,0.0208,3.4999,3.1978,2.4021,0.7342,0.4383,1.8361,-0.7256,1.306,0.351,0.0697,0.1369,-0.3403,0.4828,1.8118,0.6493,1.0739,2.212,0.7493,1.0147,0.8322,1.2101,0.0163,0.0968,0.5916,0.4742,-0.0323,1.0886,-1.0704
108,-1.4555,-0.5704,-0.7168,0.6159,3.0945,1.8037,0.5235,-0.0534,-0.3134,1.2331,-0.2886,1.1729,-0.2345,-0.881,-0.29,0.3007,0.0692,1.2105,1.7352,1.8564,0.9321,1.7538,0.7696,0.3271,1.1728,1.3556,0.6539,0.6493,-0.2324,0.0706,1.53,-0.5775
109,0.6033,1.6453,-1.5458,0.0229,1.8429,0.0954,0.8277,-0.1468,0.0993,1.0835,-0.2416,0.4568,-1.0162,-0.0373,-0.735,0.6209,1.6073,-0.0749,0.7042,2.0237,0.3099,1.4637,0.406,-0.5053,0.5632,1.2722,0.5476,0.6438,-0.6501,-0.1344,1.3342,0.2395
110,1.7096,2.9316,-1.4753,-0.2106,-0.1212,-1.6025,-1.0744,-0.1021,0.1272,0.3129,-0.3959,-0.3417,-0.2493,0.198,-0.6528,-0.1015,2.1789,-0.4804,-1.1424,0.5485,-0.4078,-0.3655,0.251,-1.3314,0.1916,0.1906,-0.0119,-0.418,-0.6223,-0.4561,1.3483,0.6974
111,1.4781,1.5823,-0.3271,0.8894,-1.3475,-2.4282,-3.2957,0.2283,-0.9141,-0.8534,0.406,-0.0315,0.2677,-0.5964,-0.6259,-0.5732,0.7365,-0.1822,-2.6871,-0.9697,-2.1619,-1.82,0.7308,-1.0267,-0.0217,0.1252,-0.453,-1.1756,-0.7052,-0.0644,1.6432,1.2772
112,1.9418,-0.4535,-0.0019,0.5052,-2.2513,-3.0558,-3.6116,-0.1348,-0.9066,-1.3143,1.7739,-0.1243,-0.382,-0.8762,-0.7637,-1.6162,-0.8947,-0.5255,-1.4285,-0.9538,-2.6557,-2.1571,1.4867,-0.7744,-0.1355,0.5961,-0.8355,-1.3366,-1.1013,0.2644,1.3223,0.4227
113,1.5421,-0.4695,-0.3623,-0.2088,-2.2658,-1.2681,-2.873,-0.5715,-0.185,-1.3009,1.8756,-1.3984,-0.7736,0.0014,-0.9001,-1.5459,-0.9399,-0.3274,0.3282,-0.5496,-1.999,-2.1646,1.2897,-0.5562,0.0778,0.7502,-0.7487,-0.4644,-1.1472,-0.296,0.516,-0.9404
114,0.3688,0.6669,-1.4387,-0.9015,-0.811,0.5232,-2.3909,-0.4792,0.4664,-0.5808,1.2673,-1.9629,-0.0405,1.1199,-0.3549,-0.8448,-0.1191,1.3681,0.8969,0.2694,-1.3733,-1.5125,1.2154,-0.0527,-0.0248,-0.8883,-0.5713,0.4102,-1.2005,-1.0693,-0.0654,-0.7172
115,0.3999,1.8754,-1.6295,-0.9176,1.2161,1.9876,-0.8362,-0.349,0.7328,-0.0099,0.8403,-0.9283,0.5108,1.2538,0.0639,0.4503,0.8713,2.4613,1.386,1.5999,-0.2367,0.8223,1.9324,1.3106,0.2831,-1.8664,-0.2195,1.0612,-1.3141,-1.4181,0.4031,0.4971
116,1.7687,2.1431,-1.1687,0.1729,2.8566,2.0875,1.1638,-0.4641,0.5853,0.0199,0.7872,0.012,-0.1005,1.0239,0.0518,1.5707,1.2133,2.698,0.6869,3.3678,1.3119,2.7349,2.0091,1.5118,0.8587,-0.5256,0.4337,1.0428,-0.4649,-1.1263,1.0009,2.1766
117,1.2306,-0.3399,-0.193,0.8586,3.1066,2.119,0.178,-1.3348,0.0941,-0.4159,1.0817,0.0174,-0.1079,1.1992,0.155,1.4305,0.6114,1.6376,0.267,2.2611,1.0172,2.543,1.0668,-0.1538,0.6192,0.9737,1.1971,-0.3389,1.0466,-0.2132,0.7762,1.6718
118,0.0266,-3.0169,0.5898,-0.337,2.1186,3.2553,1.1366,-1.1391,0.153,-0.5259,0.8085,-0.5522,0.7576,1.0119,0.5185,-0.202,-0.2063,-0.2156,1.2739,-1.5639,0.6813,0.9377,0.5531,-0.4222,0.1722,1.3084,1.4086,-0.8697,1.0395,-0.652,-0.536,-0.4129
119,-0.156,-3.4586,1.1928,-1.2745,2.1417,3.0949,2.0423,0.8376,0.4551,0.3765,-0.0628,-0.6291,1.3024,0.4603,0.6071,-0.9688,-0.935,-0.3009,1.7244,-3.4968,0.6597,0.1895,0.6717,0.2328,0.538,0.115,0.8788,-0.1669,0.7122,-0.8793,-1.4629,-1.922
120,-0.4977,-2.6153,0.9328,-0.3832,2.1895,3.4923,2.9368,2.4723,1.0692,1.1634,-0.2833,0.8186,0.7279,0.275,0.3474,0.2006,-0.208,0.2825,1.4954,-1.7428,0.3557,0.2382,1.0898,1.0122,0.9703,-0.4166,0.207,-0.0435,0.5571,-0.4926,-0.6656,-1.4054
121,-1.37,-2.2337,1.8062,1.0278,0.9575,3.1725,2.6108,2.0734,1.2203,0.6169,0.0739,1.5428,-0.1137,-0.0439,0.4122,0.9627,-0.3553,-0.5569,0.974,0.1441,0.3587,0.296,0.8011,0.9396,0.3366,-0.1318,-0.2283,-0.6433,0.1693,-0.1058,-0.2181,-0.1658
122,-2.318,-1.3305,2.4555,1.5932,-0.0555,1.998,1.5221,1.5896,0.9905,0.5757,0.2722,-0.3399,-0.3778,0.1918,0.9861,2.662,-0.74,-1.3501,-0.1241,-0.4524,0.369,-0.0289,-0.2292,0.4989,-0.6051,-0.2995,-0.6723,-0.6345,-0.0746,0.0781,-0.6095,0.1294
123,-1.4973,-0.9623,1.0597,0.497,0.4642,0.3751,1.646,1.2236,0.8021,0.413,-0.0975,-2.4024,0.205,0.6902,1.5282,2.7737,-0.5735,-1.355,-0.692,-0.4519,0.0619,-0.3642,-0.8513,0.5734,-0.7901,-0.6713,-0.6306,0.2159,0.4285,0.2233,-1.1485,-0.1225
124,-0.2686,-0.1853,-0.7586,-0.1648,0.5669,-0.9026,1.2562,0.9195,0.5402,-0.1342,-0.5078,-1.7316,1.0631,0.4616,1.2129,0.4423,-0.5569,-0.9282,-1.2495,0.9078,0.3053,-0.1165,-0.5255,0.7382,0.146,-0.8872,-0.0312,0.52,1.0216,0.3923,-1.5282,-0.2444
125,1.701,1.3876,-1.7319,-0.8138,0.4809,-2.5245,-0.4391,0.2731,0.7387,0.3724,0.3097,-0.0347,1.9555,0.4137,0.2952,0.0208,0.3659,0.3001,0.0407,2.6702,0.4831,0.6227,1.4324,0.129,1.017,-0.7272,0.2893,0.2358,0.654,-0.0489,-0.4303,0.8286
126,2.4582,2.3357,-0.3532,-0.9424,-0.1191,-3.3439,-3.0725,-0.6114,-0.6105,-0.379,1.3492,0.2522,1.6838,0.5519,-0.6325,0.6191,0.0293,0.921,1.2007,1.5931,-0.5565,0.6601,1.7847,-0.1715,0.3846,0.1523,0.8321,0.052,0.9302,-0.8087,0.6065,1.0249
127,1.7801,1.851,0.8067,-0.067,-0.5848,-1.8971,-2.2132,-0.2108,-1.5977,-1.2274,1.8224,-0.0532,0.4055,1.8916,-0.6004,0.1435,-0.667,0.2899,1.6042,-0.191,-1.2093,-0.0665,0.383,-0.4172,-0.7976,0.7593,1.2289,-0.0421,0.8277,-1.1936,1.2952,-0.3255
128,0.8206,2.2949,-0.4896,-0.637,-0.9372,-0.9154,-0.3303,0.0493,-0.8637,-0.6293,1.7605,-1.2346,-0.1585,1.9048,0.3884,-0.9925,-1.0599,-0.0343,2.1298,-0.3733,-0.5631,-0.5592,-1.2654,-1.4173,-0.999,0.3099,0.6507,-0.3082,-0.6148,-1.2291,1.7934,-1.2674
129,-0.5399,2.2061,-0.8288,-0.2172,-0.4812,0.4201,0.3324,0.5303,0.4236,0.4529,1.1379,-1.1021,0.0791,0.2336,0.5747,-1.7325,-1.0752,0.0419,1.5353,-0.6301,0.0926,-0.4432,-1.9215,-0.8738,-0.1831,-0.2668,0.0291,0.0345,-0.5772,-0.6062,1.63,-0.4249
130,-0.1702,-0.1662,1.1643,0.3044,0.1705,0.7702,0.7289,0.8493,1.6168,0.3079,0.5215,-0.3087,0.6566,-0.5478,0.3607,-1.255,-0.792,0.0205,1.2009,-1.3553,0.4355,-0.0943,-1.3568,0.7256,0.4588,-0.1294,0.2586,0.8621,1.0238,-0.114,0.6145,-0.3462
131,0.3196,-2.6938,3.5235,0.7184,1.1927,0.0732,-0.685,1.1333,0.8545,-0.381,0.1166,0.07,0.1379,-0.9075,-0.4029,0.4528,-0.4786,0.3208,0.6048,-1.6504,-0.7388,0.6702,-1.0857,1.531,0.5553,0.5699,0.7305,1.0901,1.8813,-0.3993,-0.3771,-0.33
132,0.2861,-3.1628,2.5477,1.608,2.014,0.9106,-0.8973,1.4426,0.4657,0.2375,0.2333,0.6178,-0.3954,0.3431,-0.7928,0.9722,1.1145,-0.0635,0.3757,-0.6534,-1.9953,1.5714,-0.807,0.7968,0.503,0.5793,0.1823,0.5278,0.8369,-0.7085,-0.2594,0.8094
133,-0.5792,-2.1403,0.5051,1.2091,1.6091,2.2952,-0.356,0.7207,1.1049,1.0777,0.3237,0.3661,-0.4581,1.0811,-0.3186,-0.0065,1.9536,-0.0998,0.6818,-1.5814,-1.6898,2.3356,-0.868,-0.6265,0.0723,-0.1145,-0.3103,-0.4176,-0.1144,-0.4584,0.3573,0.9133
134,-0.4729,-0.0232,-0.0897,1.0425,1.3212,3.4015,0.7236,-0.1358,1.0276,1.7108,0.417,0.3108,-0.9406,0.5715,0.1625,-0.7286,1.5729,-0.0796,0.8086,-1.7976,-0.0174,2.0151,-0.3386,-0.9401,0.0346,-0.0605,-0.2348,-0.3955,-0.264,0.278,0.502,0.9548
135,-0.138,0.9148,0.325,1.0275,1.2875,2.8353,-0.2175,-0.498,-0.1741,1.1986,0.757,1.0247,-0.6518,-1.4663,0.0904,-0.6465,0.5463,-0.7821,1.4032,0.4935,1.8309,1.4187,0.47,-0.5726,0.5404,0.8867,0.4311,-0.5617,0.7849,1.103,0.305,1.0159
136,-1.3338,-0.2427,0.4063,0.6847,0.8616,1.499,-1.699,-0.9157,-0.876,0.2899,1.1073,0.9726,-0.5874,-2.9469,-0.3007,-1.4152,-0.7089,-1.6096,1.0704,2.1657,1.4057,0.2501,-0.4722,0.4785,0.8115,2.2585,1.4872,-0.377,1.8929,0.6514,-0.2386,0.2527
137,-0.5145,0.8041,-1.1478,-1.0063,-0.6023,-0.0642,-1.6217,-2.0427,-0.6923,0.2188,0.4213,0.8523,-0.4162,-1.8842,0.0999,-1.6873,-0.4534,-1.4034,-0.4555,1.8775,0.3132,-0.981,-0.8934,0.5207,-0.1225,0.9254,0.3375,-0.4922,-0.3693,-0.5462,-0.9938,-0.639
138,0.0219,3.0289,-2.596,-1.7283,-0.8238,-0.6204,-0.7358,-2.637,-0.5818,0.5937,-0.6314,0.6526,0.347,0.995,1.2173,-0.1254,1.0073,-0.331,-1.3521,0.29,-0.5544,-1.7621,0.5158,-0.2171,-1.0328,-0.954,-1.1175,-0.5144,-2.8648,-0.3201,-0.7816,-1.0869
139,0.2609,2.072,-3.4511,-1.7213,-2.077,-2.0618,-1.1369,-1.9944,-0.1999,0.8235,-0.6607,0.8757,0.7463,1.8874,1.4253,1.5616,1.5675,1.1144,-0.518,-0.3869,-0.6004,-1.343,2.0601,-1.4341,-0.0238,-1.4799,-1.8725,-0.6242,-3.8032,-0.0039,0.0881,-0.4427
140,1.1888,-0.2617,-3.0377,-0.7872,-3.7176,-3.5663,-1.8319,-0.7757,-0.3336,0.165,-0.6743,1.4827,0.754,1.0951,0.1746,0.6667,0.3829,1.746,-0.3178,0.1176,-0.192,-0.7179,2.5396,-1.867,0.4565,-1.169,-1.3916,-0.9917,-3.2474,-0.0317,0.4825,0.8425
141,1.9518,0.5568,-2.2437,0.1203,-5.0012,-2.8859,-1.2489,-0.368,-0.2974,-0.8491,-1.3163,0.4815,1.1034,0.5628,-0.8601,-1.7503,-0.4687,0.9541,-0.9731,0.7349,-0.1168,-1.0531,1.8054,-1.1596,-0.7465,-0.7453,-0.9184,-1.4245,-2.0305,-0.9929,-0.1871,1.0897
142,2.1136,2.4576,-1.8038,-0.249,-5.595,-2.9913,-0.9389,-0.7026,0.6919,-0.7803,-1.7115,-0.13,1.1828,1.0559,-0.5289,-3.0277,-0.3764,-0.5194,-1.263,0.808,-0.273,-0.8343,1.5247,-0.7306,-1.1812,-0.5847,-0.4943,-1.6515,-1.2853,-1.4211,-0.4064,1.2253
143,1.1701,0.8118,-0.9518,-0.7196,-6.368,-4.2268,-1.6463,-1.1014,0.8739,-0.7637,-1.1516,0.3638,0.0678,0.9143,-0.2515,-1.9061,-0.2046,-1.4454,-0.6367,-0.2225,-0.3937,-0.2821,1.3991,-0.8784,-0.3987,-0.0552,0.8036,-0.9507,-0.1201,-0.4638,-0.1594,0.5209
144,-0.4997,-2.1288,-0.5928,-0.9207,-6.0382,-4.6066,-1.3809,-1.5737,0.2034,-0.8313,-0.6492,0.0019,-0.6728,-0.6015,-0.4937,-0.6776,-0.5004,-1.4065,-1.0623,-2.5186,-0.1241,0.379,0.3019,-0.4971,-0.138,-0.2428,1.8512,0.3215,0.5408,-0.0926,-1.1971,-1.176
145,-1.854,-2.1365,-0.6878,-2.008,-3.737,-5.2146,0.6449,-2.4016,0.0188,-0.8831,-0.8902,-0.5903,-0.7247,-1.1007,-0.9206,-1.4961,-1.6365,-0.7689,-2.0808,-2.6033,0.9094,-0.1009,-0.3927,-0.0461,-0.5598,-0.5549,1.6502,0.7798,-0.4217,0.2063,-1.7361,-1.5965
146,-2.8877,-1.4529,-0.011,-1.665,-1.9451,-5.8385,1.3364,-2.3507,-0.0524,-1.9151,-1.1777,-0.1968,0.0564,-0.613,-1.2671,-2.3239,-2.2399,-0.3196,-2.3908,-0.9476,0.5825,-1.4023,-1.0531,0.2532,-0.4519,-0.0266,0.7447,0.7881,-0.4281,0.6259,-1.1738,-0.8998
147,-3.5678,-2.2825,0.8049,-0.3259,-0.6115,-2.7592,1.3319,-0.3594,0.0859,-2.1841,-0.6703,-0.1309,1.0174,-0.1857,-0.7481,-1.4524,-1.7664,-1.3086,-2.0647,-0.1576,-0.4619,-1.9305,-2.4229,1.2832,-0.3086,0.3513,-0.3258,0.8901,1.7265,0.7651,-0.7183,-0.7598
