,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal
76,0.1959,-0.7523,1.4022,0.8639,-0.8756,-0.6864,1.4652,0.0299,0.8343,-1.1169,-0.521,-0.0751,0.2217,-2.672,-0.0631,-0.3089,-1.3628,-1.5873,0.3029,-2.9565,-1.3408,-2.7024,1.0386,-2.1401,0.6211,-0.8868,-1.3906,-2.1433,0.3965,-1.0421,0.7716,0.2879
77,0.8256,-0.9031,3.0241,1.168,-1.8628,-2.5744,0.4029,0.6609,1.2273,-1.1267,-0.4739,-1.3115,0.1217,-2.7385,0.2551,-2.0398,-1.5841,-0.9631,0.7126,-3.2032,-2.3437,-2.857,-0.3484,-0.5294,0.8642,-1.0648,-2.7434,-2.5712,0.1214,-1.4008,-0.334,1.2368
78,1.3203,-0.254,2.8184,0.0737,-2.5005,-1.6309,-0.2923,0.7857,1.2496,-2.4542,-0.6103,-0.4935,1.0835,-0.9449,-0.0933,-2.0279,0.0887,0.3883,1.388,-1.1318,-0.8617,-3.0358,-0.3978,0.7488,-0.5228,-1.6662,-2.9502,-2.1864,-1.5104,-1.1475,-0.1478,1.0411
79,1.2221,0.0981,0.8848,-1.2203,-0.372,0.5462,1.4983,0.7181,-0.6172,-2.3676,-0.7241,1.5382,0.4163,-0.4188,-1.2309,-0.548,1.4217,1.4292,1.5358,0.2884,1.4286,-2.2353,-0.2009,-0.7221,-2.2551,-1.5657,-0.818,-1.9242,-1.4707,-0.2944,0.1024,0.9681
80,-0.2662,0.1376,-1.2062,-2.5787,0.7114,-0.9191,1.5489,1.0255,-1.781,-0.5132,-0.1712,0.8318,-0.9589,-0.7296,-0.9063,-0.5487,1.7561,0.622,0.0335,-0.603,1.1129,-0.1367,-0.8434,-2.5333,-2.3948,-1.7542,0.7671,-1.4029,-1.6785,-0.0733,-0.6947,1.0837
81,0.0756,3.4485,0.8863,-1.1903,1.3743,2.7173,3.3817,2.7119,-4.893,0.4846,0.1576,-2.2129,-3.2844,0.0853,1.5781,3.1283,3.5436,-2.2352,-0.0147,2.0959,1.0395,2.7991,0.1783,-1.5281,-2.0457,-1.3109,1.9968,-1.8621,-1.1744,-0.456,-0.2291,-1.5291
82,0.8078,6.945,-1.3958,-0.7373,-0.1328,-0.9877,-1.3775,1.8625,-0.747,0.0177,0.7172,-0.1302,-2.6508,0.1266,2.4542,3.7994,3.3369,0.4207,-2.7937,0.2939,0.4251,1.6981,1.3518,-0.4451,-1.0414,0.8212,2.4097,1.0414,0.6578,1.8415,-1.0911,-1.9309
83,-0.8592,11.8016,0.4719,2.2136,5.3583,-1.6279,-2.1035,2.7548,-0.5943,0.4879,-1.4321,1.383,-1.6631,2.4881,4.3972,8.8285,8.8965,0.6275,-2.3565,5.1746,4.6337,2.2857,2.821,-0.6494,-2.8727,1.8949,4.4278,3.2696,2.3151,5.1521,1.9315,0.5889
84,-1.5692,11.9866,0.2917,4.8407,8.4667,-2.5289,-4.2245,3.8805,4.812,1.3073,-2.9839,4.8854,1.8299,3.9978,5.1441,10.4534,11.6163,2.188,-2.2112,6.8547,7.7511,1.857,5.8871,-0.4116,-1.9203,4.3263,5.5605,6.469,4.9564,7.272,3.704,1.3542
85,-2.3143,10.9843,0.3338,6.9578,11.0596,-2.7663,-5.0305,5.13,10.1877,2.2783,-4.0738,7.2931,5.3256,5.1854,5.6095,11.5576,13.5607,3.1263,-1.4335,7.6643,9.9927,1.2756,8.3912,-0.0477,-0.4058,6.4457,6.0675,9.1251,7.2478,8.7866,4.8683,1.8004
86,-1.0492,5.2758,-0.2788,3.1425,6.5298,2.343,-0.4948,2.2989,2.1017,0.8631,-2.9817,3.3314,2.0652,2.2761,2.3505,5.5946,5.7629,1.8079,-1.8295,5.6772,4.2396,0.3288,4.1687,1.2268,1.4158,4.2078,4.1357,5.5784,3.4615,4.656,3.8769,2.0867
87,1.546,1.566,0.5496,0.6775,1.4667,1.8456,3.9238,0.5274,0.1098,0.202,-0.6909,0.1895,1.6668,-0.6559,0.9416,3.291,1.0941,-0.756,-0.6674,-0.2606,-0.9396,-0.5341,1.8672,2.8704,4.5901,2.83,1.7167,2.554,2.1289,3.0775,-0.2334,1.6186
88,-1.0341,1.9939,5.7549,3.4995,7.1558,4.9214,10.2939,7.047,18.5026,4.5965,3.4049,-5.0409,7.6204,2.1077,4.9432,7.9926,5.9013,-1.3852,7.6083,-4.1066,-0.5105,-0.7952,4.3444,2.8402,9.405,6.1402,-1.9566,5.4592,6.8604,4.7699,-3.5474,-0.5716
89,0.6334,4.9103,7.0526,4.5581,8.2312,4.9035,9.1365,7.4089,21.2673,5.4971,4.5338,-3.9915,7.7159,2.6562,6.9049,8.081,6.7165,0.2901,7.7334,-3.7694,0.166,1.1881,6.305,2.2282,10.1754,7.2413,-1.5287,5.6994,8.0402,5.1589,-3.3581,0.4146
90,2.3257,8.6525,8.187,6.097,9.8691,4.4491,6.9138,7.8137,24.353,6.4596,5.2665,-1.8735,7.983,3.5677,9.2252,8.4985,8.2997,2.5104,7.3818,-2.6413,1.7624,3.4831,8.9889,1.4135,10.5813,8.7072,-0.5535,6.4189,9.5922,5.9603,-2.5481,1.7034
91,4.0095,12.2305,9.2706,7.6991,11.5482,3.8692,4.6222,8.2173,27.3086,7.3821,5.9164,0.2007,8.2792,4.4274,11.3641,8.9472,9.7845,4.6675,7.0828,-1.4796,3.2952,5.6804,11.5342,0.6006,10.9788,10.0867,0.4736,7.1639,11.0952,6.7984,-1.7403,2.9362
92,0.4525,-0.852,1.128,-5.3416,-6.5332,-2.2855,1.9788,-1.9093,-0.3632,0.6235,0.4379,-3.0424,-0.2236,-0.2132,1.4061,-2.7277,-0.3601,-1.4219,-2.6853,-2.3386,-0.9215,-0.3628,1.8062,-0.324,1.823,-2.3639,-4.0955,-2.148,-3.3306,-2.2901,0.6913,2.2195
93,7.8912,16.9333,9.9455,12.5631,15.9791,-1.1372,-3.5436,8.3416,28.0839,7.7158,4.8475,4.4604,8.2464,4.6376,11.1582,10.4123,10.1022,8.2651,6.7704,2.5346,5.4102,8.6364,13.4202,-1.7666,10.1238,10.2657,4.8332,8.6994,12.65,9.3091,0.4687,4.7736
94,9.7629,17.8892,9.3079,15.4339,18.5263,-5.0198,-8.9578,7.9439,26.01,6.9769,3.1489,6.5824,7.9096,4.0841,8.8848,11.1908,8.8089,9.7055,6.5993,5.061,6.0924,9.2271,12.7975,-3.2024,8.7132,9.0011,7.8923,9.229,12.5764,10.6801,1.8233,5.4709
95,3.1777,-1.492,2.396,4.0884,3.3393,-4.0306,-5.8413,1.476,9.0807,2.5994,-0.203,0.7136,0.4488,-1.0338,-1.2719,-1.1109,-0.81,3.4434,-0.0226,1.12,1.0071,2.7699,2.0859,-0.9079,0.8975,-1.1724,3.6236,4.0921,1.2786,0.9327,1.848,2.5407
96,7.4033,13.4697,3.9565,12.2395,15.7392,-2.7735,-8.3606,5.0718,20.6036,3.7616,1.7791,5.479,5.907,3.4416,4.6077,7.5069,2.4237,9.7684,4.9692,2.1736,4.8407,6.08,8.8281,-2.4133,5.3213,4.4609,6.3451,4.6646,8.1006,7.0983,1.198,5.3423
97,0.5859,-0.9,2.2818,2.7672,2.9102,0.2375,-1.5707,2.4714,5.0956,1.2656,-0.391,-3.0454,0.2077,1.2692,0.4146,0.5492,-0.2993,3.1685,-0.5271,0.4434,0.7651,1.3943,0.9244,2.3428,2.8962,-1.2452,2.7507,2.4203,1.1613,-0.0686,1.1974,2.084
98,-0.3928,-0.4882,-1.0997,0.2152,-0.1374,0.3711,-0.1969,1.5225,0.2497,1.154,0.7869,-2.8234,-1.483,1.1306,0.738,-0.0634,-0.1931,2.321,0.3464,-1.0634,-0.7494,0.3118,-1.5984,2.9614,3.1342,-1.0497,0.2875,1.7165,-0.5333,-0.3172,-0.1945,0.2015
99,-0.2428,-1.6159,-3.7841,-1.7722,-2.9899,-1.2128,1.0093,-0.5512,-4.8598,-0.7821,1.2204,-2.3393,-1.9918,-0.8714,-0.7676,-1.6418,-2.0622,-0.0485,0.7512,-1.9298,-1.3342,-0.945,-2.7158,0.6948,0.4291,-1.7826,-2.8689,-1.8036,-2.8729,-1.9069,-0.716,-1.5052
100,-0.1025,-2.4857,-4.5125,-3.258,-4.6975,-2.087,1.4827,-3.7183,-6.016,-2.7919,0.9859,-2.4754,-1.2534,-2.124,-1.4963,-3.0296,-3.0312,-1.2332,-0.9266,-1.6829,-2.602,-2.3972,-2.4572,0.0643,-2.9076,-2.5217,-4.1545,-3.3905,-5.8542,-4.1007,-0.2505,-1.6263
101,0.0011,-0.7737,-4.4843,-3.3101,-5.2987,-2.6977,1.3759,-5.5116,-4.8174,-2.4917,0.0044,-0.2806,-1.0953,-2.1241,-2.5513,-3.1276,-3.0252,-1.4403,-2.2228,-1.3718,-3.805,-2.2715,-1.8335,-0.6429,-3.9162,-1.7328,-3.8161,-3.237,-6.2023,-4.388,-1.2707,-0.3847
102,-0.1658,0.479,-2.5973,-0.1364,-4.0708,-1.3325,1.6622,-4.967,-3.9972,-1.7297,-0.6458,3.0326,-0.6167,-1.8814,-4.0593,-3.0299,-3.8881,-1.3684,-2.0177,-2.4915,-3.2551,-1.3264,-1.8507,-2.3062,-2.7957,-0.1394,-3.9319,-3.5257,-2.8077,-2.0493,-3.3643,-0.5671
103,-4.3942,-5.1545,-7.4811,-6.5446,-12.0498,-2.1644,3.3109,-8.0057,-8.0801,-2.6958,-0.131,1.3878,-2.2823,-3.6208,-9.038,-11.0591,-9.6436,-4.0622,-4.6734,-7.6215,-6.3755,-6.0983,-7.8987,-3.6193,-6.7473,-4.8446,-11.2684,-10.4555,-8.6925,-6.2038,-6.0668,-2.64
104,-5.013,-8.2229,-5.9267,-6.9315,-11.0235,-0.0868,4.2855,-6.9926,-7.6034,-1.6047,-1.0196,-0.1204,-3.3074,-3.6704,-8.5768,-10.9953,-9.5855,-4.8076,-3.4685,-7.3973,-5.0689,-5.4096,-7.7304,-3.4762,-7.0386,-4.5954,-10.1348,-8.7197,-7.9903,-5.1809,-5.4484,-1.0656
105,-5.5725,-11.9733,-4.9043,-7.6548,-10.0941,1.7766,5.2162,-6.2271,-7.2746,-0.6109,-2.0461,-1.7191,-4.723,-3.8474,-7.9454,-10.8137,-9.7438,-5.7434,-2.3626,-7.1393,-3.7873,-4.8196,-7.2916,-3.4136,-7.5801,-4.537,-8.6729,-6.9404,-7.651,-4.368,-4.6441,0.8586
106,-5.8887,-14.9993,-4.1165,-8.4335,-9.0613,3.0124,5.5338,-5.4831,-6.9523,0.2052,-2.8586,-3.2224,-5.6729,-3.8209,-7.3531,-10.4421,-9.3365,-6.3535,-1.5309,-6.5,-2.4798,-4.3932,-6.7274,-3.1724,-7.788,-4.3837,-7.0555,-4.6135,-7.4315,-3.7595,-3.681,2.4396
107,2.0023,-2.02,-0.6115,-0.1928,0.8583,1.6714,-2.2666,0.5487,-0.6709,2.3622,-0.4979,-1.1112,0.1103,-0.0396,-1.3543,-1.9558,-0.2446,0.8895,0.0804,-0.1761,1.2021,0.8405,0.5002,-1.3624,-0.8519,1.5456,-0.555,1.5081,1.1446,2.0709,-0.244,3.1924
108,0.1111,-0.6866,-0.4659,-2.36,2.5616,1.6152,-2.0612,-0.8128,0.0586,2.0095,1.1271,-2.8452,0.8988,-0.0691,-0.8548,-1.1511,1.7672,1.0262,-0.2697,-0.0549,1.4582,1.4904,0.2845,0.1836,0.8828,1.7998,0.6608,4.1895,-0.7996,0.3841,-0.25,2.2036
109,-1.9486,-2.7219,-0.8501,-5.0449,-0.4619,1.5037,-0.2743,-3.2211,-0.6118,1.456,1.0844,-3.5303,0.594,-0.7801,-1.5419,-2.0284,0.9663,-2.3492,-1.334,-1.3413,0.5102,2.7803,0.1242,0.4725,0.9813,0.6012,-0.3457,2.0395,-2.4967,-1.92,-1.381,-0.3311
110,-2.8422,-3.225,-1.0038,-3.8998,-2.1985,0.2815,0.1744,-2.9234,-1.4257,0.3366,0.099,-1.6619,-1.0605,-0.7337,-1.809,-2.6594,-0.0276,-3.694,-2.0066,-0.992,-1.4258,2.7174,-0.6493,0.6156,0.2722,-0.9949,-1.1254,-1.5277,-2.1034,-2.9121,-1.3584,-1.8922
111,-3.0935,-2.1839,-1.5373,-3.1,-2.977,-3.7691,-1.7902,-0.9091,-0.5357,-0.1398,0.2638,0.3785,-1.4221,0.3884,-0.8386,-2.7429,-0.9441,-2.3833,-2.4797,-0.4118,-1.8424,1.5618,-1.8165,0.9401,-0.4812,-2.0122,-0.312,-2.4253,-1.4467,-2.0667,-0.28,-1.3023
112,-2.4407,-0.6863,-0.6077,-2.4567,-3.4021,-4.0495,-1.2849,1.1749,0.0903,1.6641,0.6427,-0.2666,-0.2512,0.9547,-0.3128,-0.8132,-1.317,-1.9161,-2.0781,-0.7657,-0.6921,1.652,-1.0125,-0.1754,-0.5352,-0.4289,1.2266,-0.5715,-0.5901,-1.645,0.2453,-0.3358
113,-1.8793,-1.6657,0.5816,-1.7127,-2.3981,-0.5752,-0.3966,1.6976,-0.6643,1.4286,0.3026,-2.2554,0.9463,0.2589,-0.1046,0.4791,0.5696,-1.4898,-1.1913,-0.4859,0.6802,1.1451,-0.4138,0.0942,-0.4115,1.6717,1.8954,1.5997,0.4877,-1.3592,0.1785,-0.3936
114,-1.1625,-1.1632,0.3546,-2.1085,-0.4249,1.7226,0.0356,0.6775,-1.616,-0.2392,0.5769,-2.9736,0.59,-1.0745,-0.2439,2.00E-04,0.6779,-1.6935,0.0702,-0.518,0.4992,0.8782,-1.5848,0.9024,-1.7474,2.1336,1.415,1.5396,0.1155,-1.1943,0.032,-1.4074
115,-0.0353,0.9654,1.07,-0.6325,1.5355,1.0349,-0.1175,0.6434,-1.1003,-1.4883,1.4456,-1.0549,1.3344,-0.9055,0.5409,-0.1171,0.8299,-1.2044,1.0104,0.4083,-0.2948,1.614,-2.8107,0.9346,-2.5746,-0.2807,-0.594,-1.7752,-1.5207,-1.6814,-0.2859,-1.6668
116,-0.2978,-0.475,1.3427,-0.7712,1.163,-0.7776,0.0593,0.7982,-1.1715,-1.0812,1.4821,0.2578,1.3844,-0.4394,0.1027,-0.182,-0.3616,-0.9414,0.0684,0.4414,-1.6126,1.3915,-3.4256,-0.7803,-1.5772,-1.9533,-0.8818,-3.0462,-1.5298,-1.9045,-2.0373,-0.685
117,-1.2599,-3.5792,0.9811,-2.4793,-0.4894,-0.5613,0.579,0.6276,-3.4595,0.0441,0.493,-0.6362,0.235,-1.1958,-0.9966,-0.383,-2.141,-2.1738,-0.8076,-0.9023,-2.1284,0.4796,-3.6411,-0.7893,0.3051,-1.5569,-0.0816,-2.1048,-0.8681,-2.2174,-3.0605,-0.4908
118,-2.3223,-4.96,-0.3425,-2.7077,-0.2359,-0.8788,-0.2706,0.4916,-3.7297,0.295,-0.5212,-1.3266,0.1588,-1.5853,-0.6379,-0.1867,-1.412,-3.2711,-1.0019,-0.2877,-0.5559,0.1912,-2.5616,1.2936,0.3197,-1.2382,-0.267,-1.4881,-1.342,-3.2946,-1.3632,-1.0835
119,-1.6416,-4.2197,-2.3715,-2.8421,0.0299,0.0512,-1.322,2.0695,-0.9411,-0.1017,-0.2615,-1.9199,0.876,-1.2612,1.2523,0.6967,-0.5018,-1.9286,0.1811,0.0371,1.4206,0.7605,-0.378,2.78,0.2495,-0.7009,0.1749,-0.2005,-1.2404,-4.1444,1.0589,-1.631
120,0.1127,-2.3125,-2.2961,-3.1773,-1.2611,0.8237,-1.0004,2.639,0.931,-1.3767,1.2159,-2.4584,1.6078,-0.7747,3.1436,1.102,1.3225,-0.0318,1.0485,0.1465,1.1151,0.2288,0.35,1.8759,0.0149,-1.5539,-0.0459,-0.1526,-2.1543,-3.5231,2.2251,-1.035
121,0.7442,0.6174,-0.9112,-2.5832,-1.8995,0.2006,0.2638,1.1204,0.7755,-1.6677,2.1552,-0.8589,1.5718,-0.1791,3.0397,1.3983,3.5175,0.1133,0.452,0.5793,-0.2721,-0.9871,-0.1288,-0.1495,-1.0655,-1.9271,-0.9338,-0.9728,-2.3027,-0.6917,1.5815,0.5961
122,1.3495,1.2114,-0.8304,-1.8964,-0.0848,0.7274,1.8939,-0.3422,-0.2265,-0.5134,1.5177,0.8982,-0.0045,0.486,2.271,2.8138,3.9781,-0.8301,0.3641,1.2624,1.2771,-0.0481,0.759,-1.4219,-2.1314,-0.153,-0.8622,-2.1685,-2.4061,-0.029,0.6036,0.3864
123,1.7331,0.0302,-1.3836,-1.5564,1.8738,1.3303,2.6785,-1.0899,-0.2052,-0.8611,1.0555,1.1536,-0.4651,0.8627,2.263,3.3543,3.2601,-1.331,1.3638,1.1175,2.0942,0.079,2.1981,-0.5286,-1.5543,2.3222,0.5443,-2.355,-3.1417,-0.7028,0.1024,-1.3103
124,1.7242,-0.0819,-2.5082,-1.4622,2.2346,1.3116,1.2871,-1.2055,0.569,-1.09,1.0139,0.5692,0.6778,0.927,1.8433,2.6252,2.4415,-1.0164,1.7498,1.6829,1.4802,-0.2099,2.303,0.8057,-0.4269,3.6105,1.4149,-1.3346,-2.3493,-0.5417,-0.0795,-1.9503
125,1.5813,-0.6316,-2.4289,-0.9531,1.0806,2.4693,-1.0561,-0.6501,1.812,0.9719,0.6565,-0.5604,2.4694,1.3356,0.6756,0.012,0.8365,1.3875,1.7258,1.6132,1.7672,0.0862,1.4555,0.8472,-0.6229,2.1387,-0.4442,-1.3723,-1.4703,-0.5231,-0.5063,-0.4838
126,0.9501,0.3521,-0.9871,0.0996,0.5227,2.9491,-1.4022,-0.6872,1.9798,2.2094,-0.1786,0.6415,2.9149,2.1875,0.0805,-1.2329,-0.2023,4.361,2.0525,1.524,2.5881,-0.3235,1.3773,-0.0829,-1.2359,1.1012,-0.9987,0.2227,0.0522,-0.105,0.2751,1.0827
127,0.0313,1.64,0.4378,0.555,0.2303,0.922,0.2689,-1.0692,0.4214,2.0356,-0.7834,2.5034,0.8568,0.9936,-0.0167,0.137,-0.6044,3.829,1.83,1.618,1.3232,-0.13,0.1957,-0.8306,-1.0809,0.5639,0.5463,2.0201,2.1787,0.0517,0.8825,0.9216
128,-0.3982,1.8785,1.961,1.3166,0.4692,-0.4466,1.9101,-1.596,-0.6798,0.3559,-1.6782,2.9105,-1.605,0.569,0.5857,1.2312,1.0538,0.7808,1.0775,1.4127,-0.2873,-0.1747,0.1708,-0.6556,-0.4321,-0.5152,1.6497,1.1317,2.9845,0.3967,1.0506,0.1263
129,-0.6036,0.9323,2.585,2.6126,1.7475,-1.1007,1.5879,-0.3151,0.4137,-0.5642,-1.6412,1.5522,-1.6446,1.5196,1.6891,0.7404,2.0039,0.1497,0.6963,0.3061,-0.9348,-0.188,0.7993,-0.1416,-0.2765,-0.1889,1.3115,0.0684,3.0096,0.3885,0.7886,-0.7619
130,-1.2697,-0.6239,3.3796,3.7399,1.1143,-2.6028,-0.4537,0.5785,2.4815,0.3492,-0.6557,-0.3377,0.5432,0.9618,1.4858,-1.6269,0.7703,1.8159,0.7007,0.2354,-1.4438,-0.9939,-0.6412,0.0713,-0.868,0.1221,-1.016,-0.867,1.584,0.1439,0.0502,-0.3744
131,-2.1555,0.2413,2.4857,3.0315,-0.572,-3.977,-3.0101,0.2032,3.6764,-0.2027,-0.1698,-0.062,1.428,-0.4419,0.4621,-2.847,-0.4756,2.7433,0.0983,0.8487,-2.3861,-2.6413,-1.4938,0.4314,0.3383,-0.195,-1.5682,1.5827,0.5334,1.4993,-0.7621,1.8178
132,-1.7972,0.8064,0.8037,1.129,-1.7644,-1.9228,-1.732,-0.6053,2.1452,-1.3463,-0.2936,0.2046,-0.26,-1.2293,-0.1109,-2.0728,-2.7158,1.1689,-0.173,-0.7412,-2.8046,-2.1934,-1.2576,0.5242,2.001,-1.0031,-0.9282,2.1539,0.2137,1.6551,-0.699,2.2249
133,-0.7453,1.2956,1.3914,1.1369,-0.4937,0.5961,1.0109,-1.8578,2.4389,-1.4908,-0.4391,1.2685,-0.6157,-0.0501,0.8929,-0.6743,-1.2151,0.0996,0.7772,-0.3167,-1.1758,-1.1925,-0.5436,-0.3342,1.4537,-1.2395,-1.0483,1.2551,0.1822,0.7846,-0.0505,1.1943
134,-0.6664,-0.12,2.3596,2.1333,0.4898,1.8516,2.0052,-2.0359,2.379,-0.7214,-0.1491,1.4348,-0.7054,0.9962,0.9295,-0.3636,-0.9099,0.6627,1.0553,1.0328,-0.5584,-0.1313,-0.8351,-1.2408,0.4481,-0.334,-1.0887,1.086,1.6826,0.5791,-0.8082,0.1221
135,-1.3178,-2.6433,4.0827,3.8227,0.5807,0.6116,-0.2425,-0.5079,1.3124,0.5264,-0.1778,-0.2106,-0.7773,1.0458,0.4181,-1.6726,-2.7782,1.8551,0.0303,1.2962,-0.5981,0.9474,-1.5579,-0.7812,0.4274,0.0667,-1.2304,0.3917,2.2491,0.8312,-1.1097,-0.3248
136,-2.2175,-1.8825,3.8501,3.9598,-0.0806,-1.916,-3.9972,1.5064,2.8096,0.8394,-0.5086,-1.459,0.2464,0.5756,0.9822,-2.4707,-2.4077,2.0285,-0.6708,2.2481,0.4225,1.4357,-1.3047,0.8792,0.6367,0.0736,-0.6415,1.7659,2.0438,0.0111,0.5022,-0.2741
137,-2.0681,-0.6961,1.6629,3.5915,-0.1356,-1.2836,-4.1433,2.2633,2.5882,0.4435,-1.3033,-1.4997,-0.3895,-0.3661,0.4286,-1.1671,-1.6534,0.7043,0.4664,1.8775,0.8953,1.6855,-0.6601,1.0026,0.0624,-0.1716,0.3485,2.2595,2.9736,-0.1703,1.5724,1.1987
138,-0.2833,-0.3833,-0.1824,2.367,0.4002,-0.124,-1.3276,2.3276,0.9347,-0.2611,-1.5966,-0.5709,-0.6604,-0.2661,-0.6385,0.382,0.4872,-0.7168,1.4722,1.1023,1.5365,0.6107,0.4618,0.1517,-0.8658,-0.5559,0.9142,2.3697,2.3965,-1.3992,1.2477,0.9795
139,1.1316,0.9236,-0.9753,0.5059,0.2762,0.3693,0.4827,1.5201,-1.2926,-0.6456,-1.2834,-0.3469,-0.566,-0.6589,-1.0089,1.4751,1.1084,-1.4545,0.3571,1.0116,0.466,-0.4681,0.4301,-0.2953,-0.9081,-0.4471,1.2951,1.4583,-0.0333,-2.1074,-0.3898,-0.9104
140,2.5526,2.9736,-0.9009,-0.2592,1.0851,0.9851,0.7231,-0.0681,-3.9403,-1.0067,-0.5722,-0.0328,-0.0055,-0.3977,-1.0976,1.6156,0.3599,-1.3163,-0.8688,1.2239,-1.344,-1.3434,0.8416,-0.457,-0.2828,-0.9091,1.6259,-2.0935,-1.9682,-1.1964,-0.9496,-1.4376
141,2.4894,3.3998,-1.7944,-1.1957,1.4016,0.9142,0.4309,-1.3532,-4.0139,-0.5702,0.13,1.6127,0.5604,-0.1931,-0.8496,0.0574,-0.2107,-0.5864,-0.9397,0.5948,-1.3764,-1.5235,1.468,-0.3916,0.0494,-0.6499,2.0079,-3.2832,-1.0061,0.7555,-0.0984,-0.7843
142,1.8677,2.4534,-2.7263,-1.215,2.175,1.4694,-0.7848,-0.5849,-1.4316,0.9067,0.7216,2.4577,0.9246,-0.0483,-0.6214,-0.2159,0.3853,0.6426,-1.3645,0.6516,-0.048,0.4414,2.6302,0.1094,0.303,0.0428,2.0575,-1.2511,-0.1477,1.4617,0.6495,-0.7862
143,1.918,3.5306,-2.8551,-0.0233,4.097,4.6827,-1.5229,0.3312,1.7146,1.2102,0.9052,2.3727,2.7871,0.8694,-0.2394,2.9766,0.9675,2.343,-0.8696,1.2209,2.1144,3.213,4.2931,1.0609,1.8608,2.3446,2.5696,3.2517,1.0006,2.8816,-0.4825,0.0345
144,-2.5192,-4.7347,-2.8115,-2.9649,-0.0774,5.3134,2.5272,-0.992,-0.189,0.5571,-1.0463,-0.4633,2.8145,1.4583,-1.0873,4.898,2.8294,-6.2124,-2.1184,2.1102,5.1682,1.5357,2.9852,-0.5561,0.0136,0.3205,-0.0018,3.3414,-0.4631,1.0265,-1.7384,-1.4492
145,-2.3242,-4.1878,-2.2167,-2.0534,0.767,5.249,3.0574,-1.0592,0.1923,0.7065,-1.1538,0.0449,2.739,1.4343,-0.9019,5.5447,2.9484,-6.113,-1.5755,1.9499,5.1142,1.4639,3.126,-1.2329,-0.001,0.7859,0.1157,3.3139,-0.0786,1.7866,-1.9265,-0.9954
146,-2.1808,-3.7531,-1.7631,-1.3112,1.392,5.0478,3.6388,-1.1258,0.3792,0.8862,-1.0228,0.6339,2.2705,1.1764,-0.7042,5.5159,2.9044,-5.9417,-1.0735,1.486,4.4809,1.0687,2.9695,-1.7843,0.0707,0.9827,0.2154,2.803,0.2526,2.2591,-1.9427,-0.7655
147,-2.0497,-3.2998,-1.2555,-0.5597,2.0724,4.9089,4.2191,-1.124,0.691,1.1568,-0.847,1.212,1.8272,0.9706,-0.4609,5.5386,3.0157,-5.7693,-0.5836,1.0917,3.917,0.7527,2.8817,-2.2787,0.1759,1.2111,0.3236,2.4037,0.5958,2.7136,-1.9084,-0.5638
148,-1.9414,-2.841,-0.7392,0.2034,2.7734,4.8085,4.7769,-1.1105,1.0677,1.4427,-0.7235,1.76,1.467,0.8041,-0.2229,5.6933,3.1682,-5.6131,-0.0875,0.7457,3.477,0.5112,2.8473,-2.7828,0.2694,1.4961,0.416,2.1271,0.9524,3.232,-1.9067,-0.3453
149,-1.8258,-2.3688,-0.2009,0.9886,3.5104,4.7314,5.3431,-1.0912,1.4629,1.7363,-0.6057,2.3123,1.1237,0.6604,0.0196,5.8995,3.3544,-5.4671,0.4078,0.4323,3.074,0.2921,2.8464,-3.2916,0.3654,1.7984,0.5195,1.8852,1.3168,3.767,-1.9062,-0.1173
150,-1.7201,-1.8962,0.3249,1.7701,4.239,4.6449,5.8893,-1.0763,1.8578,2.0214,-0.5052,2.8564,0.7808,0.5087,0.2523,6.1066,3.519,-5.3108,0.8985,0.1072,2.6694,0.0691,2.8389,-3.7979,0.4572,2.0987,0.616,1.6482,1.6779,4.3153,-1.9143,0.1062
151,-1.6097,-1.4189,0.8603,2.5637,4.9867,4.5732,6.4571,-1.062,2.247,2.3111,-0.3971,3.4156,0.4298,0.3613,0.4868,6.324,3.6986,-5.1667,1.3908,-0.2109,2.2612,-0.1588,2.8422,-4.312,0.5547,2.3997,0.7211,1.4044,2.0458,4.8668,-1.9186,0.3282
152,-1.5038,-0.9567,1.3947,3.3719,5.7436,4.5293,7.0728,-1.0617,2.6045,2.6023,-0.2967,4.0016,0.0824,0.2098,0.714,6.5786,3.8831,-5.0623,1.9018,-0.5313,1.8579,-0.3971,2.8494,-4.8695,0.6516,2.7115,0.8269,1.1488,2.4334,5.4518,-1.9412,0.5537
153,-1.3858,-0.5521,1.9597,4.2455,6.5607,4.6117,7.9147,-1.1071,2.8465,2.9122,-0.1858,4.7005,-0.2544,0.069,0.9354,6.969,4.1317,-5.1336,2.4887,-0.8216,1.484,-0.6622,2.8916,-5.5914,0.7514,3.0677,0.9547,0.8368,2.8961,6.119,-2.0097,0.8088
