,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal,Somatomotor_Dorsal
11,-0.4374,2.0245,1.0464,1.3639,-0.85,1.0723,1.1955,-0.035,-0.2266,1.4095,0.5798,2.8753,0.6542,0.1451,-0.5243,-0.1135,-1.3316,0.5694,0.6285,-0.8738,-1.1722,-0.7425,1.2337,-1.2546,0.3333,-0.3125,-0.858,-2.2842,4.2887,0.0871,-1.4939,0.6542
12,-0.8324,2.4817,2.4755,2.344,0.6738,1.2483,1.7324,-0.3665,-1.1285,0.2751,0.0528,3.6954,-0.7056,-0.1199,-0.3586,0.8308,0.3991,0.0709,0.0036,-0.2553,-0.8209,-1.2694,0.6519,-1.1673,-1.0275,0.115,-0.0719,-1.9409,4.415,0.4778,-1.7272,-0.2834
13,0.4018,3.037,2.0756,2.7068,3.9284,-0.7687,1.1188,0.1565,0.4835,1.0527,-0.3907,6.0442,-0.8215,0.3836,-0.244,1.9251,4.0629,0.6427,-1.2919,-0.125,-0.4874,0.0321,0.3222,-2.0567,-2.1733,1.0546,1.5189,1.1819,3.2728,2.5003,0.5088,0.7456
14,1.2068,1.5613,0.1028,-0.4694,3.246,-0.4539,2.8409,-0.2958,-0.3906,0.3834,0.103,3.7335,-1.6581,0.2877,-1.7988,0.4017,3.2743,2.444,-1.2681,-0.7432,-1.4981,0.2719,-0.3276,-3.6579,-0.9908,0.6274,0.8405,1.8038,0.3562,2.579,1.0354,1.2062
15,1.5547,0.8718,-0.1552,-2.985,0.422,-0.6023,2.082,0.0865,-0.6163,0.5814,0.451,-1.7547,-1.6275,-0.634,-2.7143,0.2637,1.4744,3.7085,-0.788,-1.0043,-2.2517,-0.1289,-0.8884,-2.2466,2.3079,0.623,-0.8914,1.021,-1.3968,1.566,0.9462,2.109
16,2.4338,1.5612,-0.725,-3.1322,0.1694,-0.8936,-0.8668,0.7545,1.0106,1.0974,-0.0099,-2.6653,-0.9889,0.1374,-1.7874,2.2556,2.4398,3.2883,-0.5755,-1.0512,-1.0303,-0.0612,0.3874,-0.1818,1.95,1.6982,0.1397,3.1325,-1.5138,1.7256,1.8804,2.7992
17,1.9514,0.7944,-0.9753,-2.3936,-1.4791,-0.432,-1.2936,-1.0565,-0.2667,-0.4683,0.2435,-0.8953,-1.6234,-0.0111,-1.6893,1.7752,1.3267,-0.0055,-0.4101,-1.1188,-1.6102,-0.0452,0.5209,0.4578,-0.6439,1.1591,1.4815,3.5673,-1.6288,0.5338,0.8423,0.8854
18,1.2682,-0.5776,-0.0855,-0.0867,-2.0865,-0.0121,-0.1284,-2.5646,-1.4958,-1.7101,0.8519,0.1669,-2.6442,-0.994,-1.1906,1.047,-0.1222,-2.4596,-0.4321,-1.0847,-1.3863,-0.5457,-0.5468,0.6268,-2.1061,-0.0219,2.0378,0.6605,-2.0355,-1.3629,-0.2168,-0.7637
19,-0.0522,-2.0487,-0.4023,1.6181,-0.996,1.2019,1.3892,-2.7931,-1.0097,-1.8557,1.4288,0.1024,-1.441,-0.7293,0.0185,0.996,-0.5983,-2.2072,0.3004,-1.0877,0.7029,-0.8185,-0.5795,0.985,-0.6618,-0.1057,1.9109,0.6448,-1.3376,-1.804,0.2624,-1.9288
20,-0.447,-0.8081,0.5164,3.5509,1.0386,1.7739,1.1355,-1.7695,-0.3648,-0.5447,0.9208,-0.7492,-0.1321,-0.1881,0.1708,0.7759,-0.1804,-0.3392,0.5744,-0.0759,0.9039,-0.4322,-0.0906,1.3665,1.2772,-1.0509,0.8147,1.7514,0.5543,-0.1455,0.6938,-1.5704
21,1.0808,2.8814,2.9227,5.2657,3.7258,1.3536,1.4996,-0.1066,1.0767,0.4486,-0.6646,-0.3035,-0.4294,0.1246,0.4828,1.8367,2.6325,2.181,1.1301,0.6712,0.2819,0.1776,0.96,1.4628,1.3527,-0.9116,1.481,4.8425,3.5898,2.6889,1.1293,0.4559
22,0.0293,1.633,2.4642,3.4577,1.5832,-0.4397,1.3538,0.3948,1.1007,0.6376,-1.3374,-0.1875,-1.4014,-0.0304,0.9623,1.123,2.375,1.3873,1.1277,0.8073,-0.0268,1.1157,0.3341,1.2386,0.528,-0.4991,1.298,6.5788,4.3798,2.8535,0.5738,1.2598
23,-1.9737,-0.0706,0.5184,0.9387,-1.0222,-2.2661,0.8379,0.6774,0.658,-0.3147,-1.7763,-0.547,-1.8929,1.1141,1.1906,1.5172,0.8033,-0.5586,0.3539,1.2298,1.1345,1.0315,0.1259,0.9525,-0.075,-0.5956,0.2226,4.7968,1.7178,1.4211,-0.6234,1.0359
24,-2.0331,1.1407,-1.4203,-0.9681,-0.0543,-1.051,1.1054,0.4764,1.6941,-0.7865,-1.6629,-0.783,-0.5974,2.2467,0.8477,1.4965,0.7296,-0.2782,-0.5852,1.7262,1.9198,0.7429,0.4634,0.6798,0.6249,-0.4244,-1.0254,1.8518,-1.0709,0.6174,-0.3316,-0.0798
25,-1.4803,1.3547,-3.596,-2.218,0.9822,1.4989,0.6207,-1.0023,2.3751,0.0694,-1.2191,-1.8312,-0.7679,1.1978,0.773,1.4707,2.0556,-1.0986,-2.4829,1.9191,1.9682,1.0488,0.6897,1.1854,1.3494,0.4737,-0.2194,0.795,-2.5179,0.5091,0.1844,-1.252
26,-1.7489,-0.5038,-4.5561,-4.0432,-0.8584,1.9309,0.4575,-1.9947,-0.0757,1.0483,-0.4216,-1.9744,-2.1293,-0.274,0.6857,0.9394,1.4618,-3.8939,-3.5967,1.0068,1.5054,2.2709,0.9913,2.0224,0.5649,1.0486,0.9616,0.3389,-3.5583,-1.0096,0.1004,-1.8744
27,-2.0587,-1.7961,-3.1728,-4.9932,-1.3951,0.9905,0.2362,-2.8909,-1.9331,0.7718,-0.0106,-0.3078,-3.0128,-0.8736,0.8583,0.7376,0.4195,-4.4779,-2.2294,0.7871,-0.1012,3.4844,0.929,1.4607,-0.4712,1.1079,0.6225,-0.5012,-4.6758,-3.3876,0.6391,-2.5478
28,-1.8116,1.1601,-1.4249,-4.1166,1.4417,1.1972,0.3952,-1.3565,-1.4729,0.7656,0.7329,0.5172,-1.6141,-1.0367,0.8154,0.8671,0.7895,-1.9839,0.2426,0.3054,-0.8868,3.7077,0.2132,0.5613,-0.0158,1.4614,0.0688,-0.1276,-2.7966,-2.6791,0.6637,-2.3801
29,-0.5354,2.1567,0.1654,-2.0105,3.4009,0.4147,-0.1447,1.8887,-0.5681,2.0042,0.7053,0.3328,0.1901,-0.8836,-0.8271,0.8983,1.3062,-0.6401,0.2931,-0.8075,-0.9444,2.6553,-1.0223,-0.7552,0.941,1.4478,0.578,-0.3235,-0.1223,-0.3913,0.07,-0.1959
30,1.3377,-0.6561,1.4318,-0.082,4.3782,-0.3695,0.113,3.6081,-0.2798,0.9437,-0.2935,0.5821,0.8585,0.0676,-2.0814,1.4167,1.7694,-0.4842,0.1465,-0.0363,0.4315,0.5562,-0.282,-0.3806,0.5577,1.9125,2.473,0.6035,1.3946,0.964,0.5192,1.5012
31,1.7507,-3.481,0.9089,0.8628,2.695,-1.2498,-0.639,2.3771,0.2685,-0.6697,-0.3924,0.3073,0.8776,0.0218,-2.4479,0.9021,0.1431,-0.5974,-0.5824,-0.1541,1.6284,0.1812,0.4418,0.7568,0.3397,1.6605,2.9334,0.9006,1.8705,0.407,0.6488,1.0665
32,0.9939,-3.1165,-0.3488,2.314,0.2736,-1.0233,-1.2069,0.7173,1.5613,-1.3282,0.0978,-1.7782,1.6195,-0.3814,-1.6299,-0.5799,-2.2786,1.3129,0.0245,-0.7118,0.5059,0.5247,0.3098,1.0469,0.2199,0.9303,1.6892,-1.1545,2.1654,0.3161,-0.0786,2.9282
33,1.1262,2.0459,-0.4812,2.4801,0.0597,1.7614,0.0929,1.5731,2.4335,-1.106,1.9314,-2.4486,1.9991,-0.4465,-0.7757,0.0706,-0.9316,2.4314,2.2822,-1.7278,-0.5511,0.5089,0.3923,1.7263,1.2905,1.2117,1.6945,0.6912,3.577,1.5806,0.0143,5.3096
34,1.7873,4.1716,1.0071,1.1431,-0.7637,3.2057,0.7688,2.2119,1.6367,-0.4229,2.3101,-1.7882,1.6676,-1.3935,-0.431,0.1198,0.9538,1.5929,1.6465,-2.4768,-0.8334,0.044,0.1399,1.805,2.2779,1.0684,1.6347,1.7869,3.0628,0.8457,0.3083,4.1764
35,0.8671,0.4507,2.249,-0.216,-1.0552,0.9967,-0.0166,0.5919,1.2363,1.0934,0.9417,-0.3508,0.227,-2.2958,0.7166,-0.8382,0.9315,-0.4995,0.3304,-1.1628,-0.8575,-0.3491,-0.6318,1.3166,0.9813,0.5866,0.0367,-0.527,1.078,-1.2345,0.9666,0.8272
36,-0.9921,-3.5222,1.1732,-1.004,-0.8778,-1.2287,0.3073,-0.0774,2.2218,1.3297,0.6117,0.9809,-0.5197,-1.1756,2.0459,-1.0252,1.0107,-1.4782,0.5143,-0.6599,-0.1107,-0.3481,-1.4252,0.5237,0.3195,0.2986,-0.2692,-2.2873,0.8617,0.0611,0.5885,-0.9249
37,-1.297,-4.6798,0.3429,0.3278,0.3248,0.2701,1.7779,1.9169,1.4244,0.9893,0.7853,0.5601,-0.0704,-0.1083,1.0054,0.5346,0.5319,-1.4987,1.3949,-1.1017,1.4813,0.4378,-1.6522,-0.4572,1.0685,1.4101,-0.1575,-2.5083,2.0407,2.1946,-0.8402,-1.17
38,-0.3209,-3.5352,0.4494,1.3995,3.273,3.7096,3.3637,3.0176,1.1191,1.457,0.1822,-0.7856,0.8718,0.5837,-0.027,2.9559,1.0418,-1.0352,2.5809,-0.0842,3.8984,0.9174,-0.5417,0.0379,1.5339,2.3367,0.9737,-0.2032,2.7642,2.12,-0.7646,-0.8106
39,0.1245,-1.516,0.1839,0.0915,2.7992,3.1457,2.8333,1.3319,1.9778,1.7617,-0.4941,-1.8979,1.1532,1.1019,0.2646,2.0004,1.1446,0.2669,2.2172,1.1105,2.7845,0.9016,0.8975,0.7477,1.5832,1.6495,2.2699,2.0494,2.3492,1.6673,-0.3141,-1.2684
40,0.2662,-0.8562,0.3135,1.1971,2.1574,1.9823,1.6599,0.9657,2.8042,1.9582,-0.3839,-1.3259,0.4377,0.7374,0.9671,1.5079,0.6606,1.4213,0.9932,1.218,0.9063,1.3294,2.0694,-0.2237,1.4771,2.1939,2.0857,2.4575,2.0172,2.6413,-0.8992,-1.0196
41,1.1126,-0.2283,1.0059,3.0948,3.432,2.1496,1.6648,1.6574,2.7189,0.762,-0.4672,0.9346,0.0903,0.2918,1.6327,1.7951,-0.603,2.8112,1.5522,0.348,0.1752,0.6852,2.7974,-1.3329,0.781,4.033,1.4178,3.0251,2.4706,4.676,-1.0781,0.0797
42,0.6824,-1.3042,2.0418,3.2226,4.0847,0.1765,0.2229,1.6847,1.1737,-0.3841,-0.8486,1.7117,-0.1437,-0.5331,1.4308,0.7518,-1.8154,1.3732,1.1321,0.3792,-0.2236,0.2145,1.9799,-1.5256,2.2248,3.3049,0.7252,1.5918,3.1937,4.3297,-1.4048,0.7778
43,-0.6742,-1.7323,2.7998,2.114,2.3165,-1.6243,-1.6115,1.9557,-1.2812,-0.4631,-1.0978,-0.2982,0.0185,-0.6132,-0.4138,-0.9618,-1.8532,-1.6002,-0.4205,0.4542,-0.3603,-0.3576,0.0194,-0.6159,2.41,0.4159,0.5776,-0.4957,1.3025,1.9806,-1.1489,0.7473
44,-0.9998,0.1448,2.1653,0.5415,1.1721,-0.7849,-2.0631,2.4663,-1.3092,-0.3265,-0.2835,-1.2403,1.297,0.5427,-1.1793,0.0998,0.3116,-3.708,-0.7549,0.841,0.6836,-0.1112,-0.6527,0.6994,0.5919,-0.2171,1.2631,1.2029,-0.5073,-0.5485,-0.0069,-0.2565
45,-0.5512,2.3841,1.247,0.0073,-0.1366,-0.5105,-1.8456,2.1722,-0.1437,-0.1434,1.2523,-2.2053,2.7369,1.5285,-0.6714,1.7995,1.4831,-2.0575,0.533,0.952,0.577,0.6869,-0.1621,1.4627,0.4239,-0.4762,0.1548,1.6848,-1.0404,-2.1201,0.6074,-0.2534
46,0.8187,4.2027,1.6084,0.211,-0.2232,-0.8086,-1.4107,1.8622,1.1037,0.6143,1.4954,-3.2453,2.6526,1.3619,0.6381,1.8857,1.9332,1.1256,1.4125,0.8722,-0.7718,0.7087,0.8028,1.8199,1.7089,-1.1568,-1.5276,-0.2728,-0.4805,-2.9323,1.8837,1.7951
47,3.0185,4.4298,1.5451,0.6671,0.2437,-0.9373,-0.9251,0.4989,1.2472,1.8518,1.0218,-1.0272,1.1952,1.3368,2.2163,2.2524,3.6646,3.0227,0.5118,0.1735,-1.3856,1.1181,2.3435,1.8835,2.3575,-1.1287,-1.4028,-1.6857,0.555,-1.9925,2.9794,2.412
48,1.9069,-0.1798,-1.1719,-2.8639,-3.2357,1.0665,0.4688,-2.9223,-0.9319,0.6474,0.069,1.8214,0.1441,-0.3006,1.2605,0.2949,1.4969,0.4993,-0.5211,-0.8388,-0.4621,-0.1525,1.8477,3.2631,0.1673,-2.2612,-1.4144,-2.9611,-1.6662,-2.9485,2.2067,1.051
49,0.3892,2.6867,-1.5015,-3.9927,-1.035,2.134,0.1351,-1.1795,7.2236,2.4023,-1.4037,2.0424,3.7595,0.5293,-0.3423,0.6565,5.0542,1.4539,3.72,-0.3671,-0.4837,-0.3955,2.2756,4.0415,-2.2545,-1.8295,-4.8182,0.0407,-2.6304,-1.8725,2.9458,-0.7234
50,0.6964,2.9553,-1.8899,-4.0594,0.3104,2.5752,-0.7364,-1.4538,5.0618,2.6616,-1.2776,1.5342,3.1656,0.4637,-0.5077,1.4013,4.7621,0.5646,2.594,1.1948,-0.8658,1.3094,2.5842,3.1443,-2.0052,-0.8698,-3.0408,2.191,-2.6744,-1.145,2.6072,-1.359
51,-1.1505,-2.8181,-5.7362,-5.2532,-2.416,2.4089,-0.4108,-4.5169,-1.5077,0.0811,-0.5437,0.1519,0.4394,-1.6163,-1.2218,-1.6978,-1.7862,-1.9646,-0.7564,-1.0259,-2.3325,-0.6047,-0.6675,1.1839,-1.8704,-2.0999,-2.5005,-2.6628,-3.9321,-1.943,-0.6714,-1.677
52,-1.7561,-2.885,-4.4858,-2.3889,-3.3269,1.8503,-0.2547,-4.8263,-3.2443,-0.7531,0.5514,-1.7827,0.2176,-1.9052,0.0531,-2.2811,-3.0591,-0.6023,-1.1997,-0.925,-2.7699,-1.3711,-1.1967,0.2889,-1.3875,-0.0617,-1.9588,-2.4347,-2.5154,-0.6531,-2.2527,-2.8258
53,-1.5874,-2.0405,-2.0079,-0.273,-4.6219,-1.2623,-0.6518,-4.5773,-3.7198,-1.0891,1.2565,-0.697,-0.8965,-2.1862,0.2207,-3.8602,-3.8143,0.0968,-1.5108,-1.6089,-2.6868,-2.0591,-2.1744,-0.8028,-1.1063,0.3656,-1.5599,-1.6193,0.0696,0.651,-2.9488,-1.4663
54,-0.5135,-1.0213,-0.1215,2.2878,-3.4668,-3.2783,-0.5128,-3.1881,-2.5013,-0.648,-0.0927,0.6457,-3.1785,-1.8765,-0.1306,-3.2813,-2.9708,-0.9065,-1.3639,-1.9494,-1.5219,-0.7678,-2.2379,-1.6798,-1.6273,-0.2256,-0.972,-1.8211,1.6091,-0.0169,-1.9482,-0.2662
55,-0.6102,-0.0602,1.4614,4.8302,0.5112,-2.8158,0.0258,-1.2153,-0.4844,-0.6783,-1.8754,1.4135,-4.2854,-0.801,0.5188,-0.6887,-0.7108,-1.7451,0.3917,-0.6662,-0.0991,0.5769,-0.2449,-2.1752,-2.0654,-0.3628,-0.1473,0.6293,1.8694,-0.1371,0.5033,0.4603
56,-0.8255,0.0823,1.9172,4.7125,2.0459,-2.1186,-0.1461,0.5767,-0.3725,-1.0018,-1.4321,1.2135,-1.9847,0.1583,1.1116,0.9511,0.0766,-1.2033,1.016,0.5888,-0.2781,0.41,0.67,-2.1266,-2.6145,-0.3817,-1.1052,1.9263,1.6336,0.0944,1.9198,-0.3963
57,-0.9818,-1.0394,1.2189,3.5021,0.6583,-0.6809,0.0737,2.2905,0.1257,-0.1594,0.1802,0.1467,1.5353,0.1771,0.7613,0.4713,-1.2145,0.3037,0.0651,0.9523,-0.5517,-0.56,-0.1854,-0.921,-1.1087,-0.8715,-2.4922,0.032,1.79,-0.5348,1.3095,-0.9411
58,-1.7748,-1.5235,0.469,2.0117,-0.5763,1.0019,0.2251,2.1622,1.563,-0.3679,0.0568,1.3335,2.3943,0.2785,-0.0442,0.0353,-1.4043,0.4897,-0.6374,0.5958,1.6845,-0.9944,-0.3871,-0.6915,0.0017,-0.5325,-1.4647,0.569,2.9366,-0.0424,0.5718,-1.1517
59,-2.2833,-0.8599,0.1349,0.8796,-0.8484,1.5858,-0.0454,0.5715,1.7215,-0.4157,-0.688,1.8159,0.4764,-0.1161,-0.145,0.303,-1.1097,-1.1638,-0.6759,-0.7526,2.5387,-0.9796,-0.1301,-0.932,0.4083,-0.2222,0.8486,1.027,4.2993,1.4177,-0.2832,-1.6955
60,-1.709,-0.159,1.0797,0.8103,0.9743,-0.4722,-0.7765,-0.802,0.5398,-0.3691,-0.3075,0.4909,-1.1195,1.0156,-0.1164,0.58,-0.2846,-1.7787,0.0586,-1.442,1.2147,-1.2595,-0.4853,-0.7237,0.2052,-0.4869,1.3045,-0.7797,3.539,2.6161,-1.061,-0.32
61,0.2122,-8.00E-04,2.738,1.3859,3.3288,-0.689,-1.3432,-0.6909,-0.6701,-0.2646,0.8256,0.6392,-0.5724,2.8683,0.2146,0.7047,0.9149,0.8494,1.3604,-0.1618,0.2505,-1.3979,0.1793,-1.4359,0.2013,0.3722,0.6727,-1.0343,1.8319,3.6489,0.0329,1.1527
62,2.902,1.3988,2.5821,1.4975,3.8003,1.4002,-1.0834,0.2114,-0.6983,-0.1534,1.5254,1.033,1.0296,3.9301,1.262,1.9889,2.0977,2.1145,1.5652,2.2658,0.613,0.2948,1.6234,-0.8796,0.2713,1.7699,1.1212,2.4615,1.3953,2.8505,1.3284,1.7537
63,4.0734,3.5044,0.3972,-0.2605,1.1798,1.6681,-1.2916,-0.3174,-2.1782,-1.4463,0.3291,0.7847,2.2602,2.0726,-0.1323,0.2322,0.0219,2.6805,1.4838,1.3371,-0.2101,0.3192,1.3262,0.1716,-0.2342,1.0703,0.2876,3.008,-0.3645,0.8797,0.7157,2.2737
64,3.8128,2.8561,-0.9193,-1.9815,-0.2591,0.5803,-2.4978,-1.4537,-2.8854,-1.9361,-0.8012,-0.9129,2.1168,0.4279,-1.6291,-2.9806,-2.6799,2.9981,0.92,0.4288,-0.7025,-0.792,0.6231,-0.4528,-0.4638,-0.463,-0.0502,1.5631,-2.8787,-1.1309,0.1255,0.7741
65,2.8422,2.3929,-0.9449,-1.9445,1.0767,0.3324,-2.9727,-1.3182,-0.7448,-1.8415,-0.1937,-1.0844,2.1133,1.1815,-0.8451,-1.5573,-1.6026,3.3515,0.5435,1.9724,1.4293,-0.2258,0.8106,-0.9054,0.001,-0.3235,0.8133,2.0387,-2.7642,-0.9321,0.1472,-1.2958
66,1.2584,3.6654,-0.9394,-1.6713,0.9511,1.034,-2.0215,-0.7753,-0.376,-1.307,0.4091,-0.2414,0.5855,0.7002,0.0065,0.1356,-0.892,1.7723,0.1256,2.6978,0.8085,0.9404,-0.3307,0.0777,0.0843,-0.4393,-0.1855,0.2464,-2.2105,0.2799,-0.2865,-1.2602
67,-0.6654,3.9564,-1.0697,-1.5819,0.6855,1.5743,-0.3759,-0.0491,-0.2885,-0.0896,0.3701,-0.1864,-0.967,-0.0816,1.137,1.5746,-0.4698,-2.1325,-0.3086,2.551,-0.3125,2.0503,-1.6818,1.8202,0.2814,-0.9284,-0.8775,-0.5774,-2.6002,-0.2004,-0.2921,-0.5671
68,-1.2381,2.3089,-2.4697,-2.7054,0.8481,1.6396,0.6441,1.1883,0.9334,1.1559,0.2212,-1.0686,-0.696,0.0483,1.5965,2.154,1.1472,-2.643,-0.0603,2.354,0.5778,2.1517,-1.7438,3.0216,1.1679,-0.7114,-0.0864,0.1212,-2.0244,-0.7973,-0.3386,-1.8063
69,-0.8311,1.5465,-2.8593,-2.847,2.0312,2.9774,1.0886,1.8865,1.1664,1.5116,-0.123,0.4337,-0.5613,0.4052,1.4249,1.7007,1.9763,-0.6137,0.3383,1.6698,1.3964,2.0574,-1.0053,2.9934,0.4736,0.5554,1.3294,-0.5284,-0.8514,-0.8803,-0.5211,-3.1942
70,-0.894,3.3023,-0.8222,-1.2889,2.9914,3.4927,0.7029,0.8348,1.4701,0.5577,-0.9398,4.1242,-0.6444,1.6211,0.7872,1.6705,2.705,1.6326,0.4561,0.2184,1.6297,1.0031,-0.3759,1.0979,-1.48,2.015,2.8624,0.7588,0.1145,0.3709,-0.5799,-1.959
71,-1.5843,3.4759,0.9455,-1.2069,1.1187,1.824,0.2971,-1.1103,0.3745,0.6205,-1.082,3.7207,-1.8353,1.7397,-0.1499,0.6129,2.0159,1.809,-1.8249,-1.0717,1.0121,0.3355,-0.2769,-0.7958,-1.382,2.3343,2.934,2.1994,-0.3814,0.5096,-0.5489,-0.6963
72,-1.7443,2.0251,0.9301,-0.6225,0.2737,-0.0494,-0.677,-1.2291,1.0963,2.0805,0.0104,0.7348,-1.4563,1.6514,0.0716,-0.319,0.8656,1.2728,-4.0982,0.3031,0.4679,-0.0804,-0.6579,-1.5145,-0.3838,1.1906,1.2641,2.1778,-1.2958,-0.1956,0.4059,-0.8452
73,-1.6918,1.0713,0.1828,0.9252,0.3264,0.4905,-1.288,-0.7457,0.5409,2.0001,1.0098,-0.172,-0.0716,1.6331,-0.6431,-0.9841,0.269,0.9206,-3.9714,1.4882,0.1034,-0.4978,-1.0243,-1.1765,0.3959,1.0922,0.7126,2.7514,-0.8014,0.7103,0.6843,-0.5638
74,-2.2739,-0.3877,-0.2093,0.7196,-1.6259,1.3636,0.6029,-0.2965,-1.2715,0.1209,0.9933,-0.8395,0.1101,-0.367,-1.9673,-1.6416,-1.5313,-1.1571,-2.793,0.0592,-0.9084,-0.7608,-0.5341,-1.2871,0.3948,-0.3205,-0.5952,0.3636,-1.1681,0.6566,-0.2394,-0.5237
75,-1.2229,-0.7958,0.3165,0.589,-1.392,1.3733,1.404,-0.1458,-0.2997,-1.2183,0.0564,-0.3461,0.4057,-1.9295,-1.117,0.0157,-1.6756,-2.2654,-0.4911,-1.6672,-0.7019,-1.6385,1.3409,-2.3876,-0.0495,-0.9745,-0.9543,-1.2644,-1.008,-0.1547,0.7751,-0.242
